Geneid,dcp2_1
YER019C-A,2142
YER020W,1691
YER021W,4578
YER022W,1636
YER023W,3755
YER023C-A,7
YER024W,1348
YER025W,6954
YER026C,5264
YER027C,1699
YER028C,668
YER029C,697
YER030W,1430
YER031C,1471
YER032W,2309
YER033C,2145
YER034W,743
YER035W,2492
YER036C,8738
YER037W,1425
YER038C,833
YER038W-A,138
YER039C,701
YER039C-A,280
YER040W,2677
YER041W,1527
YER042W,1170
YER043C,16624
YER044C,2851
YER044C-A,569
YER045C,2279
YER046W,541
YER046W-A,4
YER047C,885
YER048C,2046
YER048W-A,1977
YER049W,4475
YER050C,1991
YER051W,960
YER052C,8735
YER053C,3346
YER053C-A,2428
YER055C,6253
YER056C,13645
YER056C-A,6689
YER057C,2702
YER058W,326
YER059W,1394
YER060W,626
YER060W-A,668
YER061C,635
YER062C,1808
YER063W,1564
YER064C,4639
YER065C,426
YER066W,751
YER066C-A,36
YER067W,3552
YER067C-A,18
YER068W,2799
YER068C-A,20
YER069W,6388
YER070W,14234
YER071C,523
YER072W,3347
YER073W,6533
YER074W,6153
YER074W-A,1444
YER075C,2153
YER076C,1083
YER076W-A,97
YER077C,2367
YER078C,1113
YER078W-A,84
YER079W,597
YER079C-A,3
YER080W,2249
YER081W,2443
YER082C,2631
YER083C,3912
YER084W,232
YER084W-A,4
YER085C,23
YER086W,7658
YER087W,849
YER087C-A,111
YER087C-B,2809
YER088C,8620
YER088C-A,2887
YER088W-B,16
YER089C,7481
YER090W,4042
YER090C-A,4
YER091C,18432
YER091C-A,2
YER092W,1699
YER093C,2021
YER093C-A,684
YER094C,4173
YER095W,3793
YER096W,335
YER097W,275
YER098W,724
YER099C,2502
YER100W,1396
YER101C,1068
YER102W,4101
YER103W,1633
YER104W,669
YER105C,5337
YER106W,46
YER107C,1175
YER107W-A,2
YER109C,2928
YER110C,9933
YER111C,2497
YER112W,1907
YER113C,2383
YER115C,640
YER116C,1078
YER117W,6698
YER118C,2944
YER119C,1918
YER119C-A,16
YER120W,5702
YER121W,238
YER122C,4809
YER123W,2218
YER124C,6084
YER125W,8274
YER126C,2642
YER127W,2210
YER128W,456
YER129W,3726
YER130C,2628
YER131W,6163
YER132C,3988
YER133W,3805
YER133W-A,0
YER134C,1553
YER135C,19
YER136W,4039
YER137C,373
YER137W-A,4
YER138C,845
YER137C-A,131
YER138W-A,744
YER139C,1058
YER140W,1095
YER141W,5320
YER142C,343
YER143W,1421
YER144C,3195
YER145C,3599
YER145C-A,17
YER146W,1425
YER147C,946
YER147C-A,3
YER148W,1914
YER148W-A,10
YER149C,873
YER150W,2227
YER151C,3796
YER152C,2844
YER152W-A,3
YER153C,635
YER154W,2872
YER155C,8765
YER156C,2931
YER157W,1668
YER158C,1655
YER158W-A,10
YER159C,1611
YER160C,1810
YER159C-A,104
YER161C,1274
YER162C,578
YER163C,1649
YER164W,3551
YER165W,7284
YER165C-A,3
YER166W,6689
YER167W,3564
YER168C,1863
YER170W,711
YER171W,2485
YER172C,4730
YER172C-A,1
YER173W,1635
YER174C,1138
YER175C,1604
YER175W-A,124
YER176W,1358
YER177W,10414
YER178W,8474
YER179W,76
YER180C,926
YER180C-A,215
YER181C,17
YER182W,857
YER183C,869
YER184C,1844
YER185W,493
YER186C,1429
YER187W,64
YER188W,134
YER188C-A,159
YER189W,134
YER190W,1530
YER190C-A,0
YER190C-B,50
YJL091C,3513
YJL026W,5971
YJL026C-A,3
YJR125C,2126
YJL225C,526
YJL225W-A,0
YJL223C,277
YJL222W-B,0
YJL222W-A,0
YJL222W,5970
YJL221C,545
YJL220W,0
YJL219W,104
YJL218W,126
YJL217W,3234
YJL216C,502
YJL215C,233
YJL214W,249
YJL213W,694
YJL212C,7761
YJL211C,140
YJL210W,2149
YJL209W,1170
YJL208C,2181
YJL207C,3962
YJL206C,1120
YJL205C,648
YJL204C,1499
YJL203W,604
YJL202C,11
YJL201W,2538
YJL200C,6230
YJL199C,417
YJL198W,3298
YJL197W,2151
YJL197C-A,0
YJL196C,1828
YJL195C,31
YJL194W,1411
YJL193W,1744
YJL192C,3695
YJL191W,3887
YJL190C,6470
YJL189W,3661
YJL188C,7
YJL187C,2336
YJL186W,5696
YJL185C,857
YJL184W,1375
YJL183W,2666
YJL182C,5
YJL181W,1019
YJL180C,1057
YJL179W,1617
YJL178C,2503
YJL177W,6010
YJL176C,2452
YJL175W,3
YJL174W,5239
YJL173C,978
YJL172W,7511
YJL171C,3714
YJL170C,4
YJL169W,3
YJL168C,1944
YJL167W,7485
YJL166W,2234
YJL165C,2179
YJL164C,1350
YJL163C,883
YJL162C,1278
YJL161W,883
YJL160C,52
YJL159W,50133
YJL158C,16603
YJL157C,3433
YJL156W-A,159
YJL156C,2343
YJL155C,1198
YJL154C,3372
YJL153C,931
YJL152W,36
YJL151C,4243
YJL150W,108
YJL149W,1712
YJL148W,1546
YJL147C,737
YJL146W,1419
YJL145W,1613
YJL144W,466
YJL143W,3924
YJL142C,547
YJL141C,5163
YJL140W,2560
YJL139C,2026
YJL138C,8140
YJL137C,754
YJL136W-A,8
YJL136C,5316
YJL135W,301
YJL134W,2240
YJL133C-A,2247
YJL133W,3444
YJL132W,1531
YJL131C,481
YJL130C,19952
YJL129C,2794
YJL128C,3389
YJL127W-A,3
YJL127C-B,1389
YJL127C,1634
YJL126W,685
YJL125C,1245
YJL124C,2278
YJL123C,1619
YJL122W,1707
YJL121C,2888
YJL120W,21
YJL119C,316
YJL118W,1889
YJL117W,2165
YJL116C,2019
YJL115W,451
YJL114W,273
YJL113W,2168
YJL112W,1790
YJL111W,3290
YJL110C,5194
YJL109C,8765
YJL108C,618
YJL107C,849
YJL106W,1335
YJL105W,154
YJL104W,2314
YJL103C,1020
YJL102W,737
YJL101C,4388
YJL100W,1480
YJL099W,1461
YJL098W,3121
YJL097W,2560
YJL096W,1304
YJL095W,2090
YJL094C,3245
YJL093C,3686
YJL092W,2469
YJL090C,2429
YJL089W,351
YJL088W,1568
YJL087C,1392
YJL086C,97
YJL085W,1489
YJL084C,3505
YJL083W,1116
YJL082W,3422
YJL081C,2414
YJL080C,7096
YJL079C,6495
YJL078C,10243
YJL077W-B,220
YJL077C,75
YJL077W-A,270
YJL076W,4894
YJL075C,0
YJL074C,2079
YJL073W,1725
YJL072C,1005
YJL071W,1456
YJL070C,974
YJL069C,2014
YJL068C,2129
YJL067W,11
YJL066C,1401
YJL065C,2111
YJL064W,5
YJL063C,1524
YJL062W-A,1664
YJL062W,3534
YJL061W,2845
YJL060W,2971
YJL059W,1336
YJL058C,1107
YJL057C,1505
YJL056C,1595
YJL055W,2039
YJL054W,2382
YJL053W,1636
YJL052C-A,3
YJL052W,3493
YJL051W,2068
YJL050W,4293
YJL049W,1192
YJL048C,2645
YJL047C-A,231
YJL047C,1444
YJL046W,1555
YJL045W,133
YJL044C,2310
YJL043W,55
YJL042W,4387
YJL041W,4049
YJL039C,6542
YJL038C,53
YJL037W,59
YJL036W,1540
YJL035C,509
YJL034W,12807
YJL033W,2726
YJL032W,1
YJL031C,708
YJL030W,475
YJL029C,2570
YJL028W,9
YJL027C,33
YJL025W,1629
YJL024C,1668
YJL023C,577
YJL022W,98
YJL020C,6129
YJL020W-A,3
YJL019W,1665
YJL016W,2665
YJL015C,9
YJL014W,4837
YJL013C,1391
YJL012C,3087
YJL011C,561
YJL010C,2253
YJL009W,3
YJL008C,4156
YJL007C,4
YJL006C,671
YJL005W,6254
YJL004C,2017
YJL003W,499
YJL002C,7414
YJL001W,2796
YJR001W,4202
YJR002W,2699
YJR003C,1848
YJR004C,10279
YJR005W,2585
YJR005C-A,18
YJR006W,2647
YJR007W,5302
YJR008W,1455
YJR009C,20411
YJR010W,2500
YJR010C-A,521
YJR011C,286
YJR012C,453
YJR013W,2303
YJR014W,2266
YJR015W,7122
YJR016C,18371
YJR017C,1681
YJR018W,33
YJR019C,1372
YJR020W,154
YJR021C,1258
YJR022W,506
YJR023C,80
YJR024C,2816
YJR025C,1661
YJR027W,5760
YJR026W,757
YJR029W,7726
YJR028W,2846
YJR030C,1476
YJR031C,2574
YJR032W,1550
YJR033C,2784
YJR034W,538
YJR035W,1487
YJR036C,620
YJR037W,1
YJR038C,13
YJR039W,1654
YJR040W,1938
YJR041C,3608
YJR042W,2720
YJR043C,1257
YJR044C,2560
YJR045C,14117
YJR046W,2837
YJR047C,86
YJR048W,2168
YJR049C,1592
YJR050W,831
YJR051W,1396
YJR052W,984
YJR053W,612
YJR054W,1112
YJR055W,312
YJR056C,1303
YJR057W,1277
YJR058C,1038
YJR059W,3160
YJR060W,1662
YJR061W,516
YJR062C,2101
YJR063W,2538
YJR064W,3944
YJR065C,5376
YJR066W,3746
YJR067C,623
YJR068W,1683
YJR069C,1340
YJR070C,3238
YJR071W,10
YJR072C,2009
YJR073C,4361
YJR074W,1474
YJR075W,2620
YJR076C,2229
YJR077C,4644
YJR078W,426
YJR079W,134
YJR080C,1846
YJR082C,1502
YJR083C,808
YJR084W,1058
YJR085C,1854
YJR086W,554
YJR087W,257
YJR088C,1829
YJR089W,1124
YJR090C,2737
YJR091C,6263
YJR092W,2724
YJR093C,1427
YJR094C,302
YJR094W-A,5267
YJR095W,125
YJR096W,1037
YJR097W,940
YJR098C,627
YJR099W,1156
YJR100C,1366
YJR101W,1858
YJR102C,799
YJR103W,3530
YJR104C,7611
YJR105W,8534
YJR106W,2280
YJR107W,1179
YJR108W,363
YJR109C,14050
YJR110W,1078
YJR111C,1664
YJR112W,598
YJR112W-A,1000
YJR113C,1863
YJR114W,31
YJR115W,711
YJR116W,1820
YJR117W,6606
YJR118C,1399
YJR119C,902
YJR120W,849
YJR121W,19372
YJR122W,1473
YJR123W,14540
YJR124C,2395
YJR126C,2038
YJR127C,5690
YJR128W,115
YJR129C,606
YJR130C,2181
YJR131W,1889
YJR132W,3321
YJR133W,1282
YJR134C,1700
YJR135C,568
YJR135W-A,904
YJR136C,1053
YJR137C,4333
YJR138W,2276
YJR139C,6406
YJR140C,2346
YJR140W-A,2
YJR141W,324
YJR142W,1280
YJR143C,8475
YJR144W,1299
YJR145C,10202
YJR146W,392
YJR147W,2926
YJR148W,5126
YJR149W,783
YJR150C,7
YJR151C,1993
YJR151W-A,0
YJR152W,1402
YJR153W,449
YJR154W,981
YJR155W,1348
YJR156C,296
YJR157W,3
YJR158W,4
YJR159W,519
YJR160C,75
YJR161C,3068
YJR162C,9
YBL047C,11278
YBR012W-B,4939
YBR078W,17813
YBR140C,10362
YBL113C,1527
YBL113W-A,44
YBL112C,254
YBL111C,1429
YBL109W,66
YBL108C-A,7
YBL108W,1
YBL107W-A,4
YBL107C,789
YBL106C,1126
YBL105C,3483
YBL104C,1578
YBL103C,2276
YBL102W,3367
YBL101C,1994
YBL100W-C,17
YBL100W-B,7309
YBL100W-A,1426
YBL100C,2
YBL099W,9220
YBL098W,420
YBL097W,383
YBL096C,40
YBL095W,780
YBL094C,67
YBL093C,1315
YBL092W,6722
YBL091C-A,350
YBL091C,2826
YBL090W,1192
YBL089W,2161
YBL088C,4548
YBL087C,5825
YBL086C,1242
YBL085W,3866
YBL084C,1429
YBL083C,1076
YBL082C,2904
YBL081W,4392
YBL080C,754
YBL079W,7779
YBL078C,900
YBL077W,2
YBL076C,14890
YBL075C,2138
YBL074C,802
YBL073W,6
YBL072C,9897
YBL071C-B,157
YBL071W-A,1610
YBL071C,28
YBL070C,5
YBL069W,1205
YBL068W-A,309
YBL068W,1881
YBL067C,1983
YBL066C,2845
YBL065W,26
YBL064C,1663
YBL063W,822
YBL062W,1
YBL061C,2800
YBL060W,1754
YBL059C-A,1275
YBL059W,810
YBL058W,3437
YBL057C,1640
YBL056W,3610
YBL055C,1132
YBL054W,2517
YBL053W,29
YBL052C,1235
YBL051C,4802
YBL050W,2017
YBL049W,519
YBL048W,200
YBL046W,739
YBL045C,5662
YBL044W,16
YBL043W,1225
YBL042C,6795
YBL041W,2411
YBL040C,2971
YBL039W-B,256
YBL039C,6084
YBL039C-A,1464
YBL038W,1805
YBL037W,2351
YBL036C,1254
YBL035C,1654
YBL034C,1493
YBL033C,1843
YBL032W,2520
YBL031W,644
YBL030C,9190
YBL029C-A,1147
YBL029W,551
YBL028C,1689
YBL027W,8678
YBL026W,1270
YBL025W,663
YBL024W,4693
YBL023C,2310
YBL022C,4463
YBL021C,662
YBL020W,2439
YBL019W,1034
YBL018C,845
YBL017C,7549
YBL016W,3395
YBL015W,1618
YBL014C,1713
YBL013W,471
YBL012C,4
YBL011W,3108
YBL010C,1065
YBL009W,1424
YBL008W-A,17
YBL008W,1462
YBL007C,7874
YBL006C,2269
YBL006W-A,30
YBL005W,1788
YBL005W-B,12255
YBL005W-A,6757
YBL004W,9700
YBL003C,2579
YBL002W,7357
YBL001C,1490
YBR001C,2033
YBR002C,1656
YBR003W,2080
YBR004C,2790
YBR005W,1570
YBR006W,1326
YBR007C,1756
YBR008C,2701
YBR009C,5524
YBR010W,3802
YBR011C,8269
YBR012C,0
YBR012W-A,1314
YBR013C,2
YBR014C,1604
YBR015C,4790
YBR016W,2110
YBR017C,5830
YBR018C,107
YBR019C,213
YBR020W,362
YBR021W,2778
YBR022W,872
YBR023C,9159
YBR024W,520
YBR025C,7840
YBR026C,2146
YBR027C,126
YBR028C,2282
YBR029C,4148
YBR030W,2153
YBR031W,8277
YBR032W,1
YBR033W,790
YBR034C,3536
YBR035C,2035
YBR036C,6155
YBR037C,1437
YBR038W,3552
YBR039W,3643
YBR040W,301
YBR041W,3051
YBR042C,834
YBR043C,7068
YBR044C,1523
YBR045C,382
YBR046C,723
YBR047W,240
YBR048W,8474
YBR049C,2634
YBR050C,191
YBR051W,34
YBR052C,1950
YBR053C,1834
YBR054W,3387
YBR055C,2623
YBR056W,2134
YBR056W-A,491
YBR056C-B,51
YBR057C,1416
YBR058C,3250
YBR058C-A,1078
YBR059C,4189
YBR060C,1622
YBR061C,1715
YBR062C,610
YBR063C,1193
YBR064W,6
YBR065C,1971
YBR066C,753
YBR067C,6978
YBR068C,21431
YBR069C,7642
YBR070C,1015
YBR071W,3923
YBR072W,773
YBR072C-A,19
YBR073W,5060
YBR074W,5700
YBR076W,37
YBR076C-A,1061
YBR077C,1765
YBR079C,7785
YBR080C,3505
YBR081C,2298
YBR082C,7761
YBR083W,3886
YBR084W,6076
YBR084C-A,8428
YBR085W,179
YBR085C-A,3416
YBR086C,9493
YBR087W,1348
YBR088C,2490
YBR089W,34
YBR089C-A,2107
YBR090C,1904
YBR091C,630
YBR092C,7467
YBR093C,585
YBR094W,1827
YBR095C,1292
YBR096W,3258
YBR097W,1529
YBR098W,908
YBR099C,44
YBR101C,2651
YBR102C,1794
YBR103W,1347
YBR103C-A,12
YBR104W,1012
YBR105C,4193
YBR106W,2756
YBR107C,557
YBR108W,2050
YBR109C,3482
YBR109W-A,122
YBR110W,2330
YBR111C,2274
YBR111W-A,752
YBR112C,4173
YBR113W,43
YBR114W,1372
YBR115C,9920
YBR116C,88
YBR117C,315
YBR118W,34579
YBR119W,749
YBR120C,683
YBR121C,9892
YBR121C-A,770
YBR122C,2133
YBR123C,1140
YBR124W,74
YBR125C,1856
YBR126C,7248
YBR126W-A,1659
YBR126W-B,1606
YBR127C,9437
YBR128C,195
YBR129C,1528
YBR130C,1744
YBR131W,1037
YBR131C-A,0
YBR132C,2361
YBR133C,4808
YBR134W,24
YBR135W,2279
YBR136W,2778
YBR137W,1008
YBR138C,1226
YBR139W,6476
YBR141C,561
YBR141W-A,211
YBR142W,3223
YBR143C,6649
YBR144C,16
YBR145W,1796
YBR146W,2456
YBR147W,497
YBR148W,135
YBR149W,5018
YBR150C,1168
YBR151W,3173
YBR152W,539
YBR153W,1123
YBR154C,2676
YBR155W,1027
YBR156C,1238
YBR157C,804
YBR158W,8050
YBR159W,2036
YBR160W,2477
YBR161W,1303
YBR162C,8562
YBR162W-A,1958
YBR163W,1515
YBR164C,1598
YBR165W,1472
YBR166C,2357
YBR167C,721
YBR168W,1309
YBR169C,2241
YBR170C,1740
YBR171W,1815
YBR172C,4044
YBR173C,3121
YBR174C,21
YBR175W,2540
YBR176W,703
YBR177C,3323
YBR178W,20
YBR179C,1878
YBR180W,60
YBR181C,4211
YBR182C,586
YBR182C-A,41
YBR183W,2547
YBR184W,586
YBR185C,1435
YBR186W,43
YBR187W,2767
YBR188C,789
YBR189W,9550
YBR190W,589
YBR191W,7251
YBR191W-A,361
YBR192W,915
YBR193C,1211
YBR194W,789
YBR195C,959
YBR196C,23962
YBR196C-A,51
YBR196C-B,89
YBR197C,1355
YBR198C,2282
YBR199W,3857
YBR200W,2300
YBR200W-A,1
YBR201W,643
YBR201C-A,734
YBR202W,3805
YBR203W,2216
YBR204C,1008
YBR205W,2654
YBR206W,935
YBR207W,3667
YBR208C,5720
YBR209W,14
YBR210W,1469
YBR211C,955
YBR212W,5944
YBR213W,449
YBR214W,4950
YBR215W,1347
YBR216C,2199
YBR217W,989
YBR218C,9347
YBR219C,379
YBR220C,1670
YBR221C,8416
YBR221W-A,2
YBR222C,5176
YBR223C,1478
YBR223W-A,0
YBR224W,192
YBR225W,2253
YBR226C,27
YBR227C,1152
YBR228W,953
YBR229C,3782
YBR230C,2521
YBR230W-A,585
YBR231C,225
YBR232C,11
YBR233W,1283
YBR233W-A,787
YBR234C,4663
YBR235W,1949
YBR236C,1621
YBR237W,1500
YBR238C,5610
YBR239C,2107
YBR240C,277
YBR241C,1896
YBR242W,1836
YBR243C,1964
YBR244W,886
YBR245C,3230
YBR246W,3008
YBR247C,2576
YBR248C,2551
YBR249C,8793
YBR250W,188
YBR251W,1193
YBR252W,1515
YBR253W,1165
YBR254C,1106
YBR255W,914
YBR255C-A,713
YBR256C,3257
YBR257W,765
YBR258C,609
YBR259W,1259
YBR260C,1718
YBR261C,1585
YBR262C,2022
YBR263W,2446
YBR264C,719
YBR265W,2840
YBR267W,2058
YBR266C,7
YBR268W,1341
YBR269C,1598
YBR270C,1206
YBR271W,889
YBR272C,1233
YBR273C,1054
YBR274W,1702
YBR275C,2158
YBR276C,2209
YBR277C,18
YBR278W,800
YBR279W,2307
YBR280C,908
YBR281C,2513
YBR282W,973
YBR283C,8371
YBR284W,614
YBR285W,64
YBR286W,9797
YBR287W,5250
YBR288C,1265
YBR289W,1754
YBR290W,1416
YBR291C,2236
YBR292C,259
YBR293W,3243
YBR294W,433
YBR295W,2329
YBR296C,291
YBR296C-A,13
YBR297W,2225
YBR298C,3606
YBR298C-A,5
YBR299W,271
YBR300C,53
YBR301W,33
YBR302C,1732
YDR293C,11988
YDL183C,366
YDL112W,5053
YDL033C,1664
YDR036C,1455
YDR100W,1889
YDR166C,2204
YDR351W,3257
YDR420W,5384
YDR496C,3875
YDL248W,1726
YDL247W-A,157
YDL247W,380
YDL246C,3
YDL245C,26
YDL244W,314
YDL243C,1359
YDL242W,82
YDL241W,846
YDL240C-A,7
YDL240W,1651
YDL239C,661
YDL238C,926
YDL237W,2752
YDL236W,1924
YDL235C,1958
YDL234C,2343
YDL233W,1035
YDL232W,1047
YDL231C,7254
YDL230W,876
YDL229W,30877
YDL228C,1
YDL227C,1009
YDL226C,2723
YDL225W,1957
YDL224C,6406
YDL223C,1565
YDL222C,398
YDL221W,138
YDL220C,1721
YDL219W,1158
YDL218W,420
YDL217C,1210
YDL216C,822
YDL215C,4971
YDL214C,203
YDL213C,1613
YDL212W,4454
YDL211C,1045
YDL210W,260
YDL209C,826
YDL208W,2630
YDL207W,1212
YDL206W,2038
YDL205C,2700
YDL204W,3585
YDL203C,2708
YDL202W,1170
YDL201W,1673
YDL200C,740
YDL199C,946
YDL198C,4224
YDL197C,3272
YDL196W,67
YDL195W,11339
YDL194W,809
YDL193W,1152
YDL192W,4670
YDL191W,7283
YDL190C,5021
YDL189W,1639
YDL188C,2978
YDL187C,593
YDL186W,31
YDL185C-A,2
YDL185W,19748
YDL184C,1714
YDL182W,3322
YDL181W,1620
YDL180W,2132
YDL179W,2201
YDL178W,2478
YDL177C,566
YDL176W,1632
YDL175C,735
YDL174C,3501
YDL173W,2267
YDL172C,34
YDL171C,11544
YDL170W,1479
YDL169C,275
YDL168W,2408
YDL167C,3309
YDL166C,736
YDL165W,738
YDL164C,1924
YDL163W,4
YDL162C,19
YDL161W,3025
YDL160C-A,353
YDL160C,9199
YDL159W-A,1
YDL159W,1178
YDL159C-B,4
YDL158C,206
YDL157C,861
YDL156W,800
YDL155W,1713
YDL154W,1375
YDL153C,1094
YDL152W,10
YDL151C,4
YDL150W,1664
YDL149W,833
YDL148C,2670
YDL147W,5586
YDL146W,694
YDL145C,12304
YDL144C,2379
YDL143W,4448
YDL142C,1066
YDL141W,2886
YDL140C,13986
YDL139C,302
YDL138W,2418
YDL137W,3672
YDL136W,3030
YDL135C,1739
YDL134C,2940
YDL133C-A,1904
YDL133W,1696
YDL132W,3892
YDL131W,4659
YDL130W-A,1695
YDL130W,7209
YDL129W,427
YDL128W,5856
YDL127W,886
YDL126C,10616
YDL125C,5968
YDL124W,6471
YDL123W,1620
YDL122W,4437
YDL121C,2084
YDL120W,1621
YDL119C,1186
YDL118W,12
YDL117W,3193
YDL116W,2447
YDL115C,1252
YDL114W-A,19
YDL114W,24
YDL113C,1448
YDL111C,3263
YDL110C,2235
YDL109C,1777
YDL108W,947
YDL107W,866
YDL106C,1674
YDL105W,704
YDL104C,909
YDL103C,1660
YDL102W,2179
YDL101C,1407
YDL100C,4682
YDL099W,1000
YDL098C,491
YDL097C,2963
YDL096C,28
YDL095W,7688
YDL094C,116
YDL093W,2452
YDL092W,1852
YDL091C,1237
YDL090C,1000
YDL089W,775
YDL088C,3011
YDL087C,840
YDL086W,5058
YDL086C-A,98
YDL085C-A,497
YDL085W,175
YDL084W,6446
YDL083C,6596
YDL082W,5651
YDL081C,7112
YDL080C,1848
YDL079C,529
YDL078C,2852
YDL077C,2245
YDL076C,1682
YDL075W,5271
YDL074C,2684
YDL073W,2146
YDL072C,4883
YDL071C,85
YDL070W,2224
YDL069C,340
YDL068W,22
YDL067C,3404
YDL066W,3606
YDL065C,915
YDL064W,1219
YDL063C,2298
YDL062W,22
YDL061C,3321
YDL060W,3463
YDL059C,329
YDL058W,2298
YDL057W,487
YDL056W,2406
YDL055C,14316
YDL054C,2189
YDL053C,1681
YDL052C,3453
YDL051W,3158
YDL050C,3
YDL049C,371
YDL048C,4509
YDL047W,3023
YDL046W,6010
YDL045W-A,1230
YDL045C,1307
YDL044C,972
YDL043C,803
YDL042C,1518
YDL041W,37
YDL040C,4882
YDL039C,1792
YDL037C,359
YDL036C,1056
YDL035C,2011
YDL034W,1
YDL032W,52
YDL031W,3018
YDL030W,943
YDL029W,4009
YDL028C,1599
YDL027C,1709
YDL026W,31
YDL025C,2398
YDL025W-A,25
YDL024C,166
YDL022C-A,15
YDL023C,25
YDL022W,7443
YDL021W,296
YDL020C,5270
YDL019C,3139
YDL018C,1392
YDL017W,676
YDL016C,493
YDL015C,5791
YDL014W,9384
YDL013W,1377
YDL012C,3136
YDL011C,0
YDL010W,1089
YDL009C,22
YDL008W,959
YDL007C-A,3
YDL007W,2564
YDL006W,1122
YDL005C,1378
YDL004W,3089
YDL003W,1963
