GeneID,wt.2
YOR320C,1044
YOR321W,81
YOR322C,569
YOR323C,1384
YOR324C,266
YOR326W,476
YOR327C,1930
YOR329C,152
YOR329W-A,0
YOR330C,443
YOR332W,5080
YOR334W,198
YOR335C,2381
YOR336W,594
YOR337W,182
YOR338W,281
YOR340C,1122
YOR341W,1003
YOR342C,711
YOR343C,53
YOR343W-A,816
YOR344C,701
YOR346W,341
YOR347C,201
YOR348C,124
YOR349W,91
YOR350C,210
YOR352W,132
YOR353C,94
YOR354C,397
YOR355W,589
YOR356W,211
YOR357C,872
YOR358W,83
YOR359W,785
YOR360C,1524
YOR362C,1096
YOR363C,65
YOR364W,0
YOR367W,728
YOR368W,115
YOR369C,126177
YOR370C,526
YOR371C,82
YOR372C,426
YOR373W,165
YOR374W,1030
YOR375C,7361
YOR376W-A,194
YOR377W,112
YOR379C,0
YOR380W,58
YOR381W,155
YOR382W,816
YOR383C,184
YOR384W,0
YOR385W,580
YOR386W,94
YOR389W,0
YOR390W,32
YOR391C,0
YOR392W,0
YPL001W,611
YPL002C,371
YPL003W,240
YPL004C,2154
YPL005W,81
YPL006W,434
YPL007C,60
YPL008W,90
YPL009C,538
YPL010W,8202
YPL011C,500
YPL012W,841
YPL013C,1293
YPL014W,3674
YPL015C,1383
YPL016W,193
YPL017C,75
YPL018W,164
YPL019C,2248
YPL020C,172
YPL022W,323
YPL023C,497
YPL024W,280
YPL025C,0
YPL026C,206
YPL028W,8693
YPL029W,136
YPL030W,157
YPL031C,541
YPL032C,447
YPL033C,0
YPL034W,241
YPL036W,55
YPL037C,18867
YPL038W,445
YPL039W,54
YPL040C,192
YPL041C,289
YPL042C,149
YPL043W,915
YPL045W,187
YPL046C,399
YPL047W,762
YPL048W,3400
YPL049C,529
YPL050C,1807
YPL051W,287
YPL052W,417
YPL053C,899
YPL054W,0
YPL055C,87
YPL056C,17
YPL057C,1353
YPL058C,775
YPL059W,1455
YPL060W,88
YPL061W,2946
YPL063W,708
YPL064C,271
YPL065W,134
YPL066W,503
YPL067C,735
YPL068C,108
YPL069C,256
YPL070W,107
YPL071C,329
YPL072W,101
YPL074W,249
YPL075W,864
YPL076W,508
YPL077C,71
YPL078C,2525
YPL079W,101303
YPL081W,2895
YPL082C,245
YPL083C,285
YPL084W,609
YPL085W,202
YPL086C,381
YPL087W,939
YPL088W,652
YPL089C,363
YPL090C,58109
YPL091W,911
YPL092W,195
YPL093W,1756
YPL094C,2883
YPL095C,16
YPL096C-A,628
YPL096W,304
YPL097W,224
YPL098C,2100
YPL099C,501
YPL100W,194
YPL101W,411
YPL103C,246
YPL104W,297
YPL105C,609
YPL106C,7591
YPL107W,187
YPL108W,227
YPL109C,105
YPL110C,88
YPL111W,639
YPL112C,402
YPL113C,25
YPL114W,145
YPL115C,257
YPL116W,35
YPL117C,3249
YPL118W,809
YPL119C,17
YPL120W,169
YPL122C,347
YPL123C,90
YPL124W,54
YPL125W,423
YPL126W,673
YPL127C,1431
YPL128C,972
YPL129W,1389
YPL131W,40969
YPL132W,490
YPL133C,135
YPL134C,427
YPL135W,3601
YPL137C,579
YPL138C,139
YPL139C,184
YPL140C,115
YPL141C,193
YPL143W,96653
YPL144W,840
YPL145C,2381
YPL146C,811
YPL147W,0
YPL148C,159
YPL149W,752
YPL150W,198
YPL151C,207
YPL152W,315
YPL152W-A,0
YPL153C,120
YPL154C,4398
YPL155C,92
YPL156C,67
YPL157W,348
YPL158C,176
YPL159C,424
YPL160W,1044
YPL161C,128
YPL162C,266
YPL163C,380
YPL164C,120
YPL165C,40
YPL166W,101
YPL167C,174
YPL168W,200
YPL169C,414
YPL170W,707
YPL171C,23
YPL172C,338
YPL173W,384
YPL174C,123
YPL175W,208
YPL176C,183
YPL177C,502
YPL178W,2216
YPL179W,1073
YPL180W,242
YPL181W,248
YPL183C,1153
YPL183W-A,5226
YPL184C,1064
YPL185W,0
YPL186C,0
YPL187W,0
YPL188W,441
YPL189C-A,1482
YPL189W,0
YPL190C,154
YPL191C,95
YPL192C,0
YPL193W,179
YPL194W,56
YPL195W,237
YPL196W,191
YPL197C,0
YPL198W,3617
YPL199C,1242
YPL202C,306
YPL203W,214
YPL204W,1020
YPL206C,1891
YPL207W,933
YPL208W,75
YPL209C,61
YPL210C,997
YPL211W,6533
YPL212C,514
YPL213W,338
YPL214C,117
YPL215W,445
YPL216W,87
YPL217C,333
YPL218W,5095
YPL219W,109
YPL220W,71711
YPL221W,1153
YPL222C-A,125
YPL222W,36
YPL223C,0
YPL224C,253
YPL225W,3594
YPL226W,4870
YPL227C,718
YPL228W,277
YPL229W,181
YPL230W,23
YPL231W,5182
YPL232W,589
YPL233W,147
YPL234C,2349
YPL235W,937
YPL236C,232
YPL237W,6495
YPL239W,1496
YPL240C,2078
YPL241C,360
YPL242C,183
YPL243W,673
YPL244C,682
YPL245W,307
YPL246C,3594
YPL247C,336
YPL248C,0
YPL249C,44
YPL249C-A,84439
YPL250C,913
YPL250W-A,31
YPL252C,937
YPL253C,32
YPL254W,368
YPL255W,110
YPL256C,670
YPL257W,188
YPL258C,86
YPL259C,770
YPL260W,586
YPL262W,1613
YPL263C,658
YPL264C,64
YPL265W,750
YPL266W,1248
YPL267W,178
YPL268W,318
YPL269W,133
YPL270W,154
YPL271W,2682
YPL272C,0
YPL273W,2917
YPL274W,534
YPL277C,0
YPL279C,21
YPR001W,0
YPR002C-A,82
YPR002W,31
YPR003C,113
YPR004C,2132
YPR005C,85
YPR008W,74
YPR009W,507
YPR010C,3600
YPR010C-A,2444
YPR011C,203
YPR012W,0
YPR013C,142
YPR014C,20
YPR015C,25
YPR016C,5189
YPR017C,597
YPR018W,122
YPR019W,160
YPR020W,2610
YPR021C,131
YPR022C,268
YPR023C,818
YPR024W,1247
YPR025C,328
YPR026W,0
YPR028W,12958
YPR029C,284
YPR030W,0
YPR031W,246
YPR032W,119
YPR033C,1558
YPR034W,175
YPR035W,3882
YPR036W,3210
YPR036W-A,4356
YPR037C,962
YPR040W,118
YPR041W,1191
YPR042C,382
YPR043W,58293
YPR045C,330
YPR046W,207
YPR047W,125
YPR048W,171
YPR049C,98
YPR050C,38
YPR051W,336
YPR052C,6132
YPR055W,139
YPR056W,316
YPR057W,223
YPR058W,676
YPR060C,1407
YPR061C,117
YPR062W,3007
YPR063C,2725
YPR064W,0
YPR065W,453
YPR066W,133
YPR067W,753
YPR068C,38
YPR069C,3926
YPR070W,208
YPR071W,312
YPR072W,337
YPR073C,2164
YPR074C,6961
YPR075C,291
YPR076W,0
YPR077C,0
YPR079W,109
YPR080W,41534
YPR081C,79
YPR082C,1144
YPR083W,67
YPR084W,269
YPR085C,286
YPR086W,1461
YPR088C,1583
YPR089W,422
YPR091C,10596
YPR092W,0
YPR093C,188
YPR094W,276
YPR095C,126
YPR097W,351
YPR098C,1624
YPR099C,18
YPR100W,1428
YPR101W,605
YPR102C,72104
YPR103W,1364
YPR104C,256
YPR105C,405
YPR106W,298
YPR107C,186
YPR108W,775
YPR109W,342
YPR110C,4134
YPR111W,104
YPR112C,768
YPR113W,7097
YPR114W,405
YPR115W,291
YPR116W,213
YPR117W,264
YPR118W,1853
YPR119W,700
YPR120C,97
YPR121W,0
YPR122W,718
YPR124W,1261
YPR125W,343
YPR126C,0
YPR127W,472
YPR128C,732
YPR129W,1220
YPR131C,1134
YPR132W,42065
YPR133C,452
YPR133W-A,10756
YPR134W,210
YPR135W,140
YPR137W,532
YPR138C,1177
YPR139C,825
YPR140W,108
YPR141C,57
YPR143W,1223
YPR144C,719
YPR145C-A,22
YPR145W,3932
YPR147C,1226
YPR148C,697
YPR149W,2379
YPR150W,55
YPR151C,73
YPR152C,48
YPR153W,83
YPR154W,1523
YPR155C,47
YPR156C,5176
YPR157W,652
YPR158W,241
YPR158W-A,252
YPR159W,1331
YPR160W,185
YPR161C,122
YPR162C,212
YPR163C,2355
YPR164W,452
YPR165W,3874
YPR166C,1809
YPR167C,86
YPR168W,142
YPR169W,442
YPR169W-A,5140
YPR171W,131
YPR172W,938
YPR173C,288
YPR174C,236
YPR175W,234
YPR176C,1131
YPR178W,264
YPR179C,110
YPR180W,481
YPR181C,2926
YPR182W,517
YPR183W,6620
YPR184W,62
YPR185W,174
YPR186C,392
YPR187W,3366
YPR188C,1109
YPR189W,265
YPR190C,1037
YPR191W,2988
YPR193C,34
YPR194C,247
YPR195C,104
YPR196W,22
YPR198W,881
YPR199C,346
YPR200C,22
YPR201W,0
SUM,13872970
,13.87297
,
Lin total TSS reads,14947792
,14.947792
