Geneid,WT_1
YLR410W-A,1362
YLR411W,212
YLR412W,1167
YLR412C-A,135
YLR413W,19327
YLR414C,2395
YLR415C,119
YLR416C,31
YLR417W,672
YLR418C,935
YLR419W,2732
YLR420W,2026
YLR421C,1647
YLR422W,3021
YLR423C,305
YLR424W,605
YLR425W,1352
YLR426W,752
YLR427W,1423
YLR428C,6
YLR429W,4661
YLR430W,5480
YLR431C,482
YLR432W,9570
YLR433C,1665
YLR434C,107
YLR435W,1972
YLR436C,3947
YLR437C,1987
YLR437C-A,5
YLR438W,1948
YLR438C-A,895
YLR439W,1798
YLR440C,1175
YLR441C,12593
YLR442C,1022
YLR443W,1781
YLR444C,5
YLR445W,5
YLR446W,334
YLR447C,5213
YLR448W,8840
YLR449W,4614
YLR450W,6030
YLR451W,1364
YLR452C,3524
YLR453C,296
YLR455W,939
YLR456W,177
YLR457C,290
YLR458W,0
YLR459W,2481
YLR460C,188
YLR461W,37
YLR462W,182
YLR463C,39
YLR464W,503
YLR465C,61
YLR466W,1096
YLR466C-A,8
YLR466C-B,7
YLR467W,91
YLR467C-A,0
YNL271C,5974
YNL201C,2674
YNL124W,2595
YNR016C,33718
YNL339C,1224
YNL339W-B,2
YNL339W-A,0
YNL338W,21
YNL337W,1
YNL336W,992
YNL335W,8
YNL334C,121
YNL333W,136
YNL332W,84
YNL331C,442
YNL330C,1795
YNL329C,2114
YNL328C,256
YNL327W,22745
YNL326C,699
YNL325C,663
YNL324W,13
YNL323W,1769
YNL322C,6200
YNL321W,5724
YNL320W,952
YNL319W,71
YNL318C,6
YNL317W,982
YNL316C,975
YNL315C,1566
YNL314W,423
YNL313C,4551
YNL312W,1292
YNL311C,1315
YNL310C,855
YNL309W,1009
YNL308C,2422
YNL307C,6765
YNL306W,1895
YNL305C,1425
YNL304W,536
YNL303W,116
YNL302C,7360
YNL301C,3551
YNL300W,4441
YNL299W,1209
YNL298W,2491
YNL297C,3916
YNL296W,2
YNL295W,1022
YNL294C,1918
YNL293W,696
YNL292W,1435
YNL291C,2134
YNL290W,1738
YNL289W,1541
YNL288W,4387
YNL287W,8026
YNL286W,876
YNL285W,9
YNL284C-B,16353
YNL284C-A,3083
YNL284C,1650
YNL283C,6534
YNL282W,347
YNL281W,3292
YNL280C,3731
YNL279W,124
YNL278W,2054
YNL277W-A,73
YNL277W,1041
YNL276C,71
YNL275W,1313
YNL274C,660
YNL273W,1457
YNL272C,1604
YNL270C,152
YNL269W,14
YNL268W,4983
YNL267W,3387
YNL266W,6
YNL265C,592
YNL264C,968
YNL263C,3823
YNL262W,3098
YNL261W,1239
YNL260C,626
YNL259C,277
YNL258C,1596
YNL257C,1876
YNL256W,3392
YNL255C,5130
YNL254C,594
YNL253W,560
YNL252C,1054
YNL251C,3928
YNL250W,999
YNL249C,588
YNL248C,4149
YNL247W,5131
YNL246W,1116
YNL245C,488
YNL244C,4194
YNL243W,5068
YNL242W,1344
YNL241C,8307
YNL240C,1835
YNL239W,2583
YNL238W,4650
YNL237W,315
YNL236W,2608
YNL235C,6
YNL234W,792
YNL233W,2161
YNL232W,2197
YNL231C,2197
YNL230C,633
YNL229C,1879
YNL228W,24
YNL227C,1238
YNL226W,3
YNL225C,741
YNL224C,1173
YNL223W,332
YNL222W,576
YNL221C,2638
YNL220W,1876
YNL219C,5216
YNL218W,728
YNL217W,3345
YNL216W,2899
YNL215W,222
YNL214W,406
YNL213C,892
YNL212W,2249
YNL211C,231
YNL210W,8
YNL209W,26591
YNL208W,2797
YNL207W,2302
YNL206C,1171
YNL205C,72
YNL204C,172
YNL203C,115
YNL202W,61
YNL200C,984
YNL199C,1846
YNL198C,191
YNL197C,7147
YNL196C,49
YNL195C,148
YNL194C,30
YNL193W,808
YNL192W,6341
YNL191W,1228
YNL190W,16323
YNL189W,5811
YNL188W,988
YNL187W,565
YNL186W,3623
YNL185C,1710
YNL184C,479
YNL183C,2758
YNL182C,3089
YNL181W,1409
YNL180C,2109
YNL179C,417
YNL178W,14330
YNL177C,1918
YNL176C,3604
YNL175C,2593
YNL174W,2
YNL173C,1330
YNL172W,2659
YNL171C,10
YNL170W,147
YNL169C,2607
YNL168C,1971
YNL167C,2520
YNL166C,1509
YNL165W,736
YNL164C,704
YNL163C,2708
YNL162W-A,201
YNL162W,4062
YNL161W,2614
YNL160W,5214
YNL159C,947
YNL158W,647
YNL157W,1373
YNL156C,1794
YNL155W,1601
YNL154C,4654
YNL153C,1541
YNL152W,1156
YNL151C,1011
YNL150W,12
YNL149C,1936
YNL148C,418
YNL147W,708
YNL146C-A,87
YNL146W,103
YNL145W,4821
YNL144C,470
YNL144W-A,2
YNL143C,1989
YNL142W,3668
YNL141W,3087
YNL140C,791
YNL139C,3622
YNL138W-A,269
YNL138W,3303
YNL137C,3664
YNL136W,246
YNL135C,5009
YNL134C,3726
YNL133C,272
YNL132W,5045
YNL131W,3077
YNL130C,3880
YNL130C-A,5
YNL129W,556
YNL128W,117
YNL127W,1411
YNL126W,1499
YNL125C,2080
YNL123W,4405
YNL122C,668
YNL121C,5348
YNL120C,5
YNL119W,1464
YNL118C,3026
YNL117W,34
YNL116W,1085
YNL115C,1297
YNL114C,40
YNL113W,1696
YNL112W,6396
YNL111C,2212
YNL110C,2319
YNL109W,31
YNL108C,1377
YNL107W,531
YNL106C,1544
YNL105W,2
YNL104C,15951
YNL103W-A,2
YNL103W,2362
YNL102W,2491
YNL101W,3824
YNL100W,1198
YNL099C,1163
YNL098C,2950
YNL097C-B,109
YNL097C,651
YNL097W-A,163
YNL096C,5276
YNL095C,1314
YNL094W,2185
YNL093W,32
YNL092W,126
YNL091W,3786
YNL090W,1057
YNL089C,5
YNL088W,3865
YNL087W,8655
YNL086W,320
YNL085W,7443
YNL084C,1978
YNL083W,752
YNL082W,843
YNL081C,1251
YNL080C,2529
YNL079C,5312
YNL078W,1958
YNL077W,441
YNL076W,1523
YNL075W,1670
YNL074C,3589
YNL073W,1506
YNL072W,927
YNL071W,5744
YNL070W,1968
YNL069C,14921
YNL068C,2401
YNL067W-A,1
YNL067W-B,17
YNL067W,4178
YNL066W,14346
YNL065W,4261
YNL064C,6574
YNL063W,508
YNL062C,2039
YNL061W,4961
YNL059C,2236
YNL058C,1860
YNL057W,46
YNL056W,968
YNL055C,13918
YNL054W-A,3692
YNL054W,2181
YNL053W,1536
YNL052W,5401
YNL051W,834
YNL050C,915
YNL049C,3264
YNL048W,1641
YNL047C,1425
YNL046W,1196
YNL045W,4291
YNL044W,3277
YNL043C,41
YNL042W-B,91
YNL042W,843
YNL041C,1848
YNL040W,1994
YNL039W,1295
YNL038W,989
YNL037C,4561
YNL036W,1055
YNL035C,1273
YNL034W,84
YNL033W,90
YNL032W,1182
YNL031C,6406
YNL030W,5103
YNL029C,871
YNL028W,8
YNL027W,1618
YNL026W,1800
YNL025C,637
YNL024C-A,810
YNL024C,399
YNL023C,1783
YNL022C,1685
YNL021W,1808
YNL020C,956
YNL019C,58
YNL018C,118
YNL017C,0
YNL016W,8997
YNL015W,1414
YNL014W,358
YNL013C,6
YNL012W,207
YNL011C,470
YNL010W,2245
YNL009W,156
YNL008C,1278
YNL007C,4869
YNL006W,1463
YNL005C,1914
YNL004W,2875
YNL003C,1251
YNL002C,3520
YNL001W,1111
YNR001C,4047
YNR001W-A,1
YNR002C,107
YNR003C,1303
YNR003W-A,1
YNR004W,177
YNR005C,1
YNR006W,1252
YNR007C,508
YNR008W,1907
YNR009W,1345
YNR010W,266
YNR011C,1316
YNR012W,2062
YNR013C,6593
YNR014W,628
YNR015W,1514
YNR017W,3621
YNR018W,1977
YNR019W,4741
YNR020C,441
YNR021W,3955
YNR022C,1204
YNR023W,990
YNR024W,558
YNR025C,47
YNR026C,1427
YNR027W,987
YNR028W,2066
YNR029C,1058
YNR030W,4882
YNR031C,2700
YNR032W,1280
YNR032C-A,554
YNR033W,2738
YNR034W,401
YNR034W-A,229
YNR035C,2233
YNR036C,2243
YNR037C,646
YNR038W,2783
YNR039C,2142
YNR040W,670
YNR041C,1759
YNR042W,10
YNR043W,6200
YNR044W,2294
YNR045W,877
YNR046W,2802
YNR047W,3004
YNR048W,974
YNR049C,591
YNR050C,3179
YNR051C,3409
YNR052C,3252
YNR053C,5980
YNR054C,1301
YNR055C,3817
YNR056C,70
YNR057C,195
YNR058W,264
YNR059W,639
YNR060W,1082
YNR061C,1049
YNR062C,98
YNR063W,438
YNR064C,27
YNR065C,2105
YNR066C,914
YNR067C,13799
YNR068C,94
YNR069C,192
YNR070W,0
YNR071C,3
YNR072W,0
YNR073C,44
YNR074C,1
YNR075W,1187
YNR075C-A,0
YNR076W,0
YNR077C,0
YPL222W,554
YPL153C,1367
YPL085W,6503
YPL016W,2315
YPR045C,1369
YPR123C,16
YPR124W,8000
YPR190C,2503
YPL283C,25
YPL283W-B,2
YPL283W-A,0
YPL282C,4
YPL281C,101
YPL280W,11
YPL279C,1921
YPL278C,56
YPL277C,279
YPL274W,2169
YPL273W,3626
YPL272C,251
YPL271W,2835
YPL270W,1842
YPL269W,553
YPL268W,1955
YPL267W,375
YPL266W,2003
YPL265W,5232
YPL264C,298
YPL263C,2758
YPL262W,5519
YPL261C,5
YPL260W,2646
YPL259C,1406
YPL258C,326
YPL257W-B,3472
YPL257W-A,1177
YPL257W,281
YPL256C,5702
YPL255W,708
YPL254W,1480
YPL253C,564
YPL252C,1908
YPL251W,4
YPL250C,892
YPL249C-A,7260
YPL250W-A,14
YPL249C,1202
YPL248C,388
YPL247C,1410
YPL246C,3234
YPL245W,941
YPL244C,2529
YPL243W,3084
YPL242C,3217
YPL241C,503
YPL240C,5672
YPL239W,2161
YPL238C,9
YPL237W,4393
YPL236C,627
YPL235W,2881
YPL234C,2664
YPL233W,494
YPL232W,2875
YPL231W,29668
YPL230W,372
YPL229W,1085
YPL228W,1123
YPL227C,1596
YPL226W,11128
YPL225W,3023
YPL224C,1172
YPL223C,90
YPL222C-A,135
YPL221W,5075
YPL220W,12102
YPL219W,574
YPL218W,4364
YPL217C,4734
YPL216W,595
YPL215W,1370
YPL214C,689
YPL213W,686
YPL212C,2479
YPL211W,1563
YPL210C,3612
YPL209C,223
YPL208W,1170
YPL207W,5105
YPL206C,1191
YPL205C,25
YPL204W,3346
YPL203W,1230
YPL202C,1186
YPL201C,56
YPL200W,0
YPL199C,1195
YPL198W,5556
YPL197C,0
YPL196W,591
YPL195W,2467
YPL194W,631
YPL193W,1067
YPL192C,20
YPL191C,309
YPL190C,4901
YPL189C-A,692
YPL189W,277
YPL188W,1679
YPL187W,155
YPL186C,114
YPL185W,21
YPL184C,3126
YPL183W-A,1353
YPL183C,4324
YPL182C,0
YPL181W,1591
YPL180W,1216
YPL179W,7572
YPL178W,1380
YPL177C,2281
YPL176C,2514
YPL175W,956
YPL174C,839
YPL173W,961
YPL172C,1578
YPL171C,194
YPL170W,1176
YPL169C,2942
YPL168W,452
YPL167C,819
YPL166W,200
YPL165C,194
YPL164C,458
YPL163C,5091
YPL162C,865
YPL161C,942
YPL160W,13546
YPL159C,1247
YPL158C,1960
YPL157W,860
YPL156C,385
YPL155C,914
YPL154C,8963
YPL152W-A,10
YPL152W,690
YPL151C,748
YPL150W,1619
YPL149W,692
YPL148C,276
YPL147W,509
YPL146C,2229
YPL145C,9769
YPL144W,445
YPL143W,7542
YPL142C,7
YPL141C,2711
YPL140C,1008
YPL139C,922
YPL138C,690
YPL137C,4594
YPL136W,6
YPL135W,3533
YPL135C-A,1
YPL134C,450
YPL133C,630
YPL132W,811
YPL131W,25107
YPL130W,15
YPL129W,2573
YPL128C,4123
YPL127C,1658
YPL126W,7005
YPL125W,2856
YPL124W,302
YPL123C,431
YPL122C,1050
YPL121C,4
YPL120W,593
YPL119C-A,56
YPL119C,237
YPL118W,2460
YPL117C,4780
YPL116W,1723
YPL115C,2999
YPL114W,254
YPL113C,99
YPL112C,1495
YPL111W,1935
YPL110C,1900
YPL109C,461
YPL108W,350
YPL107W,635
YPL106C,20683
YPL105C,3182
YPL104W,976
YPL103C,898
YPL102C,3
YPL101W,1750
YPL100W,680
YPL099C,549
YPL098C,1765
YPL097W,1030
YPL096C-A,494
YPL096W,581
YPL095C,586
YPL094C,3871
YPL093W,8386
YPL092W,941
YPL091W,2820
YPL090C,13795
YPL089C,2785
YPL088W,760
YPL087W,1929
YPL086C,2013
YPL084W,2615
YPL083C,1032
YPL082C,6123
YPL081W,4804
YPL080C,5
YPL079W,6070
YPL078C,2708
YPL077C,300
YPL076W,882
YPL075W,2861
YPL074W,1687
YPL073C,1
YPL072W,528
YPL071C,478
YPL070W,1130
YPL069C,881
YPL068C,736
YPL067C,1044
YPL066W,1775
YPL065W,537
YPL064C,809
YPL063W,3650
YPL062W,12
YPL061W,15917
YPL060W,360
YPL059W,1489
YPL058C,7972
YPL057C,3770
YPL056C,273
YPL055C,738
YPL054W,163
YPL053C,2374
YPL052W,569
YPL051W,555
YPL050C,4772
YPL049C,2614
YPL048W,7160
YPL047W,748
YPL046C,487
YPL045W,1334
YPL044C,12
YPL043W,3684
YPL042C,987
YPL041C,542
YPL040C,1129
YPL039W,504
YPL038W-A,81
YPL038W,616
YPL037C,6263
YPL036W,558
YPL035C,1
YPL034W,279
YPL033C,12
YPL032C,7445
YPL031C,1673
YPL030W,1430
YPL029W,1140
YPL028W,9971
YPL027W,15
YPL026C,2386
YPL025C,116
YPL024W,643
YPL023C,2298
YPL022W,2189
YPL021W,2
YPL020C,1061
YPL019C,8679
YPL018W,790
YPL017C,170
YPL015C,3133
YPL014W,5734
YPL013C,1179
YPL012W,7594
YPL011C,1442
YPL010W,2955
YPL009C,1525
YPL008W,951
YPL007C,799
YPL006W,4016
YPL005W,508
YPL004C,4287
YPL003W,491
YPL002C,571
YPL001W,856
YPR001W,139
YPR002W,260
YPR002C-A,6
YPR003C,1517
YPR004C,2811
YPR005C,369
YPR006C,610
YPR007C,57
YPR008W,2454
YPR009W,763
YPR010C,15529
YPR010C-A,1268
YPR011C,652
YPR012W,6
YPR013C,974
YPR014C,0
YPR015C,171
YPR016C,5381
YPR016W-A,1
YPR017C,446
YPR018W,1033
YPR019W,3007
YPR020W,1353
YPR021C,1457
YPR022C,3512
YPR023C,1759
YPR024W,4573
YPR025C,1057
YPR026W,837
YPR027C,32
YPR028W,4246
YPR029C,3175
YPR030W,351
YPR031W,913
YPR032W,2019
YPR033C,5862
YPR034W,1697
YPR035W,10881
YPR036W,5044
YPR036W-A,3280
YPR037C,603
YPR038W,7
YPR039W,195
YPR040W,1008
YPR041W,4872
YPR042C,2219
YPR043W,6314
YPR044C,3
YPR046W,346
YPR047W,778
YPR048W,1781
YPR049C,1175
YPR050C,14
YPR051W,636
YPR052C,3563
YPR053C,2550
YPR054W,44
YPR055W,1542
YPR056W,1075
YPR057W,703
YPR058W,1544
YPR059C,44
YPR060C,1738
YPR061C,181
YPR062W,1756
YPR063C,2802
YPR064W,14
YPR065W,4579
YPR066W,288
YPR067W,942
YPR068C,358
YPR069C,4255
YPR070W,1168
YPR071W,573
YPR072W,2998
YPR073C,1490
YPR074C,28321
YPR074W-A,4
YPR075C,1767
YPR076W,37
YPR077C,32
YPR078C,39
YPR079W,838
YPR080W,30626
YPR081C,873
YPR082C,600
YPR083W,685
YPR084W,1093
YPR085C,570
YPR086W,2391
YPR087W,10
YPR088C,2760
YPR089W,2732
YPR091C,2599
YPR092W,3
YPR093C,408
YPR094W,329
YPR095C,1645
YPR096C,148
YPR097W,3267
YPR098C,1147
YPR099C,72
YPR100W,1121
YPR101W,588
YPR102C,9278
YPR103W,2875
YPR104C,2034
YPR105C,2105
YPR106W,1210
YPR107C,638
YPR108W,3505
YPR108W-A,10
YPR109W,794
YPR110C,4270
YPR111W,915
YPR112C,3764
YPR113W,4025
YPR114W,4468
YPR115W,2453
YPR116W,362
YPR117W,3782
YPR118W,2963
YPR119W,2646
YPR120C,639
YPR121W,631
YPR122W,3456
YPR125W,2193
YPR126C,2
YPR127W,776
YPR128C,1376
YPR129W,2231
YPR130C,40
YPR131C,983
YPR132W,7541
YPR133C,2118
YPR133W-A,1704
YPR134W,419
YPR135W,1489
YPR136C,1
YPR137W,3904
YPR137C-B,7208
YPR137C-A,4492
YPR138C,4101
YPR139C,1752
YPR140W,1171
YPR141C,921
YPR142C,3
YPR143W,1482
YPR144C,2612
YPR145W,15226
YPR145C-A,59
YPR146C,207
YPR147C,1706
YPR148C,2493
YPR149W,6391
YPR150W,97
YPR151C,120
YPR152C,401
YPR153W,230
YPR154W,2571
YPR155C,816
YPR156C,4202
YPR157W,1581
YPR158W,735
YPR158W-B,7021
YPR158W-A,2578
YPR158C-D,19291
YPR158C-C,2770
YPR159W,10123
YPR159C-A,1
YPR160W,1963
YPR160W-A,77
YPR160C-A,43
YPR161C,1856
YPR162C,976
YPR163C,7232
YPR164W,2867
YPR165W,4886
YPR166C,741
YPR167C,834
YPR168W,192
YPR169W,2396
YPR170C,13
YPR170W-B,2156
YPR169W-A,1598
YPR170W-A,1693
YPR171W,1052
YPR172W,1224
YPR173C,1725
YPR174C,384
YPR175W,1227
YPR176C,1854
YPR177C,4
YPR178W,775
YPR179C,853
YPR180W,685
YPR181C,16126
YPR182W,1043
YPR183W,6836
YPR184W,1955
YPR185W,881
YPR186C,841
YPR187W,3432
YPR188C,993
YPR189W,2655
YPR191W,4751
YPR192W,90
YPR193C,61
YPR194C,1862
YPR195C,235
YPR196W,412
YPR197C,28
YPR198W,1900
YPR199C,893
YPR200C,195
YPR201W,173
YPR202W,144
YPR203W,117
YPR204W,454
YPR204C-A,0
YHR013C,1910
YHR147C,1448
YHL050C,549
YHL050W-A,4
YHL049C,33
YHL048C-A,3
YHL048W,1938
YHL047C,908
YHL046W-A,1
YHL046C,32
YHL045W,4
YHL044W,243
YHL043W,17
YHL042W,84
YHL041W,6
YHL040C,1589
YHL039W,2328
YHL038C,974
YHL037C,16
YHL036W,492
YHL035C,2202
YHL034W-A,0
YHL034C,4486
YHL033C,5439
YHL032C,1111
YHL031C,1113
YHL030W-A,2
YHL030W,4452
YHL029C,4102
YHL028W,2250
YHL027W,3071
YHL026C,596
YHL025W,969
YHL024W,349
YHL023C,1553
YHL022C,95
YHL021C,1885
YHL020C,1240
YHL019W-A,15
YHL019C,815
YHL018W,207
YHL017W,2408
YHL016C,291
YHL015W-A,0
YHL015W,9284
YHL014C,439
YHL013C,909
YHL012W,23
YHL011C,4352
YHL010C,653
YHL009C,598
YHL009W-B,559
YHL009W-A,12
YHL008C,522
YHL007C,4497
YHL006W-A,3
YHL006C,125
YHL005C,16
YHL004W,2955
YHL003C,3262
YHL002C-A,14
YHL002W,1655
YHL001W,6030
YHR001W,1520
YHR001W-A,1208
YHR002W,396
YHR003C,1446
YHR004C,805
YHR005C,2360
YHR005C-A,2465
YHR006W,1708
YHR007C,16502
YHR007C-A,144
YHR008C,3141
YHR009C,4089
YHR010W,8154
YHR011W,638
YHR012W,1601
YHR014W,33
YHR015W,231
YHR016C,992
YHR017W,1044
YHR018C,2929
YHR019C,13148
YHR020W,10404
YHR021C,6132
YHR021W-A,6
YHR022C,127
YHR022C-A,14
YHR023W,4869
YHR024C,2131
YHR025W,12399
YHR026W,5055
YHR027C,9242
YHR028C,4427
YHR028W-A,5
YHR029C,1123
YHR030C,3878
YHR031C,988
YHR032W,3022
YHR032W-A,397
YHR032C-A,1
YHR033W,896
YHR034C,441
YHR035W,386
YHR036W,867
YHR037W,2941
YHR038W,305
YHR039C,8101
YHR039C-A,2692
YHR040W,470
YHR041C,1495
YHR042W,11848
YHR043C,1087
YHR044C,282
YHR045W,2070
YHR046C,935
YHR047C,6572
YHR048W,827
YHR049W,3619
YHR049C-A,4
YHR050W,4191
YHR050W-A,848
YHR051W,2116
YHR052W,3502
YHR052W-A,7
YHR053C,5441
YHR054C,1365
YHR054W-A,93
YHR055C,779
YHR056C,1858
YHR056W-A,38
YHR057C,882
YHR058C,784
YHR059W,642
YHR060W,660
YHR061C,1125
YHR062C,1127
YHR063C,2204
YHR063W-A,1
YHR064C,9496
YHR065C,2168
YHR066W,2315
YHR067W,557
YHR068W,4519
YHR069C,1703
YHR069C-A,27
YHR070W,2414
YHR070C-A,7
YHR071W,1731
YHR071C-A,94
YHR072W,5027
YHR072W-A,2286
YHR073W,5021
YHR073W-A,612
YHR073C-B,1
YHR074W,4784
YHR075C,435
YHR076W,1345
YHR077C,2733
YHR078W,2411
YHR079C,2248
YHR079C-A,0
YHR080C,2932
YHR081W,715
YHR082C,4232
YHR083W,1718
YHR084W,2581
YHR085W,972
YHR086W,2425
YHR086W-A,10
YHR087W,302
YHR088W,1784
YHR089C,4052
YHR090C,413
YHR091C,1657
YHR092C,4795
YHR093W,319
YHR094C,6028
YHR095W,663
YHR096C,63
YHR097C,776
YHR098C,7433
YHR099W,13573
YHR100C,826
YHR101C,630
YHR102W,2591
YHR103W,3793
YHR104W,1737
YHR105W,238
YHR106W,884
YHR107C,2264
YHR108W,5671
YHR109W,624
YHR110W,1157
YHR111W,1010
YHR112C,1164
YHR113W,2193
YHR114W,1585
YHR115C,3222
YHR116W,459
YHR117W,2811
YHR118C,549
YHR119W,2791
YHR120W,1334
YHR121W,1466
YHR122W,690
YHR123W,2630
YHR124W,116
YHR125W,1
YHR126C,1
YHR127W,811
YHR128W,6453
YHR129C,452
YHR130C,44
YHR131C,1697
YHR131W-A,6
YHR132C,3265
YHR132W-A,725
YHR133C,2521
YHR134W,575
YHR135C,3754
YHR136C,682
YHR137W,3077
YHR137C-A,1
YHR138C,708
YHR139C,47
YHR139C-A,1
YHR140W,82
YHR141C,5853
YHR142W,2207
YHR143W,11294
YHR143W-A,1271
YHR144C,1144
YHR145C,48
YHR146W,1970
YHR148W,1271
YHR149C,2769
YHR150W,592
YHR151C,2541
YHR152W,1153
YHR153C,105
YHR154W,2147
YHR155W,2267
YHR156C,321
YHR157W,88
YHR158C,4293
YHR159W,465
YHR160C,15
YHR161C,1736
YHR162W,3520
YHR163W,3458
YHR164C,1108
YHR165C,7137
YHR165W-A,6
YHR166C,500
YHR167W,463
YHR168W,590
YHR169W,2171
YHR170W,5870
YHR171W,468
YHR172W,1370
YHR173C,26
YHR174W,57498
YHR175W,1904
YHR175W-A,420
YHR176W,209
YHR177W,714
YHR178W,788
YHR179W,6744
YHR180W,147
YHR180W-A,0
YHR180C-B,2
YHR181W,1356
YHR182W,1148
YHR182C-A,3
YHR183W,13651
YHR184W,127
YHR185C,10
YHR186C,3399
YHR187W,1129
YHR188C,5940
YHR189W,253
YHR190W,5398
YHR191C,577
YHR192W,714
YHR193C,6965
YHR193C-A,22
YHR194W,991
YHR195W,1104
YHR196W,3191
YHR197W,2901
YHR198C,636
YHR199C,1735
YHR199C-A,246
YHR200W,2256
YHR201C,1934
YHR202W,645
YHR203C,12463
YHR204W,3298
YHR205W,6207
YHR206W,3791
YHR207C,815
YHR208W,11270
YHR209W,541
YHR210C,176
YHR211W,1368
YHR212C,19
YHR212W-A,15
YHR213W,70
YHR213W-A,8
YHR213W-B,10
YHR214W,133
YHR214W-A,179
YHR214C-B,26315
YHR214C-C,6383
YHR214C-D,3
YHR214C-E,11
YHR215W,6348
YHR216W,4266
YHR217C,46
YHR218W,27
YHR218W-A,4
YHR219W,78
YHR219C-A,0
YML071C,895
YML004C,2734
YMR061W,2396
YMR128W,3412
YMR196W,1264
YMR259C,3476
YML133C,128
YML133W-B,3
YML133W-A,0
YML132W,153
YML131W,1341
YML130C,4706
YML129C,644
YML128C,668
YML127W,2555
YML126C,10649
YML125C,2634
YML124C,3867
YML123C,21403
YML122C,30
YML121W,967
YML120C,2523
YML119W,835
YML118W,264
YML117W,4749
YML116W-A,471
YML116W,2135
YML115C,3470
YML114C,1468
YML113W,1740
YML112W,1001
YML111W,2085
YML110C,2634
YML109W,1112
YML108W,927
YML107C,401
YML106W,6440
YML105C,1307
YML104C,2003
YML103C,6526
YML102W,1180
YML101C-A,204
YML101C,1159
YML100W-A,95
YML100W,4161
YML099W-A,2
YML099C,1593
YML098W,503
YML097C,1398
YML096W,1123
YML095C,329
YML094C-A,4
YML094W,1197
YML093W,4022
YML092C,2613
YML091C,2562
YML090W,2
YML089C,19
YML088W,1767
YML087C,320
YML086C,4067
YML085C,6321
YML084W,15
YML083C,41
YML082W,1992
YML081C-A,1674
YML081W,4527
YML080W,1672
YML079W,1362
YML078W,2188
YML077W,963
YML076C,1584
YML075C,12587
YML074C,3603
YML073C,8644
YML072C,17920
YML070W,3231
YML069W,2294
YML068W,594
YML067C,1988
YML066C,13
YML065W,1455
YML064C,804
YML063W,14310
YML062C,605
YML061C,1343
YML060W,701
YML059C,7332
YML058W-A,117
YML058W,5020
YML057C-A,11
YML057W,2400
YML056C,11238
YML055W,1255
YML054C,231
YML054C-A,2
YML053C,509
YML052W,8076
YML051W,3925
YML050W,279
YML049C,3283
YML048W,7096
YML047W-A,1
YML047C,4
YML046W,1339
YML045W,2179
YML045W-A,563
YML043C,1211
YML042W,236
YML041C,455
YML039W,5325
YML040W,1212
YML038C,2558
YML037C,355
YML036W,737
YML035C,3930
YML034C-A,12
YML034W,1981
YML032C,2212
YML031C-A,0
YML031W,3818
YML030W,978
YML029W,2206
YML028W,11002
YML027W,1773
YML026C,7989
YML025C,1498
YML024W,6631
YML023C,1367
YML022W,3866
YML021C,1005
YML020W,992
YML019W,2128
YML018C,3177
YML017W,2524
YML016C,4069
YML015C,1055
YML014W,705
YML013W,1701
YML012C-A,19
YML012W,4127
YML011C,388
YML010W,4166
YML009W-B,1162
YML009C-A,2
YML009C,872
YML008C,6346
YML007C-A,11
YML007W,3076
YML006C,2058
YML005W,666
YML003W,310
YML002W,592
YML001W,1738
YMR001C,2716
YMR001C-A,23
YMR002W,3350
YMR003W,531
YMR004W,1334
YMR005W,2152
YMR006C,3946
YMR007W,18
YMR008C,5874
YMR009W,1570
YMR010W,2487
YMR011W,7331
YMR012W,15154
YMR013C,1471
YMR013C-A,289
YMR013W-A,522
YMR014W,1725
YMR015C,7322
YMR016C,3250
YMR017W,26
YMR018W,48
YMR019W,1245
YMR020W,826
YMR021C,855
YMR022W,1551
YMR023C,429
YMR024W,2566
YMR025W,170
YMR026C,889
YMR027W,2375
YMR028W,608
YMR029C,1292
YMR030W,207
YMR031C,2509
YMR031W-A,1
YMR032W,1032
YMR030W-A,14
YMR033W,2194
YMR034C,354
YMR035W,336
YMR036C,867
YMR037C,3129
YMR038C,2822
YMR039C,1518
YMR040W,125
YMR041C,631
YMR042W,1209
YMR043W,3758
YMR044W,988
YMR045C,21730
YMR046C,15535
YMR046W-A,6
YMR047C,4419
YMR048W,521
YMR049C,5690
YMR050C,7630
YMR051C,1611
YMR052W,134
YMR052C-A,58
YMR053C,357
YMR054W,5316
YMR055C,834
YMR056C,362
YMR057C,7
YMR058W,15777
YMR059W,366
YMR060C,492
YMR062C,1786
YMR063W,265
YMR064W,1420
YMR065W,312
YMR066W,820
YMR067C,1458
YMR068W,254
YMR069W,291
YMR070W,1774
YMR071C,989
YMR072W,2436
YMR073C,647
YMR074C,1246
YMR075W,1098
YMR075C-A,10
YMR076C,1961
YMR077C,481
YMR078C,1123
YMR079W,5095
YMR080C,6316
YMR081C,581
YMR082C,3
YMR083W,7448
YMR084W,69
YMR085W,116
YMR086W,2563
YMR086C-A,68
YMR087W,477
YMR088C,1624
YMR089C,3547
YMR090W,376
YMR091C,1639
YMR092C,3241
YMR093W,3329
YMR094W,448
YMR095C,39
YMR096W,453
YMR097C,707
YMR098C,1602
YMR099C,2719
YMR100W,1945
YMR101C,44
YMR102C,2553
YMR103C,190
YMR104C,1144
YMR105C,909
YMR105W-A,15
YMR106C,568
YMR107W,28
YMR108W,13219
YMR109W,5249
YMR110C,1666
YMR111C,511
