set	n_members	p_value	p.adjust	s.PC1	s.PC2
OPI1_activated	12	7.192566284442575e-6	2.051996851738029e-5	0.8065566652192824	-0.403965841655812
SUT1_repressed	24	7.778260682463992e-6	2.1869312643449487e-5	-0.4652082426353213	-0.11970323610506574
HSF1_37_activated	57	7.935687638507512e-6	2.1993191455292247e-5	0.34481896475457235	-0.00872000215403606
FHL1_repressed	78	9.309145608361631e-6	2.543625701439657e-5	-0.23998079746978226	0.2859482661244772
ARO80_repressed	52	1.1509170731457366e-5	3.1010821137537905e-5	0.3054179723036513	0.09051854846861386
CUP2_repressed	61	4.888859646106284e-5	1.299231193622766e-4	-0.3055972256697494	0.23960615446601613
STB1_activated	26	5.394642736243499e-5	1.4142712038259984e-4	0.5027472527472542	-0.18577459126239565
ZAP1_activated	84	8.76426486606248e-5	2.2670231786881613e-4	0.24987396811393678	-0.20441846787237095
PIP2_activated	15	1.1262253641466173e-4	2.874838429532155e-4	0.6076761532333962	-0.0704033601274524
HAA1_activated	18	1.560410302060228e-4	3.9314233584374574e-4	0.5251207729468648	-0.41461352657004874
VHR1_repressed	32	2.0455449232003993e-4	5.087637373088173e-4	-0.004183929350197886	0.38827409507195726
GAL4_activated	30	2.07576721735458e-4	5.097453672997323e-4	0.4052455681487912	-0.016666666666666576
MGA1_activated	31	2.4737770936649584e-4	5.998909452137524e-4	0.41195665168744333	-0.25601805945273126
DIG2_repressed	17	2.90987320514194e-4	6.969325948117732e-4	-0.5566181264942445	0.31582648273393205
KAR4_activated	10	3.1754404438013055e-4	7.512627391432356e-4	0.7320312499999999	-0.25525173611110963
YNR063W_repressed	39	3.379979635663594e-4	7.900193365285991e-4	-0.3103521651239518	0.31050895671992046
SOK2_repressed	71	3.6452374841102055e-4	8.319718493145646e-4	-0.2724749641459927	0.0776583848815343
YAP1_repressed	47	3.615732724449361e-4	8.319718493145646e-4	-0.21694121589856963	0.3229471645945525
SFL1_activated	19	4.470236407259297e-4	0.001008402166288725	0.49618338082649194	-0.3442968150971024
GAL4_repressed	31	4.56934400967084e-4	0.001018911192961084	-0.3982010872240583	0.24023713580455383
POG1_repressed	6	5.261894772939778e-4	0.0011600086203980874	-0.6814830875975738	-0.2881613183000867
SUM1_repressed	34	7.147250928587962e-4	0.001557940090051758	-0.3497715840262805	0.008443691612771753
STE12_repressed	21	9.664272188765212e-4	0.00208318756068939	-0.4684939453266657	0.14965246485803255
CST6_repressed	38	0.0014276186472063873	0.0030434946984399906	-0.16141116984601286	0.3391519190990578
USV1_repressed	19	0.0018917409533906022	0.003989105923454096	-0.43275998214714656	0.34090935100307707
SKO1_repressed	80	0.001956179560384661	0.004080632631340046	0.02359519612164224	0.20011568973115754
COM2_activated	39	0.002243722163360753	0.0046306606350211285	-0.30935541854956317	0.21260380443608284
SFP1_repressed	19	0.0026672135640199305	0.005446730857051227	-0.37018344949130394	-0.09710348931689959
KAR4_repressed	12	0.0029510080222162308	0.005963495378228633	-0.41055145462440346	0.5259806050079607
CRZ1_activated	8	0.003160329687460486	0.006256162850687084	-0.6838394793926208	0.17060737527114833
DIG2_activated	85	0.0031385192020067084	0.006256162850687084	0.21138318994043934	-0.11822582110276159
DIG1_repressed	42	0.003712500990966699	0.007275001941894339	0.13943348318348675	0.18689643689643762
POG1_activated	15	0.004204161545528799	0.00815607339832587	0.4687232964008972	-0.04523137084510087
AFT2_repressed	18	0.004315635427869209	0.008289438346600262	-0.4497584541062807	0.18847826086956393
SOK2_activated	30	0.004497175542184501	0.008553451521409737	-0.21044754431850826	0.3377506538796853
PDR1_activated	16	0.005156768767895069	0.009712748941472265	0.011082138200783038	-0.43426770969143885
SWI5_repressed	36	0.005630295262537359	0.010502666162810073	-0.30564042873077985	0.1742688782191184
RIM101_repressed	6	0.00647274692412794	0.011959170507436384	-0.5497976293726484	0.6857473258167094
STB1_repressed	10	0.008203536985234452	0.015014020520146073	-0.561328125	0.15555555555555445
YAP1_activated	72	0.00862299787778823	0.015634220451316978	0.15294886835801666	-0.19496382656303593
DIG1_activated	8	0.008954953420339784	0.016085749662462203	0.619631236442518	-0.15845986984815788
GCN4_activated	11	0.011097396272656318	0.019751329145828677	0.029500562385303155	0.46654300767606666
MSN2_30_activated	10	0.012009847338520094	0.02118100348793544	-0.514366319444445	0.3666666666666664
HAP2_repressed	28	0.013556999690108361	0.0236942156746038	-0.32002801120447993	0.15015561780267614
ROX1_activated	8	0.015152216422825729	0.02624580344668028	0.38595444685465957	-0.5650216919739683
HAP3_activated	15	0.01534806952512665	0.026304145087758826	-0.41333912665652667	0.051951625751320854
YKL222C_repressed	54	0.015457074948476836	0.026304145087758826	-0.22219787710584957	0.1365761028337712
SWI6_repressed	90	0.01582142367596635	0.02669005385336932	0.01049764428739458	0.15768060463290343
NDD1_activated	121	0.020121120558498937	0.03365083955473098	0.07757421384687917	-0.14724784383344558
