set	n_members	p_value	p.adjust	s.PC1	s.PC2
carboxy-lyase activity (GO:0016831)	14	0.8249281724838653	0.8860174176262896	0.07571056224400913	0.023644036241777102
double-stranded telomeric DNA binding (GO:0003691)	5	0.8248970786409571	0.8860174176262896	-0.06100151745068375	-0.11146759158898575
CHRAC (GO:0008623)	5	0.8236606938402669	0.8860174176262896	0.14450466074138413	-0.12282679384348542
U2-type spliceosomal complex (GO:0005684)	12	0.8254086899277956	0.8860174176262896	-0.02883919525256672	-0.07946157186278867
replication fork arrest (GO:0043111)	5	0.8271718510907977	0.887357862644046	0.15655755473661162	-0.08909603295035903
histone H3K4me3 reader activity (GO:0140002)	10	0.8283688455911762	0.8880896573305027	-0.10677083333333583	0.011154513888890341
acetyltransferase activity (GO:0016407)	5	0.8293696824588658	0.8886103740630704	-0.14884023412095845	0.01079557771515211
endoplasmic reticulum inheritance (GO:0048309)	12	0.8307502442726586	0.8889410053732614	-0.09465914025184637	0.07186278766825963
maintenance of DNA trinucleotide repeats (GO:0035753)	11	0.8320368960586596	0.8889410053732614	-0.02630384592615573	0.10436687254573042
protein geranylgeranylation (GO:0018344)	5	0.833020140311358	0.8889410053732614	0.11996531541296351	0.04365922393236605
DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906)	5	0.8328632911045335	0.8889410053732614	0.06906568393669785	-0.15612399739865546
G protein activity (GO:0003925)	7	0.8332855685151093	0.8889410053732614	0.13102209003314974	-0.038262539889084735
palmitoyltransferase activity (GO:0016409)	10	0.8313115670911772	0.8889410053732614	-0.10963541666666413	0.02721354166666626
ribonucleoside triphosphate phosphatase activity (GO:0017111)	5	0.8307616489282719	0.8889410053732614	-0.021287665293734402	-0.13435941903316798
phosphatidylcholine lysophospholipase activity (GO:0004622)	5	0.8370922998739466	0.8924500724861297	-0.02102753089095853	0.1483199653154139
response to acidic pH (GO:0010447)	5	0.8387783374972455	0.8936952638559288	-0.13071753739432462	0.12560156080641513
spindle attachment to meiosis I kinetochore (GO:0051455)	5	0.8399164611178039	0.8943554910050691	-0.10106221547799489	0.1452850639497088
four-way junction DNA binding (GO:0000400)	10	0.8428785348881915	0.8960824771465704	-0.015321180555554868	0.10308159722222152
protein-cysteine S-palmitoyltransferase activity (GO:0019706)	7	0.8421337436232722	0.8960824771465704	-0.1273042723921039	0.038262539889084735
site of double-strand break (GO:0035861)	18	0.8430967306718168	0.8960824771465704	-0.06495169082125274	-0.01630434782608783
metalloendopeptidase activity (GO:0004222)	17	0.846286261186163	0.898918596395401	-0.07633890330746551	0.005535880946598367
actin filament bundle assembly (GO:0051017)	13	0.8497087268589407	0.9019984946656447	-0.08601018959325302	0.06315877390795958
phosphate-containing compound metabolic process (GO:0006796)	8	0.8534310462033061	0.9031481799221123	-0.020390455531453588	-0.09560737527115062
pyrimidine ribonucleotide biosynthetic process (GO:0009220)	9	0.852361406347297	0.9031481799221123	0.045828210506013954	0.07220173091294918
response to antibiotic (GO:0046677)	7	0.8526674740851776	0.9031481799221123	0.07841497041237012	-0.11862936456300174
cation binding (GO:0043169)	5	0.8539331486683857	0.9031481799221123	-0.07513548666811391	-0.08380663342727178
TORC1 complex (GO:0031931)	5	0.8533601703572036	0.9031481799221123	-0.08536743984392328	-0.07383481465423729
condensed chromosome, centromeric region (GO:0000779)	9	0.8531332263922378	0.9031481799221123	-0.036667389889343226	0.10836286492611222
DNA amplification (GO:0006277)	5	0.855030354672077	0.9037545109125813	-0.08250596141339595	-0.07582917840884419
protein homodimerization activity (GO:0042803)	6	0.8570105752352748	0.9052928611640226	-0.08897080080947921	0.12380745880312316
Golgi vesicle transport (GO:0048193)	9	0.8583619384622795	0.9056858415081901	0.05749620308092447	0.05913550782285906
mitotic intra-S DNA damage checkpoint signaling (GO:0031573)	13	0.8584326671686324	0.9056858415081901	-0.014382360310698896	-0.07438403073582323
D-glucose transmembrane transporter activity (GO:0055056)	5	0.8603960223542052	0.9060947121862052	0.10661174940385999	0.042878820724040985
fructose transmembrane transporter activity (GO:0005353)	5	0.8603960223542052	0.9060947121862052	0.10661174940385999	0.042878820724040985
mannose transmembrane transporter activity (GO:0015578)	5	0.8603960223542052	0.9060947121862052	0.10661174940385999	0.042878820724040985
fatty acid elongation (GO:0030497)	8	0.8615307829102861	0.9067361809153407	0.10569414316702865	-0.009544468546639168
homologous chromosome segregation (GO:0045143)	7	0.8650436781106186	0.908770002887221	0.040679121355762834	0.08485918765684586
iron ion transport (GO:0006826)	22	0.8644538097946823	0.908770002887221	0.02371627502175765	-0.06654007437297128
microfilament motor activity (GO:0000146)	6	0.8647366651068353	0.908770002887221	-0.1269152934374122	0.05854293148308868
ATP-dependent DNA damage sensor activity (GO:0140664)	12	0.8684818491097228	0.9112720132081945	-0.05822116080475119	-0.03795773628600327
cyclin binding (GO:0030332)	6	0.8679881467427945	0.9112720132081945	-0.02847643827695466	0.12344608268285602
polarisome (GO:0000133)	6	0.8694933207221021	0.9117787101797119	0.05435096848800106	0.08116507661173751
heme biosynthetic process (GO:0006783)	16	0.8700389592249413	0.9117966006458225	-0.027433724467625594	0.07624402433724353
mitotic DNA integrity checkpoint signaling (GO:0044774)	5	0.8750401222427566	0.9164810023489709	0.12230652503794107	1.3006720138636162e-4
mRNA 5'-UTR binding (GO:0048027)	5	0.8770276210139611	0.918005246510366	-0.06464339908952788	-0.07999132885323908
Cul8-RING ubiquitin ligase complex (GO:0035361)	5	0.8778828498983456	0.9183431874315624	-0.020940819423363944	-0.11094732278343794
post-Golgi vesicle-mediated transport (GO:0006892)	10	0.8799510245616605	0.9199487984053724	0.06384548611110856	-0.08684895833333363
cellular response to hydrogen peroxide (GO:0070301)	6	0.8827301184845652	0.9220903130778432	-0.10993061578490844	0.0828996819890127
signal recognition particle binding (GO:0005047)	5	0.8836030652276375	0.9220903130778432	0.08822891827444156	-0.12100585302406208
nuclear envelope lumen (GO:0005641)	5	0.8832875363492854	0.9220903130778432	0.11536960763060476	-0.09854758291784038
protein N-linked glycosylation via asparagine (GO:0018279)	6	0.8854164211319469	0.9234240184114924	0.030644694998550027	0.09063313096270649
axial cellular bud site selection (GO:0007120)	14	0.8861795561207321	0.9236614708811256	0.05008067518927229	0.03233213354846903
polyphosphate biosynthetic process (GO:0006799)	5	0.8876368849583283	0.9240637456566784	-0.1258616952091905	0.04227184045089898
vacuolar transporter chaperone complex (GO:0033254)	5	0.8876368849583283	0.9240637456566784	-0.1258616952091905	0.04227184045089898
phosphatidylinositol transfer activity (GO:0008526)	6	0.8907874396601836	0.9265991835753518	0.023633998265394852	-0.11115929459381514
condensin complex (GO:0000796)	5	0.8911466930733383	0.9265991835753518	-0.023715586386297085	-0.10210275308909583
ascospore-type prospore assembly (GO:0031321)	5	0.8942131903641871	0.9269938421744126	-0.10357684803815295	0.10088879254281459
cellular response to acidic pH (GO:0071468)	6	0.8939851108990229	0.9269938421744126	0.07964729690662299	-0.10364267129228204
interstrand cross-link repair (GO:0036297)	10	0.8939993067646435	0.9269938421744126	-0.08563368055555506	0.045789930555554394
intracellular manganese ion homeostasis (GO:0030026)	10	0.8937770851812616	0.9269938421744126	0.05846354166666409	0.03519965277777844
translesion synthesis (GO:0019985)	5	0.8921304687346571	0.9269938421744126	-0.012963364404944826	0.11771081725558173
porphyrin-containing compound biosynthetic process (GO:0006779)	9	0.8965812502391812	0.9288904844820347	0.07181601215014591	-0.07851787565391444
endocytic recycling (GO:0032456)	9	0.8996112950732724	0.9314702785122418	-0.04447819483619363	0.08806441503338942
positive regulation of mitotic metaphase/anaphase transition (GO:0045842)	6	0.9019713909622044	0.9327941543224236	-0.08159872795605827	-0.031006071118820713
protein insertion into mitochondrial outer membrane (GO:0045040)	11	0.9017801106062121	0.9327941543224236	-0.07914833159027075	0.027566746255696672
regulation of TORC1 signaling (GO:1903432)	7	0.9074834152433643	0.9379322296553645	0.0935340954859488	-0.058276791523374706
mitotic spindle assembly (GO:0090307)	6	0.9085273780740701	0.938448938429803	-0.01597282451575705	0.09995663486556822
RNA polymerase III preinitiation complex assembly (GO:0070898)	6	0.9104480979958821	0.9398701191160362	0.05803700491471153	-0.10031801098583555
double-strand break repair (GO:0006302)	39	0.9131636460621995	0.9415464969858304	0.037926767125278246	-0.025573829242753168
protein sumoylation (GO:0016925)	10	0.9129470136364402	0.9415464969858304	-0.07656250000000003	0.016840277777778558
negative regulation of exit from mitosis (GO:0001100)	10	0.9149926301143725	0.9419862262719767	0.07139756944444521	-0.05516493055555435
nucleotide metabolic process (GO:0009117)	9	0.915774435627887	0.9419862262719767	-0.03295484679732587	0.08083218823075575
one-carbon metabolic process (GO:0006730)	15	0.915665526735359	0.9419862262719767	0.05710768339488596	8.545151712637997e-4
positive regulation of transcription by RNA polymerase II (GO:0045944)	229	0.9152703465968508	0.9419862262719767	5.22345960172384e-4	-0.015297274548020743
3'-5' exonuclease activity (GO:0008408)	6	0.9164756438494125	0.9421457006199263	-0.0445215380167675	-0.06273489447817354
DNA biosynthetic process (GO:0071897)	9	0.9183864118991746	0.9435476834580562	0.0029169981437256604	-0.07398568019092969
single-stranded DNA endodeoxyribonuclease activity (GO:0000014)	7	0.9198251332139464	0.9444633064250342	0.019053815410357867	-0.08758558726027633
alpha-1,3-mannosyltransferase activity (GO:0000033)	5	0.9224708903627126	0.9466164698844015	-0.03169304140472487	-0.07791025363104272
meiotic chromosome segregation (GO:0045132)	5	0.9259090843914431	0.9495797684751721	0.10088879254281478	-0.03108606113158523
fructose transmembrane transport (GO:0015755)	6	0.9271576963316372	0.9497310131663148	-6.50477016481446e-4	0.0843451864700789
mannose transmembrane transport (GO:0015761)	6	0.9271576963316372	0.9497310131663148	-6.50477016481446e-4	0.0843451864700789
pentosyltransferase activity (GO:0016763)	5	0.9299398110350683	0.9520155335522211	0.034641231302837916	0.07062649035334916
spindle assembly (GO:0051225)	5	0.9366925547425397	0.9583598202437016	-0.05961413396921315	-0.04209841751571553
Swr1 complex (GO:0000812)	13	0.9375963789692283	0.9587159180331468	0.055207550321560925	-0.03710014198613583
N-acetyltransferase activity (GO:0008080)	5	0.9394979734834952	0.9600912347506098	0.09100368523737488	-0.029698677650118167
meiotic sister chromatid segregation (GO:0045144)	8	0.9427299506305189	0.9628236618340114	0.06409978308026339	5.422993492412132e-4
mismatch repair (GO:0006298)	17	0.9487903342256513	0.9684029276476633	-0.010419729726271698	0.044760090517405274
U2-type post-mRNA release spliceosomal complex (GO:0071008)	5	0.9493155655954775	0.9684029276476633	0.053717754172986645	-0.07990461738565001
chromosome organization (GO:0051276)	19	0.9512677377656044	0.9698208319418838	0.041851203350847334	-0.013881736304230957
protein localization to Golgi apparatus (GO:0034067)	6	0.9531669286050337	0.9706097708640398	-0.0645417750794998	-0.00556519225209803
transcription cis-regulatory region binding (GO:0000976)	25	0.9526962959583336	0.9706097708640398	-0.03533202699760144	0.020735902460265323
G protein-coupled receptor signaling pathway (GO:0007186)	8	0.9541841036588465	0.9710723178828969	0.05688720173536239	-0.046691973969630374
positive regulation of pseudohyphal growth (GO:2000222)	8	0.961848432917265	0.9777647535939996	-0.02912147505422956	0.05656182212581419
cytoskeletal motor activity (GO:0003774)	10	0.9622335312006367	0.9777647535939996	0.006770833333335788	-0.04878472222222156
heteroduplex DNA loop binding (GO:0000404)	5	0.9624606096247024	0.9777647535939996	-0.030912638196399212	-0.046694125298071126
attachment of GPI anchor to protein (GO:0016255)	5	0.9660115002638676	0.9790657097268929	0.03559505744634427	0.03880338174723537
cellular response to osmotic stress (GO:0071470)	11	0.9659737501200258	0.9790657097268929	0.02492254869072464	0.025317205043708498
microtubule cytoskeleton organization (GO:0000226)	14	0.965145940280923	0.9790657097268929	-0.017314136775472187	-0.02730544867816954
GPI-anchor transamidase complex (GO:0042765)	5	0.9660115002638676	0.9790657097268929	0.03559505744634427	0.03880338174723537
deaminase activity (GO:0019239)	6	0.9674246948208398	0.9799222540023187	0.04538884070540982	0.018791558253830908
protein serine/threonine kinase activator activity (GO:0043539)	6	0.9684305649572044	0.9803654486802684	0.037004914715234	0.02818733738074666
Golgi transport complex (GO:0017119)	8	0.9692086380498821	0.9805776543319922	0.05043383947938911	-0.012581344902385749
mitotic spindle assembly checkpoint signaling (GO:0007094)	20	0.9698360960718055	0.980637318712699	0.020269682470639386	0.014615050021747403
Rho protein signal transduction (GO:0007266)	7	0.9707455826534497	0.980813904285374	-0.03398704960188154	0.05115097437804092
protein-containing complex assembly (GO:0065003)	31	0.9722850877263707	0.980813904285374	-0.013931376892617205	0.024241017742991144
G-protein beta/gamma-subunit complex binding (GO:0031683)	5	0.971726257892582	0.980813904285374	-0.015391285497507902	-0.04877520052026768
cis-Golgi network (GO:0005801)	16	0.9718160678409602	0.980813904285374	-0.027488048674485892	-0.008230117340287285
positive regulation of phosphatidylcholine biosynthetic process (GO:2001247)	5	0.9733734213168403	0.9813379028471944	0.02735746802514928	0.038022978538912275
transferase activity, transferring phosphorus-containing groups (GO:0016772)	7	0.9747271836402108	0.9821287335159834	0.015893670415467798	0.03652755832326607
response to unfolded protein (GO:0006986)	13	0.9771234525789051	0.983787675232576	0.03402655975945766	-0.018892508143322346
site of polarized growth (GO:0030427)	26	0.977514246578919	0.983787675232576	0.0025797373358345315	0.021039935674081037
protein-containing complex disassembly (GO:0032984)	6	0.9782174876492233	0.983921379705487	-0.038667244868460876	-0.012864989881468494
ATP-dependent chromatin remodeler activity (GO:0140658)	7	0.9804905972258957	0.9856330304281294	0.0011463271059896792	-0.04018341233695959
vesicle (GO:0031982)	9	0.9827038355406144	0.9872825371622365	-0.035992382054432774	0.014922494636098498
5'-flap endonuclease activity (GO:0017108)	7	0.9842900994561808	0.9877256669935497	0.034049013229232886	0.003562908572668373
first spliceosomal transesterification activity (GO:0000384)	10	0.9842700740680286	0.9877256669935497	0.03142361111110863	-0.004774305555554395
phosphatidic acid binding (GO:0070300)	10	0.985168494961209	0.988032356865166	-0.03133680555555491	0.008767361111109501
mannosyltransferase activity (GO:0000030)	31	0.9877206938019059	0.9900163839676279	-0.015225356371795382	0.01158252283803327
dynein complex (GO:0030286)	6	0.9910357370489586	0.9927622801448629	-0.03165654813529684	0.012142237640935983
