set	n_members	p_value	p.adjust	s.PC1	s.PC2
protein lipoylation (GO:0009249)	5	0.5297183586298198	0.664590546447047	-0.02120095382613962	-0.2577498374159984
metalloaminopeptidase activity (GO:0070006)	8	0.5297460877476461	0.664590546447047	-0.14625813449023944	0.22163774403470762
core mediator complex (GO:0070847)	19	0.5287182274260922	0.664590546447047	0.13962989665945627	-0.10582392053192537
positive regulation of DNA-templated transcription (GO:0045893)	25	0.531099499168163	0.6658042413263672	0.1281341171347662	-0.07291966035271105
postreplication repair (GO:0006301)	13	0.5316030373571223	0.6659515173863734	-0.028814833375096216	0.17464294662991825
cell budding (GO:0007114)	6	0.5334929822129888	0.666866227766236	-0.13291413703382185	0.26272043943336165
transcription initiation-coupled chromatin remodeling (GO:0045815)	6	0.5334739222742269	0.666866227766236	-0.09569239664642737	0.2642382191384791
clathrin adaptor activity (GO:0035615)	8	0.5331095630015038	0.666866227766236	-0.14354663774403437	-0.10629067245119193
TRAPPI protein complex (GO:1990070)	6	0.5346952848366802	0.6678851313130146	0.2597571552471772	-0.060855738652788934
manganese ion transmembrane transport (GO:0071421)	7	0.5358299708424703	0.66833456233063	0.11881525544505557	0.1477522694178515
manganese ion transmembrane transporter activity (GO:0005384)	7	0.5358299708424703	0.66833456233063	0.11881525544505557	0.1477522694178515
iron ion transmembrane transport (GO:0034755)	9	0.5382259029987446	0.6708379210063833	0.19958535232997973	-0.15185265543260879
TRAPPIII protein complex (GO:1990072)	7	0.5392866525538929	0.6716747116645958	0.2177711683241931	0.011122471109458208
vesicle docking involved in exocytosis (GO:0006904)	8	0.5406457848312134	0.6728816586102765	-0.21908893709327842	0.03454446854663775
ER to Golgi ceramide transport (GO:0035621)	8	0.5410485823436038	0.6728974798433429	-0.0862798264642088	-0.15737527114967587
carbohydrate binding (GO:0030246)	7	0.5425878930112392	0.6743257315881755	-0.2178950955788967	0.1827617188710228
Rpd3S complex (GO:0032221)	5	0.5432696785309139	0.6746869657781329	-0.09109039670496022	-0.21144591372209098
protein localization to chromosome, centromeric region (GO:0071459)	6	0.5441146531888088	0.6752501991012196	-0.20323793003757967	-0.06764960971379033
regulation of pseudohyphal growth (GO:2000220)	5	0.5469457885200983	0.6782756902927172	0.09854758291783822	0.20450899631476385
telomeric DNA binding (GO:0042162)	20	0.547974663347274	0.6790634297945745	-0.02431491953023106	-0.11842105263157798
tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388)	9	0.5497378012984453	0.6807593016796971	0.09674308719655192	-0.21033726284322796
mitochondria-nucleus signaling pathway (GO:0031930)	7	0.5510754717212579	0.6815905922520644	-0.23096942094990205	0.14682281500759103
protein palmitoylation (GO:0018345)	8	0.5516915393416328	0.6815905922520644	-0.2074837310195205	0.008459869848156939
tetrahydrofolate interconversion (GO:0035999)	15	0.552384723459934	0.6815905922520644	-0.0011441813310141703	0.14956912158736982
microtubule motor activity (GO:0003777)	7	0.5516241048938484	0.6815905922520644	-0.08485918765684546	-0.17005917526412034
clathrin vesicle coat (GO:0030125)	7	0.5523544094757276	0.6815905922520644	-0.23586454751060784	0.12358645475105945
deadenylation-independent decapping of nuclear-transcribed mRNA (GO:0031087)	7	0.5573355467540138	0.6863818746091512	0.23165102085075914	-0.1349877621835982
telomere capping (GO:0016233)	6	0.5574614529434324	0.6863818746091512	-0.004553339115352594	-0.2318589187626475
protein serine/threonine phosphatase activity (GO:0004722)	26	0.5567437952431891	0.6863818746091512	-0.10823170731707367	0.09672339855266707
mating type switching (GO:0007533)	6	0.5599751211103547	0.6886729457603449	0.0445215380167675	-0.24703671581381859
membrane organization (GO:0061024)	6	0.5601206625517472	0.6886729457603449	-0.2536860364267103	0.08991037872217437
nucleosome organization (GO:0034728)	7	0.5625864944364545	0.6912120391046183	0.2094680422591911	-0.18003531926758987
5'-3' exonuclease activity (GO:0008409)	6	0.5645777678041234	0.6926718701721998	0.07892454466608556	-0.25115640358484975
SUMO binding (GO:0032183)	5	0.5643828507598982	0.6926718701721998	-0.22150444396271207	-0.06282245827010739
anaphase-promoting complex (GO:0005680)	14	0.5655630738355997	0.6933875638709377	-0.1647945885565336	0.0578068760084395
phosphotransferase activity, for other substituted phosphate groups (GO:0016780)	6	0.5669787450364431	0.6946294994231991	-0.07213067360508989	-0.19174616941312533
error-free translesion synthesis (GO:0070987)	11	0.5677867167133159	0.695125682278545	0.18487676855378266	-0.0602837579177937
mitotic sister chromatid cohesion (GO:0007064)	26	0.5698073662749632	0.6966107064665568	0.08184803001876124	-0.11375971589386345
cell tip (GO:0051286)	22	0.5696429892937563	0.6966107064665568	-0.01766358097950884	0.12595933222565175
protein monoubiquitination (GO:0006513)	12	0.571988184731002	0.6987815996182567	-0.1693081487914337	0.022253582283978633
cytoplasmic microtubule (GO:0005881)	13	0.5729949948666746	0.6995161826928618	-0.11437400818508092	-0.06857095130710746
positive regulation of autophagy (GO:0010508)	12	0.5743248252686105	0.7002095272049583	-0.10584020842379045	-0.0862642929512218
single-stranded DNA 3'-5' DNA exonuclease activity (GO:0008310)	5	0.5743747715913137	0.7002095272049583	0.2634727942770444	-0.16783004552352174
ferric-chelate reductase activity (GO:0000293)	5	0.5748342930947966	0.7002748273930255	-0.16765662258833247	0.26329937134186054
post-chaperonin tubulin folding pathway (GO:0007023)	5	0.575778626524401	0.7005501656167069	-0.054498157381313084	-0.22193800130067082
ATPase-coupled intramembrane lipid transporter activity (GO:0140326)	5	0.5762786579768737	0.7005501656167069	-0.0874485150661159	-0.2003468458703668
phosphatidylserine flippase activity (GO:0140346)	5	0.5762786579768737	0.7005501656167069	-0.0874485150661159	-0.2003468458703668
phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity (GO:0043813)	5	0.5771582529281145	0.7011253424654913	-0.18525905050942545	0.2553219163234353
protein O-linked glycosylation via mannose (GO:0035269)	10	0.5779316284100477	0.7015707663668771	0.14309895833333575	-0.173828125
regulation of ARF protein signal transduction (GO:0032012)	6	0.5790281068081629	0.7024075135331089	0.21205550737207657	-0.2002746458514017
thiamine metabolic process (GO:0006772)	5	0.5801901885502707	0.7033226108567934	-0.2674615217862586	0.07574246694125275
resolution of meiotic recombination intermediates (GO:0000712)	7	0.5818069995443023	0.7047872712176414	-0.176565356135947	-0.060569445735353084
cellular response to phosphate starvation (GO:0016036)	7	0.583029701606337	0.7057727966813554	0.047866902128447575	-0.22241844037549982
positive regulation of macroautophagy (GO:0016239)	13	0.5841242406190662	0.7061143234697926	-0.15870709095464958	0.10912887329825452
core promoter sequence-specific DNA binding (GO:0001046)	6	0.584130515705156	0.7061143234697926	-0.004553339115352594	-0.22231858918762773
response to pheromone triggering conjugation with cellular fusion (GO:0000749)	12	0.5855467385391611	0.7073306190336504	0.15657113909393985	-0.12946880880011713
pantothenate biosynthetic process (GO:0015940)	9	0.5888368414342764	0.7108072438587312	0.13406137749813543	-0.18757985583761183
nitrogen utilization (GO:0019740)	5	0.589760869351736	0.711073903704536	-0.1278560589637975	-0.16210708866247664
serine palmitoyltransferase complex (GO:0017059)	6	0.5898821775079368	0.711073903704536	0.11592945938132862	0.14867013587742078
DNA metabolic process (GO:0006259)	13	0.5924039273088106	0.7129125856325901	0.15222584147665494	-0.11718032239205083
MBF transcription complex (GO:0030907)	5	0.5926473320563096	0.7129125856325901	0.16531541296336508	0.12282679384348552
TRC complex (GO:0072380)	6	0.5919940308190712	0.7129125856325901	-0.21993350679387405	-0.003541485978606369
'de novo' UMP biosynthetic process (GO:0044205)	6	0.5947625304826647	0.7144605606424768	0.2312807169702225	-0.1530066493206124
DNA recombinase assembly (GO:0000730)	7	0.5946890354497008	0.7144605606424768	-0.21157480558911565	0.020974687858227797
ADA complex (GO:0140671)	6	0.5956734479177862	0.715056852928449	-0.043943336224342634	-0.19875686614628393
mitotic recombination (GO:0006312)	16	0.5963567402777505	0.7153792607643391	-0.12103433289873546	-0.028085614950021806
pyrimidine ribonucleotide salvage (GO:0010138)	7	0.5969701104059073	0.715617401285747	0.19912011649161632	0.010007125817146661
structural molecule activity (GO:0005198)	37	0.598051150950312	0.7164154412425613	-0.014094644742970633	0.09327008737617823
clathrin-coated vesicle membrane (GO:0030665)	8	0.5998063995507208	0.7180194581714042	-0.1879067245119325	-0.0035249457700649318
AP-1 adaptor complex (GO:0030121)	7	0.6012205518135978	0.7192132121209821	-0.10258078507915981	-0.1376521981596794
3'-5'-RNA exonuclease activity (GO:0000175)	11	0.6021426313420772	0.7198170748891776	0.13207174852497375	-0.1589083805276537
cellular response to pheromone (GO:0071444)	20	0.6057773043483732	0.7236605609424819	-0.11122227055241193	-0.016398434101782204
nonfunctional rRNA decay (GO:0070651)	20	0.6091473241920843	0.7271827918556024	0.06109177903435933	0.0795128316659422
COPII-coated vesicle cargo loading (GO:0090110)	7	0.6110839008862045	0.7274808343883387	0.06955417170121314	0.16033088577005156
ceramide biosynthetic process (GO:0046513)	8	0.6109282584516456	0.7274808343883387	-0.2028741865509767	0.08172451193058372
mRNA catabolic process (GO:0006402)	6	0.6103309368913707	0.7274808343883387	-0.1227233304423243	-0.13392599017056836
siderophore transport (GO:0015891)	7	0.6098477796110608	0.7274808343883387	-0.199120116491616	9.294544102612633e-5
DNA-binding transcription factor activity (GO:0003700)	63	0.6131668085731309	0.7294570653714834	-0.06854145975990464	0.005899674176293828
phosphatase activity (GO:0016791)	33	0.6176245761081371	0.7335162102449412	-0.09464987938269928	0.0646310432569966
COPII-coated ER to Golgi transport vesicle (GO:0030134)	26	0.6171939164924558	0.7335162102449412	0.08010586974001742	0.03911484856606883
Seh1-associated complex (GO:0035859)	8	0.6178545237599418	0.7335162102449412	-0.17516268980477362	0.1595986984815604
Ino80 complex (GO:0031011)	16	0.6216510829375096	0.7375158996335655	0.1400749674054728	-0.04112342459799958
histone catabolic process (GO:0036205)	5	0.6224407508700525	0.7379452201036705	-0.11736397138521215	-0.15699111207457273
positive regulation of autophagosome assembly (GO:2000786)	9	0.6247327128621017	0.7399621660794147	-0.18685663315735204	0.07085171524312393
post-translational protein targeting to endoplasmic reticulum membrane (GO:0006620)	6	0.6249999281030187	0.7399621660794147	-0.10291991905175307	0.22838970800809505
L-methionine salvage from methylthioadenosine (GO:0019509)	9	0.6258920532111849	0.7405101452601468	0.05995516019382626	0.13787035028085104
regulation of cell growth (GO:0001558)	10	0.6278457299343887	0.7423124634248256	-0.17617187500000003	0.07864583333333358
hydrolase activity, acting on ester bonds (GO:0016788)	15	0.6284135138534808	0.7424748708200372	0.06718806575421543	-0.14357303208052763
maintenance of cell polarity (GO:0030011)	9	0.6302782537503149	0.7434220246494135	-0.1709939490369113	0.003399146597236449
removal of superoxide radicals (GO:0019430)	8	0.6301253622446451	0.7434220246494135	-0.1865509761388261	0.13096529284164882
telomere maintenance (GO:0000723)	44	0.6305080707606331	0.7434220246494135	0.08351552251858316	-0.025002981277576056
cell morphogenesis involved in conjugation with cellular fusion (GO:0000753)	9	0.6311048747831381	0.7436174241809517	-0.1169933222439185	-0.08435187194137107
IRE1-mediated unfolded protein response (GO:0036498)	5	0.6322582652497672	0.744467923246313	0.18881422068068396	0.07097333622371567
glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex (GO:0000506)	6	0.6328227602363836	0.7446243256533163	0.2254264238219155	-0.08029777392309873
RNA polymerase II core promoter sequence-specific DNA binding (GO:0000979)	7	0.6333949653730631	0.7447895809601457	0.20624593363695717	-0.052947919571211116
protein dimerization activity (GO:0046983)	18	0.6347890667085588	0.7459203951445941	0.12328502415458703	-0.08722222222222106
regulation of formin-nucleated actin cable assembly (GO:0090337)	6	0.6359805638950722	0.7468117581477193	-0.14787510841283286	0.21393466319745524
hydrogen sulfide biosynthetic process (GO:0070814)	6	0.6370675164517627	0.7475792284893135	0.13132408210465077	0.11376120265972911
structural constituent of cytoskeleton (GO:0005200)	20	0.6378411061739867	0.7479781836506643	-0.07466289691169918	-0.059373640713353326
phospholipid catabolic process (GO:0009395)	7	0.6385251371354236	0.7480017425508987	-0.11677045574248335	0.20327167952412134
centromeric DNA binding (GO:0019237)	13	0.6387284445086804	0.7480017425508987	0.06693393468638224	-0.15172471393969805
negative regulation of rDNA heterochromatin formation (GO:0061188)	8	0.6404260572135418	0.749480969262795	-0.10694143167027788	-0.10433839479392679
four-way junction helicase activity (GO:0009378)	6	0.6421870463294004	0.7510323084191293	0.14071986123157182	-0.21371783752529508
mating projection (GO:0005937)	8	0.6429436794683087	0.7514077554761738	0.06860086767895912	-0.1918655097613882
mitotic morphogenesis checkpoint signaling (GO:0044879)	6	0.6438963505667413	0.7519696070792181	-0.11600173460537534	0.2192107545533392
cell cortex of cell tip (GO:0051285)	5	0.644296277833672	0.7519696070792181	-0.19176241057879692	0.21248645133318908
septum digestion after cytokinesis (GO:0000920)	14	0.6463475659332383	0.7534502394381907	-0.13947499069132674	0.02150304083405887
transsulfuration (GO:0019346)	7	0.6464384663005925	0.7534502394381907	-0.09768565851844478	0.20327167952412134
cellular response to iron ion starvation (GO:0010106)	5	0.6477326172406095	0.7544488620797105	0.23884673748102977	-0.12386733145458341
protein localization to bud neck (GO:0097271)	11	0.6502086245340971	0.7568217795690402	-0.03695956745663755	0.15910570870414562
cytoplasmic microtubule organization (GO:0031122)	5	0.6520654104677017	0.757006676578031	0.07357468025146162	-0.23780619986993198
sterol metabolic process (GO:0016125)	10	0.652122852982582	0.757006676578031	-0.11410590277778206	0.1599826388888904
single-stranded DNA binding (GO:0003697)	55	0.6509663744152488	0.757006676578031	0.045062060446675205	-0.07018907018907018
superoxide dismutase activity (GO:0004784)	5	0.6519858211024274	0.757006676578031	-0.23243008887925332	0.0420117060481237
generation of catalytic spliceosome for second transesterification step (GO:0000350)	10	0.6537081641059901	0.7583366395984081	0.1678385416666641	-0.05277777777777844
G2/M transition of mitotic cell cycle (GO:0000086)	37	0.6550699999856674	0.7590422544247225	-0.06760591632890274	0.0782255733139816
regulation of cell shape (GO:0008360)	12	0.6551964735295142	0.7590422544247225	-0.040526849037486205	0.1519033145172962
DNA replication checkpoint signaling (GO:0000076)	8	0.6596146709739702	0.7629100016097634	-0.0030911062906692436	-0.16957700650759253
kinesin complex (GO:0005871)	5	0.6598618680589954	0.7629100016097634	-0.2070236288749219	-0.020247127682635827
perinuclear endoplasmic reticulum (GO:0097038)	7	0.6591305274068288	0.7629100016097634	-0.19205626297363484	0.12618892709979276
telomerase holoenzyme complex (GO:0005697)	8	0.6616860767888029	0.7645066861759444	0.17977223427331704	-0.1146963123644262
protein deubiquitination (GO:0016579)	22	0.6637923260188845	0.7664268824515232	-0.10168921591898154	-0.0017208639924044145
cellular response to glucose starvation (GO:0042149)	28	0.6648299704246055	0.7671115043360831	-0.09740118269530046	0.054793028322439825
negative regulation of silent mating-type cassette heterochromatin formation (GO:0061186)	11	0.668769976549331	0.771141851301869	-0.08771237444994333	-0.08352901710835182
centromere clustering (GO:0098653)	5	0.6699310408420005	0.7717552656016633	-0.15230869282462187	-0.09854758291784038
phospholipid binding (GO:0005543)	26	0.6701967465920531	0.7717552656016633	-0.10050924685070671	0.026551192709731036
negative regulation of protein localization to nucleolus (GO:1904750)	6	0.6707396140876081	0.7718651329560533	0.14527320034692442	0.08188782885226903
peptide pheromone maturation (GO:0007323)	8	0.6723397744183718	0.7731907405811275	-0.16675704989154133	0.1337852494577016
riboflavin biosynthetic process (GO:0009231)	7	0.6802131326807461	0.7817239532806709	-0.11522136505871389	0.18660346376676817
establishment of protein-containing complex localization to telomere (GO:0097695)	5	0.683313726408854	0.7847644327931247	-0.0947322783438132	-0.14962063732928696
negative regulation of pseudohyphal growth (GO:2000221)	8	0.6851535148156012	0.7863538343692029	0.1281995661605181	-0.1640997830802593
microtubule-based movement (GO:0007018)	7	0.6882093503187745	0.7893358572472646	-0.13356259875453377	-0.06887257180035292
NAD+ binding (GO:0070403)	6	0.6917820750029398	0.7929063650365922	0.14758600751662448	-0.18618097716102977
deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0000290)	12	0.6959660262239815	0.7966432616034294	-0.01266464032421829	-0.12465624547691488
sulfate assimilation (GO:0000103)	9	0.6958910265384262	0.7966432616034294	0.027217280200569655	0.1373882018273428
protein processing involved in protein targeting to mitochondrion (GO:0006627)	6	0.7004065593657723	0.8004568229233665	-0.18148308759757384	-0.0023850823937566364
regulation of actin cytoskeleton organization (GO:0032956)	19	0.7000282700082059	0.8004568229233665	0.08543047115505378	0.032352570925028586
chromosome, centromeric region (GO:0000775)	36	0.7006897406459615	0.8004568229233665	0.05905960521848447	0.027826276735049917
[4Fe-4S] cluster assembly (GO:0044572)	6	0.7015905553067439	0.8009554651913522	-0.14917606244579557	0.17989303266840218
ATP transport (GO:0015867)	6	0.7023844254352061	0.8009914453555232	-0.14469499855450005	-0.06634865568083098
polyphosphate metabolic process (GO:0006797)	9	0.7025507575784966	0.8009914453555232	0.12581663894312956	0.04303174947566166
prenyltransferase activity (GO:0004659)	11	0.7048833786723263	0.803120097892842	0.07776703435483966	-0.1441482329261786
intracellular sphingolipid homeostasis (GO:0090156)	7	0.7084370286688029	0.8065075100377461	-0.11869132819035258	-0.07816711590296417
nuclear division (GO:0000280)	6	0.7087915276621584	0.8065075100377461	0.02117664064759109	0.16984677652500793
7-methylguanosine mRNA capping (GO:0006370)	8	0.7134762820881329	0.8107685023728783	0.12396963123644654	0.05417570498915435
histone acetyltransferase complex (GO:0000123)	7	0.7131139081849706	0.8107685023728783	0.10865322055953518	-0.17458252006072564
lagging strand elongation (GO:0006273)	6	0.7155684742665426	0.8124620274388833	0.1360219716681165	0.07104654524429023
proteasome assembly (GO:0043248)	19	0.7162719225930989	0.8124620274388833	-0.0998043052837555	0.0010414163262018746
Golgi medial cisterna (GO:0005797)	7	0.7163795615852414	0.8124620274388833	-0.016017597670170483	-0.15642717724695712
endoplasmic reticulum lumen (GO:0005788)	15	0.7187107885047556	0.8145703746193846	-0.06915779564052764	-0.06374103845318384
mitochondrial protein quality control (GO:0141164)	5	0.7194997256908411	0.814929104935457	-0.16271406893561233	-0.0560589637979638
anaphase-promoting complex-dependent catabolic process (GO:0031145)	12	0.7200638143631928	0.8150328607457399	-0.11329425387175894	0.11311333043855723
GPI anchor biosynthetic process (GO:0006506)	31	0.7221953681839492	0.816452421038728	0.08335618894912981	-0.024100367799601546
inner mitochondrial membrane organization (GO:0007007)	5	0.7227378822760218	0.816452421038728	-0.08640797745501536	-0.1390418382831133
ferrous iron transmembrane transporter activity (GO:0015093)	5	0.7224411595427914	0.816452421038728	0.10929980489919836	-0.20632993713418513
copper ion import (GO:0015677)	7	0.7232835273013374	0.816534086776706	0.06850079003624664	-0.175821792607738
monoatomic ion transmembrane transport (GO:0034220)	10	0.7255715231844319	0.8183472907800959	-0.12777777777778188	-0.014409722222221442
positive regulation of mitotic actomyosin contractile ring assembly (GO:1903501)	6	0.7261537031976117	0.8183472907800959	7.22752240528966e-4	0.17266551026308258
U2-type catalytic step 2 spliceosome (GO:0071007)	11	0.7263128708314939	0.8183472907800959	0.11103656491110321	0.032815675750340535
Smc5-Smc6 complex (GO:0030915)	6	0.7283607351950272	0.8201189740283433	0.13587742122000335	-0.17324371205550765
chromosome segregation (GO:0007059)	65	0.7292660787406302	0.8206027304811396	-0.004058186487349139	-0.050776326682322966
protein exit from endoplasmic reticulum (GO:0032527)	5	0.7333110163796183	0.8246163645729083	0.20086711467591106	-0.1105137654454794
positive regulation of filamentous growth of a population of unicellular organisms in response to starvation (GO:1900436)	5	0.7347623215586392	0.8253888450464761	-0.00802081075222468	0.18898764361586762
mitochondrial envelope (GO:0005740)	11	0.7349549368066014	0.8253888450464761	-0.11573297551157503	-0.020541863172643764
mediator complex (GO:0016592)	25	0.7365112062015551	0.8265984584890582	0.08065316786413651	0.005495318963640371
mRNA cis splicing, via spliceosome (GO:0045292)	10	0.7386080622689959	0.8284128136632107	0.12921006944444513	0.0029513888888904995
tRNA gene clustering (GO:0070058)	6	0.7436175809865909	0.833400271870488	0.15705406186759405	0.020670714079212758
perinuclear region of cytoplasm (GO:0048471)	21	0.7440211122785807	0.833400271870488	0.07703781969607143	-0.08505547095931942
hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides (GO:0016818)	5	0.747644775972682	0.8369157939992707	-0.19705181010188721	0.07565575547366113
'de novo' pyrimidine nucleobase biosynthetic process (GO:0006207)	13	0.7498458280451219	0.8388353134746014	0.1215902447172784	-0.04368161697152031
nuclear envelope organization (GO:0006998)	6	0.7531009395084849	0.8411879335874894	0.13103498120844315	-0.16240242844752883
vesicle fusion with Golgi apparatus (GO:0048280)	9	0.7531455003004424	0.8411879335874894	-0.06275162122417856	0.14500614739278034
cyclin-dependent protein serine/threonine kinase activity (GO:0004693)	8	0.7534118013870558	0.8411879335874894	0.03150759219089038	0.12532537960954465
U2-type catalytic step 1 spliceosome (GO:0071006)	13	0.755788409546013	0.8432956057353638	0.06265764637100525	0.0687379938194291
donor selection (GO:0007535)	5	0.7583567114017109	0.8456143032759866	0.17554736613917424	-0.14199002818122627
very long-chain fatty acid biosynthetic process (GO:0042761)	7	0.7607389087454466	0.8472491385790378	0.15958732224184216	-0.08690398735941866
translation regulator activity (GO:0045182)	9	0.7608051684979302	0.8472491385790378	-0.0393192063836441	-0.1097610954412857
transcription coactivator activity (GO:0003713)	43	0.7628579309356031	0.8489870521702678	0.06500953107129437	-0.02924386834413672
mismatched DNA binding (GO:0030983)	10	0.7656385227731622	0.8504355774524821	-0.0847222222222179	-0.06076388888889042
Set3 complex (GO:0034967)	7	0.765303653331906	0.8504355774524821	-0.13207547169811568	-0.02952566843263004
cellular bud neck septin collar (GO:0032174)	7	0.7656342418189296	0.8504355774524821	-0.10140347615949062	-0.0724044985593465
NAD+ biosynthetic process via the salvage pathway (GO:0034355)	10	0.7671386172485526	0.8504589426438003	-0.05043402777778194	-0.09270833333333363
cell division (GO:0051301)	169	0.7661934657606031	0.8504589426438003	0.02615174475747656	-0.02896069989798994
phosphatidylinositol-5-phosphate binding (GO:0010314)	10	0.7670498623485078	0.8504589426438003	-0.08498263888889149	0.1279513888888905
meiotic mismatch repair (GO:0000710)	9	0.7701151017344579	0.8531886413712442	-0.11925941997541255	0.11366649791470786
synaptonemal complex assembly (GO:0007130)	6	0.7709686823537514	0.8531886413712442	0.14895923677363487	-0.1350101185313677
TORC2 complex (GO:0031932)	7	0.7710846909552288	0.8531886413712442	-0.14868172382811218	0.011866034637667219
CDP-diacylglycerol biosynthetic process (GO:0016024)	5	0.773022881521935	0.853595813928084	0.03637546065466914	-0.18118361153262605
intracellular distribution of mitochondria (GO:0048312)	9	0.7734236827050316	0.853595813928084	-0.1269737952315507	9.884043296913667e-4
meiotic DNA double-strand break formation (GO:0042138)	9	0.7734320331417944	0.853595813928084	0.13642390492032458	-0.0347870109206623
RNA polymerase III general transcription initiation factor activity (GO:0000995)	5	0.7734097866084633	0.853595813928084	-0.07088662475612385	-0.1284630392369396
regulation of signal transduction (GO:0009966)	7	0.7787160032787316	0.8587611840511036	-0.11243300182792311	0.14211357932893376
tetrahydrofolate biosynthetic process (GO:0046654)	6	0.7791079727767983	0.8587611840511036	0.04929170280428097	0.12619254119687684
endoplasmic reticulum organization (GO:0007029)	8	0.7796434088643046	0.8588026055497608	-0.14414316702820454	0.06117136659436135
receptor-mediated endocytosis (GO:0006898)	6	0.7823548154998262	0.8612393469924697	-0.1407198612315722	0.13580514599595286
cis-regulatory region sequence-specific DNA binding (GO:0000987)	13	0.7828838438612346	0.8612720858805036	0.08266933934685988	-0.10264762382026157
regulation of cell size (GO:0008361)	22	0.7846518105748277	0.8622147225675126	0.08543001819764695	-0.04290291953477221
telomerase RNA binding (GO:0070034)	7	0.7852401908136593	0.8622147225675126	-0.0732719893422584	-0.09260464107568794
nuclear envelope (GO:0005635)	72	0.7851708949296746	0.8622147225675126	0.041278657672188156	0.005398518844406233
fungal-type cell wall beta-glucan biosynthetic process (GO:0070880)	6	0.7857933084405214	0.8622731915139309	0.009468054350968784	-0.1536571263370914
retrograde transport, vesicle recycling within Golgi (GO:0000301)	6	0.7871465168743799	0.86320899021507	0.12019369760046317	-0.14932061289389936
enzyme activator activity (GO:0008047)	34	0.790612425259742	0.866458979398383	0.06254491325325716	-0.04982804640180552
mitotic actomyosin contractile ring contraction (GO:1902404)	5	0.791384790130917	0.8667547701433854	-0.1764144808150864	0.06030782570995052
membrane coat (GO:0030117)	19	0.7927006596350399	0.8676450747908907	-0.05636236710497223	0.08744463899474693
histone deacetylase complex (GO:0000118)	7	0.7936100488953701	0.8680896222856774	0.07308609846020338	-0.1477522694178514
mitotic DNA replication checkpoint signaling (GO:0033314)	12	0.7943222449608125	0.868318043445755	0.105514546244027	-0.004450716456795845
calcium ion transport (GO:0006816)	11	0.799016487715208	0.8728964162816553	-0.07575428695463533	-0.05112773052864238
telomere maintenance via recombination (GO:0000722)	27	0.8002108604818368	0.8736479331209926	-0.04328113781391928	0.07280750582863592
transposable element silencing (GO:0010526)	8	0.8010881923446853	0.8740525817802544	0.038828633405640064	-0.13508676789587742
negative regulation of invasive growth in response to glucose limitation (GO:2000218)	5	0.8020737234639684	0.8745746984673486	0.02050726208540796	-0.16436158681985832
protein prenyltransferase activity (GO:0008318)	5	0.8037715674724863	0.8758723650600372	0.01530457402991332	-0.16202037719488205
negative regulation of sphingolipid biosynthetic process (GO:0090155)	5	0.8046113438289009	0.8759928263033514	-0.16332104920875787	0.10990678517234016
nucleotide-excision repair (GO:0006289)	37	0.8055319419671527	0.8759928263033514	-0.06102172899815437	0.03759948553661847
GDP-dissociation inhibitor activity (GO:0005092)	5	0.805918483223999	0.8759928263033514	0.1569044006069817	-0.0034251029698665245
membrane insertase activity (GO:0032977)	6	0.8056507220816406	0.8759928263033514	0.14657415437987883	-0.10516045099739674
mitotic actomyosin contractile ring (GO:0110085)	9	0.8064212221273751	0.8759928263033514	-0.10489139606084415	0.10662713049347976
intramolecular phosphotransferase activity (GO:0016868)	6	0.8074724337412494	0.8765827238537792	-0.12467476149175878	0.13320323793003833
D-glucose transmembrane transport (GO:1904659)	6	0.809145202012448	0.8767433878589653	-0.1396357328707702	0.11441167967620505
arginine metabolic process (GO:0006525)	6	0.808797038935306	0.8767433878589653	0.14780283318878515	-0.02052616363110846
regulation of transcription by RNA polymerase II (GO:0006357)	190	0.8083670631968676	0.8767433878589653	-0.009230732658201322	-0.020441686873008322
protoporphyrinogen IX biosynthetic process (GO:0006782)	7	0.8110109390437876	0.8782133520718981	0.13659881649472244	-0.021222542367630604
transcription regulator complex (GO:0005667)	6	0.8127026059224453	0.8794930961205886	0.07617808615206474	0.08998265394622523
cellular response to amino acid starvation (GO:0034198)	17	0.8154556330846594	0.8802634337115378	0.008834396614544349	0.0782055051970788
Y-form DNA binding (GO:0000403)	9	0.8153092185882971	0.8802634337115378	-0.00614739278224129	-0.11024324389479394
ubiquitin-like modifier activating enzyme activity (GO:0008641)	8	0.8148772362110581	0.8802634337115378	-0.12201735357917845	0.0057483731019522515
endocytic vesicle (GO:0030139)	6	0.8144295914219435	0.8802634337115378	-0.12857762359062994	0.12431338537149479
conjugation with cellular fusion (GO:0000747)	21	0.818402279871776	0.8828917653400962	-0.06469022240177508	-0.017185120730912093
re-entry into mitotic cell cycle after pheromone arrest (GO:0000321)	9	0.8192397693803417	0.8832428763631809	-0.1161736698729571	0.07967503194233509
ATP-dependent activity, acting on DNA (GO:0008094)	16	0.8203193693522262	0.8838544110759464	0.062472837896565124	0.03566384180790993
protein maturation (GO:0051604)	20	0.8222002529382251	0.885327987714381	0.0556111352762105	-0.07620704654197324
regulation of cytokinesis (GO:0032465)	8	0.8240565239460514	0.8860174176262896	-0.11334056399132258	0.09815618221258239
