ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006362	transcription elongation by RNA polymerase I	9/462	19/4617	0.47368421052631576	4.733766233766234	5.43760698321591	3.4410488198174945e-5	5.382783511000223e-4	5.012806081501049e-4	YNL248C/YPR010C/YOR341W/YJL148W/YPR110C/YNL113W/YBR154C/YPR187W/YFL023W	9
BP	GO:0042256	cytosolic ribosome assembly	7/462	12/4617	0.5833333333333334	5.829545454545454	5.5853505728760515	4.867021696357633e-5	7.423908372280486e-4	6.913637332993725e-4	YMR229C/YLR029C/YMR194W/YPL249C-A/YNR054C/YPR016C/YPR041W	7
BP	GO:0006415	translational termination	10/462	24/4617	0.4166666666666667	4.163961038961039	5.181516660274957	4.9153731231994086e-5	7.423908372280486e-4	6.913637332993725e-4	YDL229W/YLR249W/YAL003W/YDR091C/YPL226W/YDR429C/YBR271W/YLR075W/YER049W/YBR143C	10
BP	GO:0001731	formation of translation preinitiation complex	8/462	16/4617	0.5	4.996753246753247	5.339610580127038	5.9002160708366904e-5	8.760320810259222e-4	8.158193496696584e-4	YGR162W/YPR163C/YFL023W/YJL138C/YMR260C/YER025W/YOL139C/YJR007W	8
BP	GO:0001522	pseudouridine synthesis	8/462	17/4617	0.47058823529411764	4.702826585179526	5.099731272702434	1.0177433588086384e-4	0.001485905303860612	0.0013837738650468332	YHR089C/YLR175W/YDL208W/YOR243C/YHR072W-A/YNL292W/YOR006C/YNL124W	8
BP	GO:0031118	rRNA pseudouridine synthesis	6/462	10/4617	0.6	5.996103896103896	5.273400169313982	1.4378739985260126e-4	0.0020648813487029296	0.0019229548729208972	YHR089C/YLR175W/YDL208W/YOR243C/YHR072W-A/YOR006C	6
BP	GO:0042790	nucleolar large rRNA transcription by RNA polymerase I	12/462	37/4617	0.32432432432432434	3.241137241137241	4.5635724450057555	1.564135777722605e-4	0.0022099724859435516	0.00205807339174027	YNL248C/YPR010C/YOR341W/YJL148W/YLR196W/YJR063W/YPR110C/YML043C/YNL113W/YBR154C/YPR187W/YFL023W	12
BP	GO:0009303	rRNA transcription	14/462	50/4617	0.28	2.7981818181818188	4.26256949167002	2.617263784600572e-4	0.0036392429766827	0.003389105151320707	YNL248C/YPR010C/YOR341W/YJL148W/YLR196W/YJR063W/YPR110C/YML043C/YNL113W/YEL055C/YBR154C/YPR187W/YMR239C/YFL023W	14
BP	GO:0009156	ribonucleoside monophosphate biosynthetic process	11/462	38/4617	0.2894736842105263	2.892857142857143	3.9065437157256637	8.760124439005516e-4	0.0119904203258888	0.011166277039850783	YMR217W/YML056C/YHR128W/YML022W/YLR432W/YHL011C/YKL181W/YML106W/YNR012W/YDR441C/YBL068W	11
BP	GO:0031123	RNA 3'-end processing	15/462	64/4617	0.234375	2.3422280844155843	3.6052539161384014	0.001256990019065734	0.016925685912963645	0.0157623246605946	YDL014W/YLR048W/YLR175W/YDL060W/YGR214W/YKR057W/YJL050W/YKR079C/YGR280C/YMR239C/YJL136C/YGR158C/YNR024W/YLR293C/YOR001W	15
BP	GO:0006417	regulation of translation	25/462	133/4617	0.18796992481203006	1.8784786641929496	3.4276195439197736	0.0012752229112506855	0.016925685912963645	0.0157623246605946	YDR496C/YBR189W/YIL133C/YGL123W/YMR116C/YAL003W/YIL064W/YDR091C/YPL226W/YLR333C/YNL069C/YGR162W/YOR182C/YBR271W/YGR027C/YFR001W/YGL169W/YJL138C/YPR041W/YNL255C/YER049W/YIL110W/YLR150W/YER025W/YOL139C	25
BP	GO:0016073	snRNA metabolic process	10/462	34/4617	0.29411764705882354	2.9392666157372043	3.784168139461862	0.0013084916926475215	0.017108040638197444	0.015932145511419155	YHR089C/YLR175W/YDL208W/YIL079C/YJL050W/YOR243C/YHR072W-A/YMR239C/YGR158C/YOR001W	10
BP	GO:0000056	ribosomal small subunit export from nucleus	6/462	14/4617	0.42857142857142855	4.282931354359925	4.10179268242854	0.0014481041088698708	0.018654988226029512	0.017372766011983745	YNL178W/YCR047C/YGR081C/YOR145C/YJL010C/YER036C	6
BP	GO:0009124	nucleoside monophosphate biosynthetic process	11/462	41/4617	0.2682926829268293	2.6811846689895473	3.6052278327262477	0.001743857465620463	0.02213940782439892	0.02061768933418549	YMR217W/YML056C/YHR128W/YML022W/YLR432W/YHL011C/YKL181W/YML106W/YNR012W/YDR441C/YBL068W	11
BP	GO:0016180	snRNA processing	9/462	30/4617	0.3	2.998051948051948	3.660761256763858	0.0019516755991674445	0.024423826069581163	0.022745091569244657	YHR089C/YLR175W/YDL208W/YJL050W/YOR243C/YHR072W-A/YMR239C/YGR158C/YOR001W	9
BP	GO:0010608	post-transcriptional regulation of gene expression	29/462	175/4617	0.1657142857142857	1.6560667903525046	2.950164112220577	0.004024123340336487	0.04964974712865863	0.0462371473500486	YDR496C/YBR189W/YIL133C/YJL050W/YGL123W/YMR116C/YAL003W/YIL064W/YDR091C/YPL226W/YLR333C/YNL069C/YGR162W/YLR264W/YOR182C/YBR271W/YGR027C/YFR001W/YOR167C/YGL169W/YJL138C/YPR041W/YNL255C/YER049W/YIL110W/YLR150W/YOR001W/YER025W/YOL139C	29
CC	GO:1990904	ribonucleoprotein complex	242/462	484/4618	0.5	4.9978354978354975	30.99028142890881	3.085671987807124e-135	4.937075180491398e-133	4.1900177518644104e-133	YPL093W/YMR290C/YER131W/YNL175C/YKL009W/YGR103W/YDL014W/YHR089C/YHR052W/YER126C/YNR053C/YDR496C/YGL078C/YJL033W/YNL132W/YOR272W/YGL147C/YKR081C/YER006W/YGR128C/YOR206W/YLR197W/YOR004W/YEL026W/YDR299W/YNL110C/YGL171W/YEL054C/YKL172W/YPL012W/YLR409C/YMR229C/YBR267W/YIL069C/YDR060W/YBR247C/YLR048W/YDL083C/YBR189W/YJL190C/YGR145W/YLR406C/YCR057C/YAL059W/YPR144C/YDL082W/YHR196W/YOR294W/YIL133C/YDL153C/YPL126W/YLR061W/YKL006W/YJL069C/YLR388W/YNL002C/YDR471W/YCL054W/YOL010W/YGR034W/YDR025W/YDL051W/YLR175W/YLL034C/YCL059C/YDL060W/YGL135W/YML093W/YKL099C/YGL029W/YDL208W/YLL045C/YGR214W/YMR242C/YLL011W/YGL120C/YLR448W/YML026C/YHR169W/YKR057W/YOR293W/YER127W/YNL075W/YNL096C/YHL033C/YFR031C-A/YGL076C/YPR137W/YLR002C/YER102W/YOR234C/YLR325C/YLR029C/YBL004W/YPL081W/YNL178W/YJR094W-A/YHR088W/YPL090C/YER117W/YOR096W/YBL027W/YPL198W/YJL177W/YPL266W/YIL018W/YBR181C/YER056C-A/YGL123W/YPL131W/YML063W/YDL148C/YOL041C/YBR191W/YOL121C/YBL087C/YDR064W/YJL109C/YKL180W/YLR167W/YIL091C/YGR081C/YMR128W/YNL301C/YLR221C/YOL120C/YLR186W/YGR085C/YML073C/YHR010W/YJR123W/YMR194W/YDR418W/YLR344W/YER074W/YMR116C/YDL130W/YPL079W/YOR369C/YNL302C/YLL008W/YNL162W/YHR203C/YPR102C/YOR145C/YGL030W/YLR340W/YPL220W/YKR060W/YLR074C/YBR048W/YDR450W/YDL136W/YDL061C/YJL010C/YOL039W/YOR312C/YDR447C/YLR441C/YOR056C/YHR021C/YHL001W/YOL127W/YCR031C/YLR333C/YLR185W/YGL031C/YDL075W/YDL081C/YDR500C/YIL052C/YJR145C/YHR141C/YKL156W/YBR079C/YNR038W/YPL143W/YOR063W/YNL069C/YPL249C-A/YOR361C/YMR230W/YGL103W/YJR002W/YDR382W/YOL040C/YMR142C/YPR132W/YMR309C/YGR148C/YLR264W/YBR031W/YDR012W/YPL217C/YPR043W/YBL092W/YKR094C/YHR062C/YHL015W/YHR072W-A/YIL148W/YLR367W/YGL099W/YDL213C/YJL191W/YDR385W/YOR078W/YBR084C-A/YGR090W/YPR143W/YOR182C/YDR429C/YDR398W/YMR143W/YER002W/YMR014W/YGR027C/YNL308C/YGR118W/YBL072C/YLR075W/YLR003C/YJL189W/YFR001W/YER082C/YJL136C/YDL191W/YOR167C/YPR016C/YNL282W/YML024W/YPR041W/YGL111W/YNL067W/YNL207W/YMR260C/YNL124W/YER025W/YFR032C-A/YDL031W/YJR007W/YGL189C	242
CC	GO:0022626	cytosolic ribosome	136/462	159/4618	0.8553459119496856	8.54975632334123	32.298021263726284	1.0386193819279306e-118	8.308955055423446e-117	7.051678961510688e-117	YER131W/YGL147C/YEL054C/YLR249W/YIL069C/YLR048W/YDL083C/YBR189W/YJL190C/YLR406C/YDL082W/YIL133C/YLR061W/YKL006W/YLR388W/YNL002C/YDR471W/YGR034W/YDR025W/YGL135W/YLL045C/YGR214W/YMR242C/YLR448W/YML026C/YKR057W/YOR293W/YNL096C/YHL033C/YFR031C-A/YGL076C/YER102W/YOR234C/YLR325C/YLR029C/YPL081W/YNL178W/YJR094W-A/YPL090C/YER117W/YOR096W/YBL027W/YPL198W/YJL177W/YIL018W/YBR181C/YER056C-A/YGL123W/YPL131W/YML063W/YBR191W/YOL121C/YBL087C/YDR064W/YKL180W/YLR167W/YNL301C/YOL120C/YGR085C/YML073C/YHR010W/YJR123W/YMR194W/YDR418W/YLR344W/YER074W/YMR116C/YDL130W/YPL079W/YOR369C/YNL302C/YNL162W/YHR203C/YPR102C/YGL030W/YLR340W/YPL220W/YBR048W/YDR450W/YDL136W/YDL061C/YOL039W/YOR312C/YDR447C/YLR441C/YHR021C/YHL001W/YOL127W/YCR031C/YLR333C/YLR185W/YGL031C/YDL075W/YDL081C/YDR500C/YIL052C/YJR145C/YHR141C/YKL156W/YPL143W/YOR063W/YNL069C/YPL249C-A/YMR230W/YGL103W/YDR382W/YOL040C/YMR142C/YPR132W/YGR148C/YLR264W/YBR031W/YDR012W/YPR043W/YBL092W/YKR094C/YHL015W/YIL148W/YLR367W/YGL099W/YJL191W/YBR084C-A/YOR182C/YMR143W/YGR027C/YGR118W/YBL072C/YLR075W/YJL189W/YJL136C/YDL191W/YOR167C/YML024W/YNL067W/YFR032C-A/YGL189C	136
CC	GO:0030684	preribosome	126/462	142/4618	0.8873239436619719	8.869398207426377	31.754392671278946	6.122904179695587e-114	3.2655488958376463e-112	2.771419786599055e-112	YPL093W/YMR290C/YER131W/YNL175C/YKL009W/YGR103W/YDL014W/YHR052W/YER126C/YNR053C/YDR496C/YGL078C/YJL033W/YNL132W/YOR272W/YKR081C/YER006W/YGR128C/YOR206W/YLR197W/YOR004W/YEL026W/YDR299W/YNL110C/YGL171W/YKL172W/YPL012W/YLR409C/YMR229C/YBR267W/YDR060W/YBR247C/YBR189W/YGR145W/YCR057C/YAL059W/YPR144C/YHR196W/YOR294W/YDL153C/YPL126W/YJL069C/YNL002C/YDR471W/YCL054W/YOL010W/YDR025W/YLR175W/YLL034C/YCL059C/YDL060W/YML093W/YKL099C/YGL029W/YGR214W/YLL011W/YGL120C/YHR169W/YER127W/YNL075W/YNL096C/YPR137W/YLR002C/YER102W/YBL004W/YPL081W/YNL178W/YHR088W/YPL090C/YOR096W/YJL177W/YPL266W/YBR181C/YER056C-A/YGL123W/YML063W/YDL148C/YOL041C/YDR064W/YJL109C/YKL180W/YIL091C/YGR081C/YMR128W/YLR221C/YLR186W/YJR123W/YLL008W/YHR203C/YOR145C/YLR340W/YKR060W/YLR074C/YBR048W/YDL136W/YJL010C/YLR441C/YOR056C/YOL127W/YCR031C/YLR185W/YDR500C/YJR145C/YNR038W/YJR002W/YPL217C/YDL213C/YJL191W/YOR078W/YGR090W/YPR143W/YDR398W/YMR143W/YER002W/YMR014W/YNL308C/YBL072C/YLR003C/YFR001W/YER082C/YDL191W/YPR016C/YGL111W/YNL207W/YDL031W/YGL189C	126
CC	GO:0005730	nucleolus	161/462	265/4618	0.6075471698113207	6.07284162378502	28.355875618579454	1.1236665101996484e-101	4.4946660407985934e-100	3.814552100414596e-100	YGR159C/YPL093W/YMR290C/YNL175C/YKL009W/YGR103W/YNL248C/YDL014W/YHR089C/YHR052W/YER126C/YNR053C/YDR496C/YGL078C/YJL033W/YNL132W/YOR272W/YMR131C/YKR081C/YPR010C/YER006W/YDR365C/YGR128C/YOR206W/YLR197W/YOR004W/YOR341W/YEL026W/YDR299W/YNL110C/YGL171W/YJL148W/YKL172W/YPL012W/YDR083W/YLR409C/YMR229C/YDR060W/YBR247C/YPL043W/YBR189W/YGR145W/YCR057C/YAL059W/YPR144C/YLR196W/YHR196W/YOR294W/YIL133C/YDL153C/YPL126W/YJR063W/YKL006W/YJL069C/YNL002C/YCL054W/YGR271C-A/YOL010W/YDL051W/YLR175W/YLL034C/YGR245C/YCL059C/YDL060W/YML093W/YKL099C/YGL029W/YDL208W/YLL011W/YHR169W/YER127W/YNL075W/YLR449W/YNL096C/YPR110C/YPR137W/YLR002C/YIL096C/YBL004W/YIL079C/YJL050W/YBR142W/YPL081W/YML043C/YHR088W/YPL090C/YOR096W/YLR068W/YPL198W/YPL266W/YBR181C/YGL123W/YCR047C/YDL148C/YOL041C/YLR276C/YDR064W/YJL109C/YIL091C/YGR081C/YMR128W/YLR221C/YLR186W/YNL113W/YLL008W/YKL014C/YPL146C/YOR145C/YKR060W/YJL010C/YKL082C/YKR024C/YOR056C/YHL001W/YCR031C/YNR038W/YNL069C/YBL024W/YOR224C/YJR002W/YKR092C/YMR269W/YPL217C/YEL055C/YPR163C/YOL144W/YBR154C/YJR041C/YHR065C/YHR062C/YHR072W-A/YNR054C/YDL213C/YJL191W/YPR187W/YDR412W/YOR078W/YGR090W/YPR143W/YDR398W/YGR280C/YER002W/YMR014W/YNL308C/YFR001W/YMR239C/YER082C/YGR158C/YLR051C/YPR016C/YNL282W/YNR046W/YGL111W/YKL021C/YGR285C/YHR143W-A/YLR106C/YOR001W/YOR210W/YDL031W/YNL022C	161
CC	GO:0044391	ribosomal subunit	136/462	225/4618	0.6044444444444445	6.041827801827802	25.850075851142474	4.641664226372498e-84	1.4853325524391993e-82	1.2605782846358994e-82	YER131W/YDR496C/YGL147C/YEL054C/YIL069C/YLR048W/YDL083C/YBR189W/YJL190C/YLR406C/YDL082W/YIL133C/YLR061W/YKL006W/YLR388W/YNL002C/YDR471W/YGR034W/YDR025W/YGL135W/YLL045C/YGR214W/YMR242C/YLR448W/YML026C/YKR057W/YOR293W/YNL096C/YHL033C/YFR031C-A/YGL076C/YER102W/YOR234C/YLR325C/YLR029C/YPL081W/YNL178W/YJR094W-A/YPL090C/YER117W/YOR096W/YBL027W/YPL198W/YJL177W/YIL018W/YBR181C/YER056C-A/YGL123W/YPL131W/YML063W/YBR191W/YOL121C/YBL087C/YDR064W/YKL180W/YLR167W/YNL301C/YOL120C/YGR085C/YML073C/YHR010W/YJR123W/YMR194W/YDR418W/YLR344W/YER074W/YMR116C/YDL130W/YPL079W/YOR369C/YNL302C/YNL162W/YHR203C/YPR102C/YGL030W/YLR340W/YPL220W/YBR048W/YDR450W/YDL136W/YDL061C/YOL039W/YOR312C/YDR447C/YLR441C/YHR021C/YHL001W/YOL127W/YCR031C/YLR333C/YLR185W/YGL031C/YDL075W/YDL081C/YDR500C/YIL052C/YJR145C/YHR141C/YKL156W/YPL143W/YOR063W/YNL069C/YPL249C-A/YMR230W/YGL103W/YDR382W/YOL040C/YMR142C/YPR132W/YGR148C/YLR264W/YBR031W/YDR012W/YPR043W/YBL092W/YKR094C/YHL015W/YIL148W/YLR367W/YGL099W/YJL191W/YBR084C-A/YOR182C/YMR143W/YGR027C/YGR118W/YBL072C/YLR075W/YJL189W/YJL136C/YDL191W/YOR167C/YML024W/YNL067W/YFR032C-A/YGL189C	136
CC	GO:0005840	ribosome	140/462	256/4618	0.546875	5.466382575757576	24.5129866231816	1.6056622359905911e-78	4.2817659626415766e-77	3.633867165662917e-77	YER131W/YDR496C/YGL147C/YEL054C/YLR249W/YPL012W/YIL069C/YLR048W/YDL083C/YBR189W/YJL190C/YLR406C/YDL082W/YIL133C/YLR061W/YKL006W/YLR388W/YNL002C/YDR471W/YGR034W/YDR025W/YGL135W/YLL045C/YGR214W/YMR242C/YLR448W/YML026C/YKR057W/YOR293W/YKL081W/YNL096C/YHL033C/YFR031C-A/YGL076C/YER102W/YOR234C/YLR325C/YLR029C/YPL081W/YNL178W/YJR094W-A/YPL090C/YER117W/YOR096W/YBL027W/YPL198W/YJL177W/YIL018W/YBR181C/YER056C-A/YGL123W/YPL131W/YML063W/YBR191W/YOL121C/YBL087C/YDR064W/YKL180W/YLR167W/YNL301C/YOL120C/YGR085C/YML073C/YHR010W/YJR123W/YMR194W/YDR418W/YLR344W/YER074W/YMR116C/YDL130W/YPL079W/YOR369C/YNL302C/YNL162W/YHR203C/YPR102C/YGL030W/YLR340W/YPL220W/YBR048W/YDR450W/YDL136W/YDL061C/YOL039W/YOR312C/YDR447C/YLR441C/YHR021C/YHL001W/YOL127W/YCR031C/YLR333C/YLR185W/YGL031C/YDL075W/YDL081C/YDR500C/YIL052C/YJR145C/YHR141C/YKL156W/YPL143W/YOR063W/YNL069C/YPL249C-A/YMR230W/YGL103W/YDR382W/YOL040C/YMR142C/YPR132W/YGR148C/YLR264W/YBR031W/YDR012W/YPR043W/YBL092W/YKR094C/YHL015W/YIL148W/YLR367W/YGL099W/YJL191W/YBR084C-A/YOR182C/YMR143W/YGR027C/YGR118W/YBL072C/YLR075W/YJL189W/YJL136C/YDL191W/YOR167C/YML024W/YNL067W/YGR285C/YFR032C-A/YGL189C	140
CC	GO:0022625	cytosolic large ribosomal subunit	79/462	82/4618	0.9634146341463414	9.629975715341569	26.287127553305492	1.1595990940428918e-77	2.6505122149551812e-76	2.2494478666395948e-76	YGL147C/YEL054C/YLR406C/YDL082W/YIL133C/YLR061W/YKL006W/YNL002C/YDR471W/YGR034W/YGL135W/YLL045C/YMR242C/YLR448W/YHL033C/YFR031C-A/YGL076C/YOR234C/YLR325C/YLR029C/YJR094W-A/YER117W/YBL027W/YPL198W/YJL177W/YIL018W/YER056C-A/YPL131W/YBR191W/YBL087C/YKL180W/YNL301C/YOL120C/YGR085C/YML073C/YHR010W/YMR194W/YDR418W/YLR344W/YDL130W/YPL079W/YNL162W/YPR102C/YGL030W/YLR340W/YPL220W/YDL136W/YOL039W/YOR312C/YHL001W/YOL127W/YLR185W/YGL031C/YDL075W/YDL081C/YDR500C/YIL052C/YHR141C/YPL143W/YOR063W/YNL069C/YPL249C-A/YGL103W/YDR382W/YMR142C/YGR148C/YBR031W/YDR012W/YPR043W/YBL092W/YKR094C/YIL148W/YGL099W/YBR084C-A/YLR075W/YJL189W/YDL191W/YNL067W/YFR032C-A	79
CC	GO:0030686	90S preribosome	70/462	79/4618	0.8860759493670886	8.856923667050248	23.482760226774158	6.517187926467908e-62	1.3034375852935816e-60	1.1062068980452107e-60	YMR290C/YER131W/YGR103W/YDL014W/YNL132W/YOR272W/YGR128C/YOR206W/YLR197W/YDR299W/YGL171W/YPL012W/YLR409C/YMR229C/YDR060W/YBR247C/YBR189W/YGR145W/YCR057C/YPR144C/YHR196W/YPL126W/YJL069C/YOL010W/YDR025W/YLR175W/YCL059C/YDL060W/YGR214W/YLL011W/YGL120C/YHR169W/YNL075W/YPR137W/YER102W/YBL004W/YPL081W/YNL178W/YPL090C/YOR096W/YPL266W/YML063W/YDL148C/YDR064W/YJL109C/YGR081C/YMR128W/YLR186W/YJR123W/YHR203C/YOR145C/YLR340W/YKR060W/YBR048W/YJL010C/YLR441C/YCR031C/YJR145C/YJR002W/YPL217C/YDL213C/YOR078W/YGR090W/YMR143W/YMR014W/YNL308C/YBL072C/YLR003C/YER082C/YGL189C	70
CC	GO:0022627	cytosolic small ribosomal subunit	56/462	60/4618	0.9333333333333333	9.32929292929293	21.65009250161417	1.49856221767532e-52	2.664110609200569e-51	2.260988609124167e-51	YER131W/YIL069C/YLR048W/YDL083C/YBR189W/YJL190C/YLR388W/YDR025W/YGR214W/YML026C/YKR057W/YOR293W/YNL096C/YER102W/YPL081W/YNL178W/YPL090C/YOR096W/YBR181C/YGL123W/YML063W/YOL121C/YDR064W/YLR167W/YJR123W/YER074W/YMR116C/YOR369C/YNL302C/YHR203C/YBR048W/YDR450W/YDL061C/YDR447C/YLR441C/YHR021C/YCR031C/YLR333C/YJR145C/YKL156W/YMR230W/YOL040C/YPR132W/YLR264W/YHL015W/YLR367W/YJL191W/YOR182C/YMR143W/YGR027C/YGR118W/YBL072C/YJL136C/YOR167C/YML024W/YGL189C	56
CC	GO:0015934	large ribosomal subunit	80/462	130/4618	0.6153846153846154	6.151182151182151	19.861649559622013	5.431192847453413e-49	8.689908555925461e-48	7.374988182331476e-48	YDR496C/YGL147C/YEL054C/YLR406C/YDL082W/YIL133C/YLR061W/YKL006W/YNL002C/YDR471W/YGR034W/YGL135W/YLL045C/YMR242C/YLR448W/YHL033C/YFR031C-A/YGL076C/YOR234C/YLR325C/YLR029C/YJR094W-A/YER117W/YBL027W/YPL198W/YJL177W/YIL018W/YER056C-A/YPL131W/YBR191W/YBL087C/YKL180W/YNL301C/YOL120C/YGR085C/YML073C/YHR010W/YMR194W/YDR418W/YLR344W/YDL130W/YPL079W/YNL162W/YPR102C/YGL030W/YLR340W/YPL220W/YDL136W/YOL039W/YOR312C/YHL001W/YOL127W/YLR185W/YGL031C/YDL075W/YDL081C/YDR500C/YIL052C/YHR141C/YPL143W/YOR063W/YNL069C/YPL249C-A/YGL103W/YDR382W/YMR142C/YGR148C/YBR031W/YDR012W/YPR043W/YBL092W/YKR094C/YIL148W/YGL099W/YBR084C-A/YLR075W/YJL189W/YDL191W/YNL067W/YFR032C-A	80
CC	GO:0030687	preribosome, large subunit precursor	44/462	50/4618	0.88	8.796190476190477	18.47853561815119	1.3679780790749398e-38	1.82397077209992e-37	1.5479751947426952e-37	YPL093W/YMR290C/YKL009W/YGR103W/YHR052W/YER126C/YNR053C/YDR496C/YGL078C/YOR272W/YKR081C/YER006W/YOR206W/YNL110C/YKL172W/YBR267W/YDR060W/YAL059W/YOR294W/YNL002C/YDR471W/YCL054W/YLL034C/YGL029W/YLR002C/YHR088W/YJL177W/YER056C-A/YKL180W/YLR221C/YLL008W/YLR074C/YDL136W/YOL127W/YLR185W/YDR500C/YNR038W/YPR143W/YER002W/YFR001W/YDL191W/YPR016C/YGL111W/YDL031W	44
CC	GO:0032040	small-subunit processome	44/462	50/4618	0.88	8.796190476190477	18.47853561815119	1.3679780790749398e-38	1.82397077209992e-37	1.5479751947426952e-37	YDL014W/YJL033W/YGR128C/YLR197W/YOR004W/YEL026W/YDR299W/YLR409C/YMR229C/YBR189W/YGR145W/YCR057C/YPR144C/YHR196W/YDL153C/YPL126W/YJL069C/YCL059C/YML093W/YKL099C/YLL011W/YER127W/YNL075W/YNL096C/YPR137W/YBL004W/YPL081W/YPL090C/YOR096W/YBR181C/YGL123W/YDL148C/YJL109C/YIL091C/YMR128W/YLR186W/YCR031C/YJR002W/YPL217C/YJL191W/YOR078W/YGR090W/YDR398W/YER082C	44
CC	GO:0015935	small ribosomal subunit	56/462	95/4618	0.5894736842105263	5.892185007974482	16.062551635791735	8.786257002264433e-33	1.0813854772017764e-31	9.177547799936129e-32	YER131W/YIL069C/YLR048W/YDL083C/YBR189W/YJL190C/YLR388W/YDR025W/YGR214W/YML026C/YKR057W/YOR293W/YNL096C/YER102W/YPL081W/YNL178W/YPL090C/YOR096W/YBR181C/YGL123W/YML063W/YOL121C/YDR064W/YLR167W/YJR123W/YER074W/YMR116C/YOR369C/YNL302C/YHR203C/YBR048W/YDR450W/YDL061C/YDR447C/YLR441C/YHR021C/YCR031C/YLR333C/YJR145C/YKL156W/YMR230W/YOL040C/YPR132W/YLR264W/YHL015W/YLR367W/YJL191W/YOR182C/YMR143W/YGR027C/YGR118W/YBL072C/YJL136C/YOR167C/YML024W/YGL189C	56
CC	GO:0005666	RNA polymerase III complex	14/462	17/4618	0.8235294117647058	8.231729055258468	9.958722848565653	4.2983487752398225e-12	4.912398600274083e-11	4.1690751278641884e-11	YPR110C/YNL151C/YJL011C/YKL144C/YNL113W/YNR003C/YOR224C/YBR154C/YPR187W/YDL150W/YKR025W/YPR190C/YHR143W-A/YOR210W	14
CC	GO:0005736	RNA polymerase I complex	12/462	13/4618	0.9230769230769231	9.226773226773227	9.902606926321125	1.0442452257912768e-11	1.1138615741773619e-10	9.453167307163137e-11	YNL248C/YPR010C/YOR341W/YJL148W/YJR063W/YPR110C/YNL113W/YOR224C/YBR154C/YPR187W/YHR143W-A/YOR210W	12
CC	GO:0030688	preribosome, small subunit precursor	10/462	12/4618	0.8333333333333334	8.32972582972583	8.47577739200662	5.034577621507771e-9	5.034577621507771e-8	4.2727665340427795e-8	YBR247C/YPR144C/YBL004W/YNL178W/YDL148C/YJL109C/YGR081C/YJL010C/YOR056C/YNL207W	10
CC	GO:0010494	cytoplasmic stress granule	29/462	97/4618	0.29896907216494845	2.988396483241844	6.5983409939952065	2.908853468469552e-8	2.7377444409125194e-7	2.323480479458652e-7	YLR249W/YGR234W/YDL167C/YIR026C/YGR214W/YKL081W/YAL036C/YNL209W/YER110C/YBR079C/YOR361C/YGR162W/YMR309C/YPR163C/YGR264C/YDR429C/YBR025C/YKL056C/YKL181W/YJL138C/YFL045C/YNL255C/YNL207W/YKR059W/YLR180W/YMR260C/YBR143C/YOL139C/YJR007W	29
CC	GO:0005732	sno(s)RNA-containing ribonucleoprotein complex	13/462	28/4618	0.4642857142857143	4.640847247990105	6.442260573457366	7.806500212506216e-7	6.939111300005525e-6	5.889114195399425e-6	YDL014W/YHR089C/YLR197W/YEL026W/YLR175W/YDL208W/YER127W/YPR137W/YJR002W/YHR062C/YHR072W-A/YNL282W/YNL124W	13
CC	GO:0033290	eukaryotic 48S preinitiation complex	8/462	11/4618	0.7272727272727273	7.269578905942542	6.9404681350975705	1.1910439218316287e-6	1.0029843552266347e-5	8.512169856857623e-6	YBR079C/YOR361C/YMR309C/YDR429C/YPR041W/YMR260C/YER025W/YJR007W	8
CC	GO:0070993	cytosolic translation preinitiation complex	8/462	13/4618	0.6153846153846154	6.151182151182151	6.200502997096194	7.740189416352322e-6	6.192151533081858e-5	5.2551812353128923e-5	YBR079C/YOR361C/YMR309C/YDR429C/YPR041W/YMR260C/YER025W/YJR007W	8
CC	GO:0043614	multi-eIF complex	7/462	10/4618	0.7	6.996969696969697	6.329053615355903	8.813576638174559e-6	6.715106010037759e-5	5.699004442729414e-5	YBR079C/YOR361C/YMR309C/YDR429C/YPR041W/YER025W/YJR007W	7
CC	GO:0036464	cytoplasmic ribonucleoprotein granule	29/462	128/4618	0.2265625	2.26464420995671	4.83741481038533	1.574531628030489e-5	1.145113911294901e-4	9.718400957700147e-5	YLR249W/YGR234W/YDL167C/YIR026C/YGR214W/YKL081W/YAL036C/YNL209W/YER110C/YBR079C/YOR361C/YGR162W/YMR309C/YPR163C/YGR264C/YDR429C/YBR025C/YKL056C/YKL181W/YJL138C/YFL045C/YNL255C/YNL207W/YKR059W/YLR180W/YMR260C/YBR143C/YOL139C/YJR007W	29
CC	GO:0035770	ribonucleoprotein granule	29/462	130/4618	0.2230769230769231	2.22980352980353	4.7418099417312085	2.157191265251031e-5	1.5006547932181085e-4	1.273582028454842e-4	YLR249W/YGR234W/YDL167C/YIR026C/YGR214W/YKL081W/YAL036C/YNL209W/YER110C/YBR079C/YOR361C/YGR162W/YMR309C/YPR163C/YGR264C/YDR429C/YBR025C/YKL056C/YKL181W/YJL138C/YFL045C/YNL255C/YNL207W/YKR059W/YLR180W/YMR260C/YBR143C/YOL139C/YJR007W	29
