set	setSize	pMANOVA	s.PC1	s.PC2	p.PC1	p.PC2	s.dist	SD	p.adjustMANOVA
PHD1_bound	622	2.270730827524881e-4	0.008602251769454302	0.08958838259481343	0.7296641332015312	3.164131866579662e-4	0.0900004279515367	0.057265842288672326	3.7845513792081353e-4
RAD23_bound	135	2.4303714404867464e-4	0.10927702183557639	0.1158896572235854	0.030254752460668805	0.021565944705741715	0.15928553026767106	0.004675839324375305	4.0124056800488735e-4
RFX1_bound	357	2.5162112203577005e-4	-0.013444194857008752	0.12335382404545951	0.6726471456221547	1.0452988826748354e-4	0.12408429506585998	0.09673080681882082	4.11529872488409e-4
RBA50_bound	151	3.198652668047326e-4	-0.1344384203808059	0.17885242328955378	0.004883247452464161	1.7986458769443116e-4	0.22374511880939885	0.22153008004296587	5.18300200841002e-4
CBF1_bound	1745	4.2084610528176275e-4	0.051557779823412746	0.021458754913097646	0.0032512478104621324	0.22080340987763517	0.05584516830254788	0.021283224621186623	6.756703525165915e-4
RIM101_bound	73	4.5144596273493157e-4	-0.2069985080699851	0.23771719637717204	0.0023682341107868475	4.806100128416816e-4	0.31521079898477883	0.3144614903147373	7.117391304379552e-4
IXR1_bound	471	4.501578238947355e-4	-0.008238119593270001	0.10395717467977524	0.7692352360689777	2.1151438126269264e-4	0.10428308003618958	0.07933405339769051	7.117391304379552e-4
DIG2_bound	447	4.67124826664718e-4	0.10715996303441735	-0.011586875823640026	1.9056081830284778e-4	0.6868423481353483	0.10778456925223642	0.0839666950009986	7.298825416636219e-4
ERT1_bound	247	6.498730065270386e-4	-0.0660268219781278	0.14431239388794562	0.08039027842800742	1.3137621886581888e-4	0.1586997424389874	0.14873228588836154	0.0010064404968339092
PDR1_bound	489	9.138700952623193e-4	-0.05778718139589252	0.10154372211912245	0.03636711192500653	2.3388115648607813e-4	0.11683529362092324	0.11266396232804661	0.0014028707602711044
HAC1_bound	423	9.244822997244209e-4	0.09945139012164093	0.0033660470502708665	7.307332395824101e-4	0.9090361689346276	0.099508337690223	0.06794259765840162	0.0014068208908849884
SKN7_bound	527	0.0014486043975652178	-0.0118420729170387	0.0925774493647136	0.657717952702401	5.283366720179607e-4	0.09333176748486322	0.07383575229368686	0.002183955460484319
EAF5_bound	1092	0.0014601302221523733	0.06362728781900649	0.005850832850265595	0.0014570729773674706	0.769872231949709	0.06389572755861254	0.040854123101315885	0.002183955460484319
NDD1_bound	309	0.0017084545176609652	-0.0873726324296028	0.11213152872628296	0.01017311530698961	9.706941640295816e-4	0.1421529339555526	0.14107074522826063	0.0025337249202599063
EPL1_bound	1403	0.0017406959209738753	-0.0455178804805078	0.06179892232707297	0.01373535782919715	8.186400813689319e-4	0.07675274747020716	0.07588443900049989	0.00255984694260864
YNR063W_bound	447	0.00179915394624054	0.02932467012830147	0.07790448269370327	0.3075642781131397	0.006695970394583031	0.08324088359638676	0.03435111489376706	0.0026237661716007874
SPN1_bound	75	0.002550261809803245	-0.13001981069777677	0.2283571795436202	0.05308074534004824	6.772323083461e-4	0.262777762801579	0.2534108000209169	0.0036883951794675035
PPR1_bound	492	0.0026270767405956537	-0.08391757208895398	0.0741983219638304	0.0023026380286900318	0.007042878599507418	0.11201584659124363	0.11180482089809753	0.0037683477836413064
RDS2_bound	209	0.004356970249570498	-0.10394679868602827	0.12015765924636534	0.010976494798639396	0.0032773370775675864	0.1588798289042361	0.1584657818981309	0.006198941411990546
SKO1_bound	446	0.004583333232800587	-0.03344096238429161	0.09425424246202532	0.24506148339843475	0.0010454441702352352	0.10001080035315117	0.09029414527183599	0.006468413836613732
OAF3_bound	197	0.006416326729300438	-0.12185381950703665	-0.0013399361836733987	0.0037437035926991364	0.9745808996715064	0.1218611864271384	0.08521618412507453	0.008982857421020613
GZF3_bound	299	0.006987549272241489	0.05668427830361448	0.06236656726403748	0.10067139605111154	0.07088319003630797	0.08427749473674054	0.00401798505657656	0.009704929544779846
CAT8_bound	303	0.007942804956795415	-0.10024054549139731	0.07359009365594729	0.003478529676173605	0.03198126759103469	0.12435300094772135	0.1229168237190791	0.010944809979836202
PDR3_bound	220	0.009646682690112736	-0.1059324486336765	0.09693248997478192	0.007904217965982584	0.01508552552848987	0.14358827001617405	0.1434471737550336	0.013188823990388506
PHO4_bound	159	0.009892986403967331	-0.08923088206877194	0.1364169138524163	0.05551160073672623	0.0034091184215575793	0.1630083577605414	0.1595570866556704	0.013420717989878162
YLL054C_bound	1142	0.010552965152214634	0.033184770626301124	-0.05843320925676992	0.09199252088698066	0.0029979731340088523	0.06719872726150161	0.06478369485393223	0.01420591462798124
SUT2_bound	164	0.015074771423800162	-0.058188309768144805	0.132834831940596	0.2050405238633784	0.0038017790515733722	0.1450205915391327	0.13507375886580944	0.020138053428740674
ECM5_bound	2029	0.019659118846149033	0.04666727964027206	-0.008456180287339915	0.006400389560381078	0.6214056532959946	0.04742722819304694	0.03897817231727934	0.02606322574300061
SUB1_bound	164	0.022250410275648676	0.02898463425586209	0.10136134140865437	0.5278875975137816	0.02724389200146519	0.10542405112263466	0.051178060427692317	0.029276855625853523
MBP1_bound	619	0.0225377665982582	0.05616711124469326	0.013725967840910099	0.024299293277022627	0.5821243103198217	0.057819949660505986	0.030010420302125786	0.029433650408173025
EAF1_bound	2598	0.024191357483972654	0.004981173636994223	0.04057786263614807	0.7712295766145054	0.017818502743817816	0.04088245377811841	0.025170660179090264	0.03135916710885344
LEU3_bound	193	0.030348257642299953	-0.05948889084043202	0.11103304938380017	0.16121861960694936	0.008908146882057627	0.12596533725152426	0.12057722027364168	0.03905106681913597
YRM1_bound	1504	0.0345493033297625	0.04664354698752371	-0.013140509914046423	0.010080944375467898	0.468671297407412	0.04845919393034189	0.04227371204194266	0.044132321771594436
