gene_bins	experiment_strain_condition	experiment	strain	condition	timepoint	size	translation	time	molecules_per_fL
[  7.78,  14.27)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T5	big	OFF_short	18	0.5606785597419693
[  7.78,  14.27)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T6	big	OFF_short	28	0.2958375839960793
[  7.78,  14.27)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T7	big	OFF_short	44	0.1521675072066297
[  7.78,  14.27)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	Tbackground	big	OFF_short	NA	0
[  7.78,  14.27)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	1.2507066877940192
[  7.78,  14.27)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	0.7702024551982674
[  7.78,  14.27)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	0.6178781179086833
[  7.78,  14.27)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	0.46964456737276594
[  7.78,  14.27)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.32339544662159475
[  7.78,  14.27)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.23883036483161116
[  7.78,  14.27)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T1	small	ON	4	5.875719076841897
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T3	small	ON	10	2.9014604070978214
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T4	small	ON	13	1.8814094902054332
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T5	small	ON	18	1.0726057624225043
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T6	small	ON	28	0.3919368675910446
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T7	small	ON	44	0.11694423933574173
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	Tbackground	small	ON	NA	0
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T1	small	OFF_short	4	7.274932790765957
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T3	small	OFF_short	10	4.309758689303968
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T4	small	OFF_short	13	3.2796813493491404
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T5	small	OFF_short	18	2.095009930784178
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T6	small	OFF_short	28	1.035085680170291
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T7	small	OFF_short	44	0.4648297230204777
[ 14.27,  19.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	Tbackground	small	OFF_short	NA	0
[ 14.27,  19.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	6.962136289185454
[ 14.27,  19.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	3.673687381906621
[ 14.27,  19.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	2.9362621017437758
[ 14.27,  19.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	2.3272668039070736
[ 14.27,  19.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	1.5513932202393224
[ 14.27,  19.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	0.9508723541148425
[ 14.27,  19.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T1	big	ON	4	3.260738004817636
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T3	big	ON	10	2.2899526936890093
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T4	big	ON	13	1.7042825243592716
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T5	big	ON	18	1.0106178959719863
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T6	big	ON	28	0.5771220049158771
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T7	big	ON	44	0.2622774247997655
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	Tbackground	big	ON	NA	0
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T1	big	OFF_short	4	2.132374165016752
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T3	big	OFF_short	10	1.427408448242528
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T4	big	OFF_short	13	1.0629833091011303
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T5	big	OFF_short	18	0.6963769695485614
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T6	big	OFF_short	28	0.3979326182103658
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	T7	big	OFF_short	44	0.19584257337980263
[ 14.27,  19.55)	exp250624_MS1039_7.5hr-arrest_30min-PhIAA	exp250624	MS1039	7.5hr-arrest_30min-PhIAA	Tbackground	big	OFF_short	NA	0
[ 14.27,  19.55)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T1	big	OFF	4	1.7192432919298264
[ 14.27,  19.55)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T3	big	OFF	10	0.955111546751731
[ 14.27,  19.55)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T4	big	OFF	13	0.7822024171166845
[ 14.27,  19.55)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T5	big	OFF	18	0.611879466493501
[ 14.27,  19.55)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T6	big	OFF	28	0.4132133132487041
[ 14.27,  19.55)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	T7	big	OFF	44	0.3045104041130584
[ 14.27,  19.55)	exp250624_MS1039_7.5hr_arrest_60min-PhIAA	exp250624	MS1039	7.5hr_arrest_60min-PhIAA	Tbackground	big	OFF	NA	0
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T1	small	ON	4	7.164578803859398
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T3	small	ON	10	3.7156016578271576
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T4	small	ON	13	2.4534654477273903
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T5	small	ON	18	1.4245231629925115
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T6	small	ON	28	0.504266026239188
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	T7	small	ON	44	0.16089933384850913
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_1hr-DMSO	exp250624	MS1039	1.5hr-arrest_1hr-DMSO	Tbackground	small	ON	NA	0
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T1	small	OFF_short	4	8.561803085865082
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T3	small	OFF_short	10	5.521343729787871
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T4	small	OFF_short	13	4.144940167718314
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T5	small	OFF_short	18	2.7501025686471903
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T6	small	OFF_short	28	1.3794055540528893
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	T7	small	OFF_short	44	0.6345232742352505
[ 19.55,  24.55)	exp250624_MS1039_1.5hr-arrest_30min-PhIAA	exp250624	MS1039	1.5hr-arrest_30min-PhIAA	Tbackground	small	OFF_short	NA	0
[ 19.55,  24.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T1	small	OFF	4	8.255639360139968
[ 19.55,  24.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T3	small	OFF	10	4.711994941722442
[ 19.55,  24.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T4	small	OFF	13	3.779154996071063
[ 19.55,  24.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T5	small	OFF	18	2.859271560750785
[ 19.55,  24.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T6	small	OFF	28	1.9556855191448201
[ 19.55,  24.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	T7	small	OFF	44	1.0753862694217542
[ 19.55,  24.55)	exp250624_MS1039_1.5hr_arrest_60min-PhIAA	exp250624	MS1039	1.5hr_arrest_60min-PhIAA	Tbackground	small	OFF	NA	0
[ 19.55,  24.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T1	big	ON	4	3.6583262436217807
[ 19.55,  24.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T3	big	ON	10	2.6238906208380044
[ 19.55,  24.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T4	big	ON	13	1.9749725210496811
[ 19.55,  24.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T5	big	ON	18	1.1917711870387628
[ 19.55,  24.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T6	big	ON	28	0.7005722448534718
[ 19.55,  24.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	T7	big	ON	44	0.3184577320674346
[ 19.55,  24.55)	exp250624_MS1039_7.5hr-arrest_1hr-DMSO	exp250624	MS1039	7.5hr-arrest_1hr-DMSO	Tbackground	big	ON	NA	0
