query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	2.84944084687147e-4	31	462	16	0.03463203463203463	0.5161290322580645	GO:0000967	GO:BP	rRNA 5'-end processing	4618	263	
query_1	TRUE	4.436696314540282e-4	28	462	15	0.032467532467532464	0.5357142857142857	GO:0000480	GO:BP	endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4618	167	
query_1	TRUE	0.0018407639687097871	1669	462	221	0.47835497835497837	0.1324146195326543	GO:0006139	GO:BP	nucleobase-containing compound metabolic process	4618	1882	
query_1	TRUE	0.0028459573560199497	2387	462	293	0.6341991341991342	0.12274821952241308	GO:0009058	GO:BP	biosynthetic process	4618	3094	
query_1	TRUE	0.007841187602116394	29	462	14	0.030303030303030304	0.4827586206896552	GO:0000472	GO:BP	endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	4618	160	
query_1	TRUE	0.04232877047465391	61	462	20	0.04329004329004329	0.32786885245901637	GO:0000966	GO:BP	RNA 5'-end processing	4618	262	
query_1	TRUE	1.2740933046890918e-31	265	462	100	0.21645021645021645	0.37735849056603776	GO:0005730	GO:CC	nucleolus	4618	300	
query_1	TRUE	1.8706078824415015e-29	158	462	74	0.16017316017316016	0.46835443037974683	GO:0030684	GO:CC	preribosome	4618	942	
query_1	TRUE	1.978822244030409e-18	582	462	133	0.2878787878787879	0.22852233676975944	GO:0031981	GO:CC	nuclear lumen	4618	1198	
query_1	TRUE	2.4242127195787383e-18	73	462	41	0.08874458874458875	0.5616438356164384	GO:0032040	GO:CC	small-subunit processome	4618	1210	
query_1	TRUE	3.064873510282677e-15	899	462	169	0.3658008658008658	0.18798665183537264	GO:0031974	GO:CC	membrane-enclosed lumen	4618	1193	
query_1	TRUE	3.064873510282677e-15	899	462	169	0.3658008658008658	0.18798665183537264	GO:0070013	GO:CC	intracellular organelle lumen	4618	2333	
query_1	TRUE	3.064873510282677e-15	899	462	169	0.3658008658008658	0.18798665183537264	GO:0043233	GO:CC	organelle lumen	4618	1847	
query_1	TRUE	9.089552826893027e-14	500	462	112	0.24242424242424243	0.224	GO:1990904	GO:CC	ribonucleoprotein complex	4618	4049	
query_1	TRUE	8.804931029469225e-12	83	462	37	0.08008658008658008	0.4457831325301205	GO:0030686	GO:CC	90S preribosome	4618	943	
query_1	TRUE	7.677170762690212e-11	1285	462	204	0.44155844155844154	0.15875486381322956	GO:0043232	GO:CC	intracellular membraneless organelle	4618	1846	
query_1	TRUE	7.677170762690212e-11	1285	462	204	0.44155844155844154	0.15875486381322956	GO:0043228	GO:CC	membraneless organelle	4618	1842	
query_1	TRUE	2.0232922219138105e-9	53	462	27	0.05844155844155844	0.5094339622641509	GO:0030687	GO:CC	preribosome, large subunit precursor	4618	944	
query_1	TRUE	7.032458661632855e-5	1981	462	259	0.5606060606060606	0.13074204946996468	GO:0005634	GO:CC	nucleus	4618	238	
query_1	TRUE	7.068491129519503e-7	481	462	94	0.20346320346320346	0.19542619542619544	GO:0003723	GO:MF	RNA binding	4618	333	
query_1	TRUE	1.360303820263966e-6	24	462	16	0.03463203463203463	0.6666666666666666	GO:0030515	GO:MF	snoRNA binding	4618	3651	
query_1	TRUE	9.829725305714758e-6	852	462	138	0.2987012987012987	0.1619718309859155	GO:0003676	GO:MF	nucleic acid binding	4618	311	
query_1	TRUE	8.196812728872701e-4	59	462	22	0.047619047619047616	0.3728813559322034	GO:0019843	GO:MF	rRNA binding	4618	3440	
query_1	TRUE	0.04367493551382281	230	462	47	0.10173160173160173	0.20434782608695654	GO:0140098	GO:MF	catalytic activity, acting on RNA	4618	9192	
