Gene_ID	Gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Direction	Model_factor
YMR030W-A	YMR030W-A	34.28195438	0.135977045	0.197928117	0	1	1	Upregulated	Age_48h_vs_log
YMR034C	RCH1	153.2834661	0.476050232	0.149777368	0	1	1	Upregulated	Age_48h_vs_log
YMR036C	MIH1	304.5413623	0.272164908	0.089310314	0	1	1	Upregulated	Age_48h_vs_log
YMR041C	ARA2	257.1076366	0.407283304	0.093742205	0	1	1	Upregulated	Age_48h_vs_log
YMR045C	YMR045C	4544.231452	0.22178035	0.114843487	0	1	1	Upregulated	Age_48h_vs_log
YMR046W-A	YMR046W-A	10.39011841	0.195299853	0.281681257	0	1	1	Upregulated	Age_48h_vs_log
YMR048W	CSM3	250.8719851	0.310950547	0.077193374	0	1	1	Upregulated	Age_48h_vs_log
YMR050C	YMR050C	4417.728353	0.474077773	0.123975398	0	1	1	Upregulated	Age_48h_vs_log
YMR051C	YMR051C	439.5281244	0.409098029	0.16320916	0	1	1	Upregulated	Age_48h_vs_log
YMR052W	FAR3	121.4653386	0.54313526	0.116516409	0.370207601	0.711227814	1	Upregulated	Age_48h_vs_log
YMR055C	BUB2	110.420774	0.252558938	0.087410544	0	1	1	Upregulated	Age_48h_vs_log
YMR059W	SEN15	120.1891629	0.097596913	0.108800786	0	1	1	Upregulated	Age_48h_vs_log
YMR063W	RIM9	97.17854037	0.197299299	0.132431599	0	1	1	Upregulated	Age_48h_vs_log
YMR064W	AEP1	557.5533685	0.185584453	0.065120323	0	1	1	Upregulated	Age_48h_vs_log
YMR065W	KAR5	157.6877991	0.378184526	0.111047515	0	1	1	Upregulated	Age_48h_vs_log
YMR066W	SOV1	353.2032754	0.251229351	0.076568697	0	1	1	Upregulated	Age_48h_vs_log
YMR069W	NAT4	47.20277279	0.043037687	0.162144718	0	1	1	Upregulated	Age_48h_vs_log
YMR070W	MOT3	744.2156628	0.277195551	0.10894438	0	1	1	Upregulated	Age_48h_vs_log
YMR073C	IRC21	271.6503448	0.086747924	0.069302263	0	1	1	Upregulated	Age_48h_vs_log
YMR075W	RCO1	557.4396103	0.282334657	0.050465717	0	1	1	Upregulated	Age_48h_vs_log
YMR075C-A	YMR075C-A	32.85504774	0.357889831	0.173862666	0	1	1	Upregulated	Age_48h_vs_log
YMR076C	PDS5	1042.306186	0.041213436	0.05847442	0	1	1	Upregulated	Age_48h_vs_log
YMR077C	VPS20	248.7190975	0.133198897	0.10519322	0	1	1	Upregulated	Age_48h_vs_log
YMR087W	YMR087W	181.3639395	0.297133261	0.094232997	0	1	1	Upregulated	Age_48h_vs_log
YMR097C	MTG1	352.209709	0.218737451	0.081141314	0	1	1	Upregulated	Age_48h_vs_log
YMR100W	MUB1	582.7194541	0.346212418	0.059700241	0	1	1	Upregulated	Age_48h_vs_log
YMR102C	YMR102C	823.7592339	0.352669835	0.093705281	0	1	1	Upregulated	Age_48h_vs_log
YMR106C	YKU80	213.4692405	0.257366262	0.104818715	0	1	1	Upregulated	Age_48h_vs_log
YMR111C	YMR111C	234.7963091	0.358637632	0.079729623	0	1	1	Upregulated	Age_48h_vs_log
YMR115W	MGR3	569.1953216	0.125553693	0.064976572	0	1	1	Upregulated	Age_48h_vs_log
YMR117C	SPC24	151.8507972	0.554812084	0.127847784	0.428729242	0.668120277	1	Upregulated	Age_48h_vs_log
YMR119W	ASI1	705.2770927	0.268738998	0.066735765	0	1	1	Upregulated	Age_48h_vs_log
YMR119W-A	YMR119W-A	191.0194826	0.431728151	0.100318368	0	1	1	Upregulated	Age_48h_vs_log
YMR122C	YMR122C	9.279954273	0.586590155	0.287441484	0.301244462	0.763228088	1	Upregulated	Age_48h_vs_log
YMR122W-A	YMR122W-A	3818.812783	0.383993883	0.136756886	0	1	1	Upregulated	Age_48h_vs_log
YMR134W	ERG29	360.3723996	0.200499953	0.084314277	0	1	1	Upregulated	Age_48h_vs_log
YMR137C	PSO2	334.7298094	0.569476183	0.076635004	0.906585497	0.364626034	1	Upregulated	Age_48h_vs_log
YMR139W	RIM11	524.863039	0.347124176	0.071680637	0	1	1	Upregulated	Age_48h_vs_log
YMR144W	FDO1	370.0157928	0.530778939	0.081833398	0.37611708	0.706829857	1	Upregulated	Age_48h_vs_log
YMR147W	YMR147W	224.9354021	0.532020762	0.10078585	0.317710892	0.750704248	1	Upregulated	Age_48h_vs_log
YMR151W	YIM2	6.239444669	0.628156904	0.328197261	0.390487429	0.696176149	1	Upregulated	Age_48h_vs_log
YMR153C-A	YMR153C-A	17.83275676	0.010484818	0.216413709	0	1	1	Upregulated	Age_48h_vs_log
YMR154C	RIM13	130.7123079	0.300434146	0.088142955	0	1	1	Upregulated	Age_48h_vs_log
YMR155W	YMR155W	307.2310968	0.490338334	0.073221701	0	1	1	Upregulated	Age_48h_vs_log
YMR156C	TPP1	103.4280512	0.048499688	0.089019303	0	1	1	Upregulated	Age_48h_vs_log
YMR158W-B	YMR158W-B	0.219826668	0.395228877	2.416401937	0	1	1	Upregulated	Age_48h_vs_log
YMR160W	YMR160W	302.6086382	0.511556166	0.080575492	0.14342036	0.885958204	1	Upregulated	Age_48h_vs_log
YMR162C	DNF3	1034.098911	0.304548632	0.080038456	0	1	1	Upregulated	Age_48h_vs_log
YMR163C	INP2	239.4966566	0.433762769	0.09761759	0	1	1	Upregulated	Age_48h_vs_log
YMR164C	MSS11	309.0141208	0.101381123	0.079648269	0	1	1	Upregulated	Age_48h_vs_log
YMR165C	PAH1	553.5822468	0.117937479	0.057474632	0	1	1	Upregulated	Age_48h_vs_log
YMR167W	MLH1	281.1830931	0.058303099	0.075338173	0	1	1	Upregulated	Age_48h_vs_log
YMR168C	CEP3	204.8198498	0.055104453	0.067904934	0	1	1	Upregulated	Age_48h_vs_log
YMR172W	HOT1	508.4575934	0.202460064	0.0658674	0	1	1	Upregulated	Age_48h_vs_log
YMR172C-A	YMR172C-A	0.93933249	1.3084523	1.227561209	0.658584105	0.510162873	1	Upregulated	Age_48h_vs_log
YMR176W	ECM5	849.9897634	0.441532494	0.075368351	0	1	1	Upregulated	Age_48h_vs_log
YMR179W	SPT21	488.2802373	0.002848825	0.090302456	0	1	1	Upregulated	Age_48h_vs_log
YMR180C	CTL1	301.8951016	0.334512873	0.10144612	0	1	1	Upregulated	Age_48h_vs_log
YMR182C	RGM1	143.9602676	0.562074175	0.18346043	0.338351844	0.735098059	1	Upregulated	Age_48h_vs_log
YMR182W-A	YMR182W-A	19.4663816	0.399144445	0.210364375	0	1	1	Upregulated	Age_48h_vs_log
YMR184W	ADD37	392.8563842	0.512311076	0.091256679	0.13490603	0.892686172	1	Upregulated	Age_48h_vs_log
YMR187C	YMR187C	173.8446837	0.380102589	0.114612146	0	1	1	Upregulated	Age_48h_vs_log
YMR188C	MRPS17	523.4915368	0.264712667	0.121742813	0	1	1	Upregulated	Age_48h_vs_log
YMR189W	GCV2	1359.198021	0.649868774	0.245266351	0.611044987	0.541169798	1	Upregulated	Age_48h_vs_log
YMR190C	SGS1	717.6502268	0.180099635	0.067024472	0	1	1	Upregulated	Age_48h_vs_log
YMR193W	MRPL24	395.2236554	0.100512925	0.070739475	0	1	1	Upregulated	Age_48h_vs_log
YMR193C-A	YMR193C-A	1.086582565	0.57406946	0.916372073	0.080829023	0.935577926	1	Upregulated	Age_48h_vs_log
YMR194C-B	CMC4	50.93775734	0.47705853	0.152257059	0	1	1	Upregulated	Age_48h_vs_log
YMR197C	VTI1	508.9032137	0.517999689	0.069720837	0.258167993	0.796277259	1	Upregulated	Age_48h_vs_log
YMR198W	CIK1	403.1159695	0.43289215	0.091433996	0	1	1	Upregulated	Age_48h_vs_log
YMR200W	ROT1	1423.173654	0.293809054	0.066671728	0	1	1	Upregulated	Age_48h_vs_log
YMR201C	RAD14	319.2198718	0.45396199	0.069622946	0	1	1	Upregulated	Age_48h_vs_log
YMR204C	INP1	145.6834212	0.536353811	0.10659908	0.341033062	0.733078692	1	Upregulated	Age_48h_vs_log
YMR207C	HFA1	874.9509078	0.234849325	0.074340133	0	1	1	Upregulated	Age_48h_vs_log
YMR210W	MGL2	375.4742098	0.210143074	0.086996172	0	1	1	Upregulated	Age_48h_vs_log
YMR213W	CEF1	374.9072254	0.10730853	0.079637841	0	1	1	Upregulated	Age_48h_vs_log
YMR219W	ESC1	1200.873908	0.249421829	0.077708878	0	1	1	Upregulated	Age_48h_vs_log
YMR222C	FSH2	293.1512314	0.212425503	0.065475929	0	1	1	Upregulated	Age_48h_vs_log
YMR224C	MRE11	341.663036	0.214877819	0.06511895	0	1	1	Upregulated	Age_48h_vs_log
YMR227C	TAF7	784.8161491	0.30980898	0.07187701	0	1	1	Upregulated	Age_48h_vs_log
YMR232W	FUS2	122.1478144	0.300971523	0.14949066	0	1	1	Upregulated	Age_48h_vs_log
YMR236W	TAF9	448.5726549	0.38485503	0.077800378	0	1	1	Upregulated	Age_48h_vs_log
YMR238W	DFG5	1553.339496	0.302342609	0.074362752	0	1	1	Upregulated	Age_48h_vs_log
YMR240C	CUS1	385.7257213	0.380817719	0.080116326	0	1	1	Upregulated	Age_48h_vs_log
YMR242W-A	YMR242W-A	0.388477463	0.749683755	1.361852864	0.183341212	0.8545303	1	Upregulated	Age_48h_vs_log
YMR245W	YMR245W	4.89175237	0.304609576	0.436376602	0	1	1	Upregulated	Age_48h_vs_log
YMR247W-A	YMR247W-A	0.05720424	0.261418582	4.519825922	0	1	1	Upregulated	Age_48h_vs_log
YMR251W-A	HOR7	2428.166784	0.554848319	0.182010068	0.301347719	0.763149356	1	Upregulated	Age_48h_vs_log
YMR255W	GFD1	465.7628038	0.038007026	0.082647596	0	1	1	Upregulated	Age_48h_vs_log
YMR257C	PET111	345.963938	0.349767116	0.073259946	0	1	1	Upregulated	Age_48h_vs_log
YMR258C	ROY1	376.0125389	0.161872888	0.077047739	0	1	1	Upregulated	Age_48h_vs_log
YMR262W	YMR262W	183.7411273	0.441054633	0.116799041	0	1	1	Upregulated	Age_48h_vs_log
YMR265C	YMR265C	302.538945	0.049114363	0.078995119	0	1	1	Upregulated	Age_48h_vs_log
YMR268C	PRP24	224.5974337	0.029942146	0.085821935	0	1	1	Upregulated	Age_48h_vs_log
YMR272C	SCS7	1185.960494	0.498065134	0.135831976	0	1	1	Upregulated	Age_48h_vs_log
YMR272W-A	YMR272W-A	0.318907224	0.787048171	1.829553494	0.156895205	0.875327439	1	Upregulated	Age_48h_vs_log
YMR272W-B	YMR272W-B	0.122373923	0.0077993	4.519882041	0	1	1	Upregulated	Age_48h_vs_log
YMR273C	ZDS1	745.2534327	0.361644765	0.080721202	0	1	1	Upregulated	Age_48h_vs_log
YMR275C	BUL1	919.1062268	0.117210788	0.062865458	0	1	1	Upregulated	Age_48h_vs_log
YMR284W	YKU70	301.9284562	0.107972914	0.104546492	0	1	1	Upregulated	Age_48h_vs_log
YMR286W	MRPL33	294.5060238	0.082113852	0.116902272	0	1	1	Upregulated	Age_48h_vs_log
YMR289W	ABZ2	526.6233189	0.013755469	0.051181197	0	1	1	Upregulated	Age_48h_vs_log
YMR290W-A	YMR290W-A	1.552902528	1.077582709	0.763057581	0.756932011	0.449090596	1	Upregulated	Age_48h_vs_log
YMR293C	HER2	218.4678328	0.357029414	0.069700641	0	1	1	Upregulated	Age_48h_vs_log
YMR294W	JNM1	311.0146756	0.002146889	0.090230658	0	1	1	Upregulated	Age_48h_vs_log
YMR294W-A	YMR294W-A	4.446671357	0.112927036	0.411275508	0	1	1	Upregulated	Age_48h_vs_log
YMR295C	YMR295C	1668.981119	0.176038137	0.083436744	0	1	1	Upregulated	Age_48h_vs_log
YMR297W	PRC1	5936.355136	0.167990628	0.06521906	0	1	1	Upregulated	Age_48h_vs_log
YMR299C	DYN3	362.7600528	0.286994658	0.086094272	0	1	1	Upregulated	Age_48h_vs_log
YMR304W	UBP15	768.494619	0.475648381	0.078414183	0	1	1	Upregulated	Age_48h_vs_log
YMR304C-A	YMR304C-A	1437.531538	0.352962989	0.09800414	0	1	1	Upregulated	Age_48h_vs_log
YMR305C	SCW10	5020.535823	0.081902602	0.075396236	0	1	1	Upregulated	Age_48h_vs_log
YMR306C-A	YMR306C-A	5.290529954	0.378376865	0.407197742	0	1	1	Upregulated	Age_48h_vs_log
YMR311C	GLC8	1078.292581	0.239823946	0.089260486	0	1	1	Upregulated	Age_48h_vs_log
YMR313C	TGL3	634.4938641	0.389287673	0.053840642	0	1	1	Upregulated	Age_48h_vs_log
YMR315W	YMR315W	1312.790106	0.153538845	0.074489416	0	1	1	Upregulated	Age_48h_vs_log
YMR316W	DIA1	494.5521587	0.180691774	0.28955206	0	1	1	Upregulated	Age_48h_vs_log
YMR316C-A	YMR316C-A	5.017707683	0.745613634	0.392705684	0.625439468	0.531682665	1	Upregulated	Age_48h_vs_log
YMR320W	YMR320W	79.33398717	0.572664097	0.116847896	0.621869107	0.53402794	1	Upregulated	Age_48h_vs_log
YBL113W-A	YBL113W-A	2.526318791	0.640185964	0.616954425	0.227222561	0.820250685	1	Upregulated	Age_48h_vs_log
YBL112C	YBL112C	78.07640389	0.319478423	0.159280127	0	1	1	Upregulated	Age_48h_vs_log
YBL111C	YBL111C	235.9573423	0.318581798	0.166421089	0	1	1	Upregulated	Age_48h_vs_log
YBL108W	YBL108W	0.122521349	0.097548533	4.12102587	0	1	1	Upregulated	Age_48h_vs_log
YBL107C	MIX23	461.7946998	0.141920344	0.092108607	0	1	1	Upregulated	Age_48h_vs_log
YBL105C	PKC1	1365.748518	0.154437218	0.060363834	0	1	1	Upregulated	Age_48h_vs_log
YBL103C	RTG3	441.6786979	0.075459471	0.066089546	0	1	1	Upregulated	Age_48h_vs_log
YBL100W-C	YBL100W-C	0.756325649	1.301998869	0.984554465	0.814580501	0.415312476	1	Upregulated	Age_48h_vs_log
YBL100W-B	YBL100W-B	1216.790047	0.291172488	0.118651513	0	1	1	Upregulated	Age_48h_vs_log
YBL100C	YBL100C	1.306046963	0.400563742	0.937769238	0	1	1	Upregulated	Age_48h_vs_log
YBL099W	ATP1	7142.308531	0.580701484	0.094686223	0.852304386	0.394045173	1	Upregulated	Age_48h_vs_log
YBL097W	BRN1	300.1056776	0.060948413	0.093158036	0	1	1	Upregulated	Age_48h_vs_log
YBL094C	YBL094C	14.02068501	0.391553365	0.352574475	0	1	1	Upregulated	Age_48h_vs_log
YBL093C	ROX3	610.9654353	0.045625335	0.099706228	0	1	1	Upregulated	Age_48h_vs_log
YBL091C-A	SCS22	156.9832376	0.428904667	0.10175855	0	1	1	Upregulated	Age_48h_vs_log
YBL088C	TEL1	820.8193086	0.228772238	0.086346457	0	1	1	Upregulated	Age_48h_vs_log
YBL086C	YBL086C	343.2889616	0.284154553	0.104844644	0	1	1	Upregulated	Age_48h_vs_log
YBL084C	CDC27	432.1777993	0.127095059	0.070477683	0	1	1	Upregulated	Age_48h_vs_log
YBL080C	PET112	209.385842	0.44600275	0.074522636	0	1	1	Upregulated	Age_48h_vs_log
YBL074C	AAR2	121.6839082	0.331741973	0.117542563	0	1	1	Upregulated	Age_48h_vs_log
YBL073W	YBL073W	0.413108757	0.281219489	1.506007156	0	1	1	Upregulated	Age_48h_vs_log
YBL071C-B	YBL071C-B	2.153826857	0.921429683	0.653136773	0.645239559	0.518771954	1	Upregulated	Age_48h_vs_log
YBL071W-A	KTI11	156.8820441	0.022675831	0.125789499	0	1	1	Upregulated	Age_48h_vs_log
YBL071C	YBL071C	1.673780943	0.9105326	0.653479353	0.628225816	0.529856021	1	Upregulated	Age_48h_vs_log
YBL070C	YBL070C	2.588607841	0.23682072	0.599933415	0	1	1	Upregulated	Age_48h_vs_log
YBL062W	YBL062W	6.84891595	0.430357573	0.321323803	0	1	1	Upregulated	Age_48h_vs_log
YBL061C	SKT5	1459.587444	0.159893646	0.049354747	0	1	1	Upregulated	Age_48h_vs_log
YBL060W	YEL1	419.3062565	0.30553818	0.07454979	0	1	1	Upregulated	Age_48h_vs_log
YBL059C-A	CMC2	214.8428772	0.099451457	0.124226003	0	1	1	Upregulated	Age_48h_vs_log
YBL059W	YBL059W	118.8950435	0.425383464	0.114090283	0	1	1	Upregulated	Age_48h_vs_log
YBL046W	PSY4	517.5088191	0.269322723	0.067707386	0	1	1	Upregulated	Age_48h_vs_log
YBL038W	MRPL16	522.9391075	0.340374499	0.074340779	0	1	1	Upregulated	Age_48h_vs_log
YBL037W	APL3	516.1306819	0.006000055	0.074944188	0	1	1	Upregulated	Age_48h_vs_log
YBL034C	STU1	634.5611177	0.206368126	0.071210602	0	1	1	Upregulated	Age_48h_vs_log
YBL033C	RIB1	442.5425548	0.46713325	0.078175203	0	1	1	Upregulated	Age_48h_vs_log
YBL030C	PET9	4866.658543	0.359064119	0.129485383	0	1	1	Upregulated	Age_48h_vs_log
YBL025W	RRN10	102.3805792	0.10482585	0.099759689	0	1	1	Upregulated	Age_48h_vs_log
YBL019W	APN2	216.5098162	0.509474298	0.085759111	0.110475707	0.912032115	1	Upregulated	Age_48h_vs_log
YBL013W	FMT1	52.63340254	0.187731948	0.164143667	0	1	1	Upregulated	Age_48h_vs_log
YBL012C	YBL012C	0.651250466	1.145057067	0.944181299	0.683191955	0.494485556	1	Upregulated	Age_48h_vs_log
YBL010C	YBL010C	206.4959131	0.290227213	0.079131343	0	1	1	Upregulated	Age_48h_vs_log
YBL006C	LDB7	385.4352063	0.115278384	0.101797401	0	1	1	Upregulated	Age_48h_vs_log
YBL005W	PDR3	449.1595273	0.16654069	0.113790689	0	1	1	Upregulated	Age_48h_vs_log
YBL005W-B	YBL005W-B	4123.069324	0.263855952	0.117176036	0	1	1	Upregulated	Age_48h_vs_log
YBR003W	COQ1	565.7318618	0.077990844	0.054821553	0	1	1	Upregulated	Age_48h_vs_log
YBR004C	GPI18	686.0939186	0.105869524	0.109795652	0	1	1	Upregulated	Age_48h_vs_log
YBR007C	DSF2	479.9999864	0.172207397	0.07158543	0	1	1	Upregulated	Age_48h_vs_log
YBR008C	FLR1	392.7313526	0.421388046	0.089865903	0	1	1	Upregulated	Age_48h_vs_log
YBR012C	YBR012C	155.2612348	0.52972091	0.238138646	0.124805069	0.900677874	1	Upregulated	Age_48h_vs_log
YBR012W-B	YBR012W-B	3739.985211	0.384778175	0.120276908	0	1	1	Upregulated	Age_48h_vs_log
YBR012W-A	YBR012W-A	425.0819922	0.43790427	0.171031681	0	1	1	Upregulated	Age_48h_vs_log
YBR013C	YBR013C	190.9049201	0.380957048	0.119794128	0	1	1	Upregulated	Age_48h_vs_log
YBR014C	GRX7	587.0635786	0.006133871	0.086830247	0	1	1	Upregulated	Age_48h_vs_log
YBR020W	GAL1	72.63854452	0.437346645	0.112161578	0	1	1	Upregulated	Age_48h_vs_log
YBR021W	FUR4	480.7828638	0.158635042	0.132603977	0	1	1	Upregulated	Age_48h_vs_log
YBR023C	CHS3	2703.127335	0.492748381	0.107610204	0	1	1	Upregulated	Age_48h_vs_log
YBR024W	SCO2	351.8712168	0.568029304	0.084359164	0.806424579	0.419998079	1	Upregulated	Age_48h_vs_log
YBR026C	ETR1	924.2193702	0.078804864	0.078363825	0	1	1	Upregulated	Age_48h_vs_log
YBR036C	CSG2	1727.693375	0.315693558	0.055048851	0	1	1	Upregulated	Age_48h_vs_log
YBR037C	SCO1	286.122728	0.420939773	0.083441915	0	1	1	Upregulated	Age_48h_vs_log
YBR038W	CHS2	1494.228077	0.093346902	0.083479603	0	1	1	Upregulated	Age_48h_vs_log
YBR039W	ATP3	2096.048449	0.335675399	0.07961946	0	1	1	Upregulated	Age_48h_vs_log
YBR041W	FAT1	1207.909393	0.035798723	0.056151399	0	1	1	Upregulated	Age_48h_vs_log
YBR043C	QDR3	871.7971107	0.252964127	0.064418112	0	1	1	Upregulated	Age_48h_vs_log
YBR044C	TCM62	400.134902	0.23268511	0.051637399	0	1	1	Upregulated	Age_48h_vs_log
YBR046C	ZTA1	375.8550819	0.364761905	0.125630643	0	1	1	Upregulated	Age_48h_vs_log
YBR053C	YBR053C	562.6041556	0.548326202	0.108348724	0.446024653	0.655579438	1	Upregulated	Age_48h_vs_log
YBR056W-A	YBR056W-A	115.7066378	0.593527686	0.321280644	0.291108996	0.77096796	1	Upregulated	Age_48h_vs_log
YBR056C-B	YBR056C-B	1.577435267	0.741817517	0.833561702	0.29010152	0.771738573	1	Upregulated	Age_48h_vs_log
YBR057C	MUM2	410.3365454	0.09258266	0.086115351	0	1	1	Upregulated	Age_48h_vs_log
YBR059C	AKL1	1433.448298	0.260145642	0.067240784	0	1	1	Upregulated	Age_48h_vs_log
YBR062C	YBR062C	373.8571346	0.097910087	0.0972963	0	1	1	Upregulated	Age_48h_vs_log
YBR063C	YBR063C	424.5837791	0.191833041	0.071875165	0	1	1	Upregulated	Age_48h_vs_log
YBR064W	YBR064W	0.930954076	0.348440233	0.912058254	0	1	1	Upregulated	Age_48h_vs_log
YBR065C	ECM2	263.6290645	0.063420086	0.08133717	0	1	1	Upregulated	Age_48h_vs_log
YBR070C	ALG14	392.0544681	0.423318087	0.092346822	0	1	1	Upregulated	Age_48h_vs_log
YBR071W	YBR071W	533.9034441	0.484580755	0.109604277	0	1	1	Upregulated	Age_48h_vs_log
YBR072C-A	YBR072C-A	0.689902057	0.86292295	0.950821554	0.381694071	0.702688298	1	Upregulated	Age_48h_vs_log
YBR073W	RDH54	728.5892559	0.186262253	0.074070279	0	1	1	Upregulated	Age_48h_vs_log
YBR077C	SLM4	342.824631	0.409180478	0.081272778	0	1	1	Upregulated	Age_48h_vs_log
YBR081C	SPT7	1134.904527	0.007927212	0.067349598	0	1	1	Upregulated	Age_48h_vs_log
YBR089W	YBR089W	3.594576811	0.688412701	0.583698509	0.322791129	0.746853432	1	Upregulated	Age_48h_vs_log
YBR091C	TIM12	153.0239987	0.014220907	0.097771411	0	1	1	Upregulated	Age_48h_vs_log
YBR097W	VPS15	445.0477217	0.297306936	0.072377635	0	1	1	Upregulated	Age_48h_vs_log
YBR098W	MMS4	204.4722285	0.446903294	0.093296647	0	1	1	Upregulated	Age_48h_vs_log
YBR103W	SIF2	450.7306935	0.194898242	0.050461054	0	1	1	Upregulated	Age_48h_vs_log
YBR107C	IML3	143.1771649	0.479449724	0.084218755	0	1	1	Upregulated	Age_48h_vs_log
YBR109W-A	YBR109W-A	14.46403816	0.292448147	0.222579759	0	1	1	Upregulated	Age_48h_vs_log
YBR110W	ALG1	903.9791089	0.088552039	0.061454834	0	1	1	Upregulated	Age_48h_vs_log
YBR119W	MUD1	319.133575	0.508415299	0.085048256	0.098947338	0.921180083	1	Upregulated	Age_48h_vs_log
YBR123C	TFC1	490.5653856	0.094565407	0.054658346	0	1	1	Upregulated	Age_48h_vs_log
YBR126C	TPS1	2629.360048	0.572345214	0.119899893	0.60338014	0.546255831	1	Upregulated	Age_48h_vs_log
YBR131W	CCZ1	267.8209474	0.11633937	0.076196586	0	1	1	Upregulated	Age_48h_vs_log
YBR133C	HSL7	926.9835404	0.152206109	0.063879665	0	1	1	Upregulated	Age_48h_vs_log
YBR134W	YBR134W	1.337984834	0.011538577	0.874476461	0	1	1	Upregulated	Age_48h_vs_log
YBR135W	CKS1	426.5620585	0.115339148	0.090738423	0	1	1	Upregulated	Age_48h_vs_log
YBR136W	MEC1	597.9101459	0.480866384	0.075044609	0	1	1	Upregulated	Age_48h_vs_log
YBR140C	IRA1	1871.492708	0.263932034	0.083237583	0	1	1	Upregulated	Age_48h_vs_log
YBR144C	YBR144C	0.6709035	1.36605736	1.268576899	0.68269993	0.494796474	1	Upregulated	Age_48h_vs_log
YBR151W	APD1	1098.927399	0.007772715	0.066823743	0	1	1	Upregulated	Age_48h_vs_log
YBR152W	SPP381	138.3443175	0.107096426	0.094883147	0	1	1	Upregulated	Age_48h_vs_log
YBR157C	ICS2	60.25623117	0.527387407	0.136093205	0.20124008	0.840510854	1	Upregulated	Age_48h_vs_log
YBR160W	CDC28	659.4332911	0.134973153	0.05706278	0	1	1	Upregulated	Age_48h_vs_log
YBR161W	CSH1	286.9006894	0.392199454	0.060764688	0	1	1	Upregulated	Age_48h_vs_log
YBR165W	UBS1	225.3866938	0.220750851	0.091844888	0	1	1	Upregulated	Age_48h_vs_log
YBR170C	NPL4	721.6855202	0.102618787	0.066149689	0	1	1	Upregulated	Age_48h_vs_log
YBR178W	YBR178W	2.947466109	0.640874356	0.503206858	0.279953173	0.779513432	1	Upregulated	Age_48h_vs_log
YBR179C	FZO1	575.2405877	0.199616937	0.062498883	0	1	1	Upregulated	Age_48h_vs_log
YBR184W	YBR184W	57.55286269	0.057176099	0.123173224	0	1	1	Upregulated	Age_48h_vs_log
YBR193C	MED8	223.1092343	0.08339024	0.080234358	0	1	1	Upregulated	Age_48h_vs_log
YBR194W	AIM4	95.14497077	0.223087755	0.108241341	0	1	1	Upregulated	Age_48h_vs_log
YBR197C	YBR197C	204.6129847	0.283429289	0.081211595	0	1	1	Upregulated	Age_48h_vs_log
YBR199W	KTR4	2199.143262	0.31833218	0.041644363	0	1	1	Upregulated	Age_48h_vs_log
YBR200W-A	YBR200W-A	0.235082236	0.680339571	1.767952239	0.102004776	0.918752884	1	Upregulated	Age_48h_vs_log
YBR201W	DER1	264.8635767	0.522652008	0.097868218	0.231454174	0.816961983	1	Upregulated	Age_48h_vs_log
YBR202W	MCM7	954.8054272	0.052861038	0.082341942	0	1	1	Upregulated	Age_48h_vs_log
YBR207W	FTH1	936.5154155	0.424917053	0.11539003	0	1	1	Upregulated	Age_48h_vs_log
YBR211C	AME1	257.5314325	0.360221554	0.099110852	0	1	1	Upregulated	Age_48h_vs_log
YBR212W	NGR1	835.2071288	0.266904008	0.082386485	0	1	1	Upregulated	Age_48h_vs_log
YBR215W	HPC2	616.4931798	0.099500444	0.063369269	0	1	1	Upregulated	Age_48h_vs_log
YBR216C	YBP1	438.3407558	0.041226059	0.064260062	0	1	1	Upregulated	Age_48h_vs_log
YBR217W	ATG12	135.4893794	0.113023816	0.132631498	0	1	1	Upregulated	Age_48h_vs_log
YBR221W-A	YBR221W-A	0.443248581	1.032629059	1.786095646	0.298208587	0.765543968	1	Upregulated	Age_48h_vs_log
YBR222C	PCS60	1261.459368	0.373415464	0.058839256	0	1	1	Upregulated	Age_48h_vs_log
YBR223C	TDP1	197.1444405	0.539124124	0.097289996	0.402139227	0.687581565	1	Upregulated	Age_48h_vs_log
YBR223W-A	YBR223W-A	0.109907619	0.607842494	4.211246734	0.025608211	0.979569837	1	Upregulated	Age_48h_vs_log
YBR226C	YBR226C	34.81662649	0.027433583	0.172059289	0	1	1	Upregulated	Age_48h_vs_log
YBR228W	SLX1	229.5008649	0.403924924	0.096010559	0	1	1	Upregulated	Age_48h_vs_log
YBR229C	ROT2	1432.319558	0.082179047	0.067035537	0	1	1	Upregulated	Age_48h_vs_log
YBR231C	SWC5	280.4359277	0.104010582	0.087327959	0	1	1	Upregulated	Age_48h_vs_log
YBR232C	YBR232C	1.281099502	1.253050924	0.841478474	0.894914068	0.370833026	1	Upregulated	Age_48h_vs_log
YBR235W	VHC1	935.1527481	0.235811181	0.055872262	0	1	1	Upregulated	Age_48h_vs_log
YBR236C	ABD1	813.3721195	0.279497801	0.060940816	0	1	1	Upregulated	Age_48h_vs_log
YBR237W	PRP5	579.9978475	0.25950543	0.05774649	0	1	1	Upregulated	Age_48h_vs_log
YBR239C	ERT1	198.0363872	0.266751251	0.090545467	0	1	1	Upregulated	Age_48h_vs_log
YBR253W	SRB6	284.8624293	0.042757124	0.118275912	0	1	1	Upregulated	Age_48h_vs_log
YBR255W	MTC4	514.5717324	0.498740416	0.056822302	0	1	1	Upregulated	Age_48h_vs_log
YBR256C	RIB5	1376.594165	0.267320422	0.130239734	0	1	1	Upregulated	Age_48h_vs_log
