gene_id	gene_name	MS791_SCD_1hr-arrest_PhIAA_rep2	MS791_SCD_4hr45m-arrest_PhIAA_rep2	MS791_SCD_1hr-arrest_DMSO_rep2	MS791_SCD_4hr45m-arrest_DMSO_rep2	MS793_SCD_1hr-arrest_PhIAA_rep1	MS793_SCD_4hr45m-arrest_PhIAA_rep1	MS793_SCD_1hr-arrest_DMSO_rep1	MS793_SCD_4hr45m-arrest_DMSO_rep1	MS756_SCD_1hr-arrest_PhIAA_rep2	MS756_SCD_4hr45m-arrest_PhIAA_rep2	MS756_SCD_4hr45m-arrest_longPhIAA_rep2	MS756_SCD_1hr-arrest_DMSO_rep2	MS756_SCD_4hr45m-arrest_DMSO_rep2	MS756_SCD_4hr45m-arrest_longDMSO_rep2	MS69_1hr-arrest_Torin_rep1	MS69_1hr-arrest_DMSO_rep1	MS69_4.75hr-arrest_Torin_rep1	MS69_4.75hr-arrest_DMSO_rep1	MS69_1hr-arrest_Rapa_rep2	MS69_1hr-arrest_DMSO_rep2	MS69_4.75hr-arrest_Rapa_rep2	MS69_4.75hr-arrest_DMSO_rep2	MS756_1hr-arrest_PhIAA_rep1	MS756_1hr-arrest_DMSO_rep1	MS756_4.75hr-arrest_PhIAA_rep1	MS756_4.75hr-arrest_DMSO_rep1	MS791_1hr-arrest_PhIAA_rep1	MS791_1hr-arrest_DMSO_rep1	MS791_4.75hr-arrest_PhIAA_rep1	MS791_4.75hr-arrest_DMSO_rep1
YDR085C	AFR1	-1.378386813	0.58053609	-0.539553955	1.148883848	-2.041108398	-0.067482899	-0.910699571	0.976856478	-1.211515306	-0.269940342	0.10260533	-0.044881427	0.559078595	0.647517648	0.61300441	-0.005297289	0.982723611	1.243336452	1.193806665	0.00527791	1.258510787	1.19576892	-0.943859221	-0.203247696	-0.707722303	0.732291202	-0.916524018	-0.350136045	0.453886253	1.121628867
YHL021C	AIM17	-0.128005965	3.212333223	0.440767059	3.986446331	0.600437411	2.723582958	0.10217677	3.110842329	-2.269352166	-1.457380671	0.778356247	0.218568326	1.412808288	1.379307644	5.190480298	-0.098556442	5.715636696	2.582410595	4.564255631	0.092252031	5.425329684	3.060820322	-2.488359017	-0.16437999	-2.068414735	1.051168289	0.396354095	0.365349102	2.571269645	3.629783644
YMR169C	ALD3	-1.552945959	-0.198108551	-1.041859179	0.763534614	0.003648032	1.006871199	-0.487810462	2.075222515	-2.162947931	-1.564355053	-0.951824335	-0.185543291	-0.809280673	-1.395503205	4.107193126	-0.538049511	7.655576819	4.024366757	1.932805641	0.390996257	4.331371639	1.707938674	-2.198953165	-0.466571067	-2.881104494	-1.545201124	-0.877942112	-0.265169073	-1.015062809	1.194200158
YOR374W	ALD4	-0.253612943	2.813256258	-0.024249437	3.252191266	-0.184964802	1.36848008	-0.40022306	2.208545537	-2.726539896	-2.654322922	-1.431090775	-0.19831889	0.261887204	0.289910311	3.007804526	-0.185263664	4.95489696	2.224560845	1.692088454	0.164157677	4.144990913	2.322263658	-2.793683619	-0.271507061	-2.31862568	0.08126162	-0.312215045	-0.545637598	2.043168129	3.109528534
YBR149W	ARA1	-0.614115618	1.05155639	-0.296231865	1.681940101	-0.08007475	0.988183285	-0.442610298	1.443768359	-2.367801668	-2.085771378	-0.891735426	-0.203377317	0.553756795	0.447560389	2.885559086	-0.304840568	2.799730146	1.446365174	2.364225026	0.251529237	2.092636246	1.538615709	-2.234050675	0.311651739	-2.098182219	0.274862019	0.487681449	0.899542551	0.907584064	1.592657758
YMR041C	ARA2	-0.002956879	0.723865725	-0.09828912	1.003710412	-0.257173659	-0.243904642	-0.068208557	0.188757583	-1.230500752	-0.914354206	-1.06203711	-0.196782226	0.11926245	0.348980755	1.580847455	-0.09384201	1.099286427	0.13419075	1.7599827	0.088108949	1.360153161	0.349318369	-1.981355766	-0.150418948	-1.218227175	-0.006291613	-0.207403186	0.183494528	0.607271726	0.593630465
YLR370C	ARC18	-0.051538871	0.658515487	0.066419804	1.013365639	0.019051326	0.284267391	0.098623473	0.440062194	-0.625766803	-0.527095584	0.154021374	0.172777155	0.548224182	0.58628439	1.982951894	-0.083661152	1.479287254	0.558076297	2.033716675	0.07907445	1.390349226	0.649188713	-0.543814058	0.076081137	-0.403479604	0.253694339	0.143629156	0.529970916	0.548688711	0.930462058
YHR137W	ARO9	-0.762632522	3.873710152	0.168848315	4.023784451	-0.294647965	1.357698873	-0.929857377	2.146764088	-1.031061699	1.273267046	0.80752119	-0.728516966	2.076549269	2.095601045	6.398658297	0.115742593	4.315390308	3.356575702	4.136583258	-0.125844571	3.002601089	2.957252488	0.140697979	0.580087421	2.187781719	2.606937265	0.826536277	0.950319533	3.678744522	3.813102909
YGL180W	ATG1	0.095479633	1.094849364	0.310894751	1.025949411	0.451355787	0.645407564	0.140039991	0.893876399	-0.315241258	-0.983788751	-0.423371333	0.085231645	0.188652827	-0.096605168	2.500372256	-0.390810995	2.155928305	0.399780006	1.859827126	0.307194481	1.946290564	0.342875664	-0.329989278	0.05996316	-1.163006051	0.117155936	0.354607127	-0.176401274	0.582783376	0.972321285
YOL082W	ATG19	-0.310490794	1.713667504	-0.125485656	2.316680255	0.13251918	1.036307638	-0.148551448	1.597580987	-2.707873542	-2.794313258	-1.911348115	0.010855965	0.543101269	0.776880599	3.462426365	0.031455895	2.964392236	1.580781215	2.897052119	-0.032157062	3.12271015	1.818457191	-2.384661729	0.157527007	-3.339547629	0.330130954	0.437297125	0.514738752	1.43143968	2.211819599
YPL166W	ATG29	0.091979204	0.892954288	0.258725186	1.452090349	0.616566756	0.745773742	-0.083273421	1.020388848	-0.875332695	-0.964836558	0.167654138	0.379174269	0.32586481	0.550911467	3.94359372	-0.432790518	2.313087323	0.814529115	3.047663804	0.332475983	2.22997815	0.775987453	-1.378898675	0.23057726	-0.997624916	0.766310534	0.216029958	-0.010033688	0.867338621	1.391798491
YLR356W	ATG33	-0.427084333	1.405305879	-0.032599417	1.968217826	-0.515867931	0.733021717	-0.01029758	1.449036414	-1.756866283	-1.116900252	-0.368864632	0.122640542	0.790991289	0.854347768	2.873345538	-0.196985693	3.070682776	1.654247181	3.051221514	0.173292029	3.220136962	1.453825616	-2.074280139	0.176956962	-0.621111365	0.811141867	0.236630372	0.685325343	1.275457774	2.019093781
YBL078C	ATG8	0.220601122	2.649002625	0.021779254	3.605453984	-0.063566748	1.165004254	0.029666017	2.479979804	-0.725494214	0.288281079	1.664856785	0.379888316	2.383145833	2.181652077	4.321315226	-0.429948799	4.097110586	3.120247085	3.788430467	0.330801454	4.390676585	2.545512996	-1.33145609	0.16104601	-0.887695237	2.349569815	0.798115203	0.931698867	2.348531203	3.385595839
YPR026W	ATH1	-0.190664423	1.764474875	0.290860419	2.518707233	-0.096109257	0.851801696	-0.285641043	1.491428863	-1.358815002	-1.498061875	-0.651478319	-0.026357135	0.364859136	0.301046765	2.238950985	-0.251256751	2.709179691	1.790906576	2.548142462	0.213920552	3.144639106	1.943389787	-1.446052216	-0.095535239	-1.020915388	0.169752507	0.346000708	0.604619049	1.161562739	2.157528516
YDR350C	ATP22	-0.177405564	0.477574394	0.030817409	0.550340332	-0.39482995	-0.296208791	-0.213776174	0.481151868	-1.157228915	-0.973245799	-0.315953495	-0.09764387	-0.14186736	-0.027766874	1.13679865	-0.134526376	0.719168137	0.84267894	1.340573612	0.123045224	0.775837306	0.238351185	-1.008865815	0.246911169	-1.518200048	0.145033542	0.063039738	0.35863345	0.133463986	0.604254728
YER119C	AVT6	-0.157756965	1.058223893	0.071131628	1.311694578	0.171852551	0.60006324	-0.053621996	0.508413384	-1.401408419	-1.911413473	-0.890202996	0.252860777	0.366314321	0.283249754	2.546366891	-0.08119502	1.922682652	0.599800083	2.703604995	0.076867811	2.223605408	0.926169036	-1.136092152	0.178365427	-1.683548511	0.261381842	0.605617703	0.650022235	1.23122478	1.641199759
YIL124W	AYR1	-0.284490013	1.140644388	-0.031501355	1.520532887	-0.205035548	0.910337701	-0.355289707	1.277099102	-1.806329954	-1.551177154	-1.157799778	-0.273446962	0.502709987	0.382344266	1.437909056	-0.209571447	1.317369384	1.078303277	1.657189637	0.182954017	1.897922799	1.233027261	-2.326129531	-0.366286579	-1.791718824	0.513830447	0.04992083	0.184077953	0.832842184	1.424741431
YJR025C	BNA1	0.670281415	1.727689386	0.575675655	1.561226647	0.138038534	1.891126245	0.135294542	1.702515468	-0.690369832	0.661495497	0.59174882	0.012425911	1.586431575	1.509563545	2.015625851	-0.414918886	0.390228093	1.56165916	2.419977515	0.321856922	1.286339186	1.575850821	-0.513808739	0.33284639	0.919639679	1.43518507	0.784582231	0.877160021	1.436403479	1.459483419
YNL305C	BXI1	-0.001761168	0.748961036	-0.059100818	1.519510288	-0.020130578	0.582578704	-0.006337122	0.882681496	-1.219206409	-1.199582057	-0.670034035	-0.005361646	0.488751584	0.482618211	2.873160821	-0.038082006	2.483469336	0.973360775	2.660931168	0.037102575	2.518350176	1.153907028	-1.055174368	0.222133967	-1.332791089	0.399289785	0.160780384	0.579079899	0.867843114	1.726687862
YML042W	CAT2	0.686326972	2.641610808	0.649350085	3.268220423	0.599920035	2.392634808	0.474155342	2.501561228	-1.312633681	0.211346147	0.221022283	0.539630727	1.31372937	1.46113039	2.915487278	-0.439556012	5.797238143	2.124219824	3.174890583	0.336441652	5.533279237	2.283880454	-0.83278822	0.276169377	-0.397204276	1.380413148	0.480012372	0.47282957	2.199001396	2.90845282
YKR066C	CCP1	0.152622958	1.649746662	0.274980018	1.871140147	-0.1759677	0.97271576	-0.228324402	0.858148728	-0.569047744	0.082003957	-0.132369074	0.001298945	0.877351289	0.880057774	0.90824112	-0.038025903	1.371069563	1.050635325	1.119746694	0.037049318	1.518315716	1.183840256	-0.795402044	0.0877681	0.152059772	0.945723351	0.147960869	0.252820176	1.546979927	1.822841794
YDR254W	CHL4	0.425068496	0.510176802	0.222986578	0.396244969	0.312440279	-0.083132284	0.13639685	-0.386274116	-0.390232076	-1.586291516	-0.467738713	0.169596206	-0.036721814	0.024400053	0.826803712	-0.122250774	0.206665015	-0.193741024	0.493234231	0.112695904	-1.308090078	0.112890989	-1.15585959	0.174775762	-0.878045646	-0.275156978	0.001563693	0.059257677	0.151146169	0.383936891
YNR001C	CIT1	-0.447294182	1.424121751	-0.024777536	2.382490316	-0.531202191	1.721345499	-0.382814721	2.267602736	-1.164288512	1.462929433	1.092979671	-0.220542604	2.027018595	2.034543594	2.194027766	-0.047222425	3.06281749	2.607696877	2.22367264	0.045725601	2.902239662	2.29073598	-1.369125817	-0.360236906	1.383443904	2.041354432	-0.985950372	-0.566187388	1.286041541	2.311634535
YDR204W	COQ4	0.258935567	1.528298514	0.43763966	2.026763752	0.358484192	1.030290743	0.115794982	1.265951134	-1.437884517	-2.553407362	-1.211655242	0.40746234	0.478064715	0.435357445	2.81318314	-0.077112477	3.533773429	1.135488179	2.503756263	0.07319908	2.748658915	1.428568385	-1.384656309	0.337732911	-1.46931109	0.648104266	0.389532419	0.647762111	1.309195539	2.099633875
YML110C	COQ5	-0.106340778	1.216972634	0.090042168	0.997219064	0.053908091	0.928455167	-0.074449352	0.982981064	-1.296959188	-0.754383997	-0.585774536	0.199601759	0.608423159	0.632592747	1.152311996	-0.151730018	0.344781216	0.732659552	1.372009135	0.13728006	0.641715347	0.685441028	-1.44465178	0.303603917	-1.038993015	0.556671616	0.300632982	0.450872836	0.863050673	0.765457604
YER141W	COX15	0.023082463	1.026748618	0.243450246	0.552300576	-0.121640755	0.468999242	-0.222217651	0.207177329	-1.289746316	-1.186751848	-0.9911848	-0.135883305	-0.255153717	-0.230120948	0.977071697	-0.020151404	-0.07775388	0.229003996	0.792451446	0.019873804	-0.543266435	0.2164536	-1.353807009	0.046537105	-1.056653439	-0.184251259	0.159868743	0.315409509	0.897000821	0.542805376
YEL039C	CYC7	-0.007317059	3.170510516	0.619075335	3.82180137	0.188663066	3.363109944	0.201432603	3.054041026	-1.820573359	-0.368404351	0.592255412	0.051029661	0.895820591	1.00507015	3.45224427	-1.093320072	5.182919105	2.986562935	3.382618404	0.614774328	4.157140807	2.895718131	-1.126307293	0.419729061	-0.784006569	0.733860869	0.538407958	0.351670313	2.597250224	3.133564257
YLR270W	DCS1	-0.679326474	1.748609555	-0.354066878	2.394838847	0.095489367	1.940737367	-0.165638118	2.161565895	-1.851384867	-1.249911671	-0.142296971	-0.095953955	1.024006869	1.104462203	3.077329193	0.008954282	3.464775987	2.258676747	2.682635226	-0.009010205	2.923366735	1.894160006	-2.101820354	-0.099466752	-1.808429693	1.117335947	-0.11642059	0.356079911	1.117028906	2.128210699
YMR173W	DDR48	-1.231318558	0.850440121	-1.098199221	1.296799103	-0.470149935	-0.400129671	-0.786873456	0.251618869	-0.370142285	-1.204362822	0.815346234	-0.937872366	-0.589005184	-0.572319278	2.084684017	0.032616332	2.007097964	1.135028568	1.726507998	-0.03337081	1.330132527	0.698591278	-0.041238658	-0.161659779	-0.63277703	-0.319803106	-0.212604722	0.010157029	0.441286132	1.014353761
YLR299W	ECM38	-0.175464798	0.613122256	0.143638275	0.698487566	0.268596003	0.910913862	0.051362327	0.685484025	-0.845146662	-0.908781677	0.112228036	0.059198842	0.254942471	-0.026032985	2.476525996	-0.116175912	1.833430037	0.230078335	2.773914647	0.107513816	1.718292286	0.617268473	-0.906240715	0.288854411	-0.945510984	0.15605044	0.24161047	0.509025506	0.593548829	0.695250906
YKR076W	ECM4	-0.00983417	1.964366001	-0.006403821	2.15694642	0.417672703	1.559633056	-0.268396587	1.887948426	-2.277725279	-0.390128746	0.355122243	-0.023169851	1.279025022	1.333145279	2.937439299	-0.810626608	2.803378389	1.119684718	3.158733429	0.515879773	2.661767961	1.811084675	-1.998759756	0.693025354	-0.073300072	1.344204259	1.011358258	1.153471436	1.574119673	2.096300941
YER035W	EDC2	0.248711814	0.675308778	-0.276127497	1.260428814	-0.108089655	0.133607271	-0.36625574	-0.153723017	-0.387823738	-0.963330643	-1.183611296	-0.302542086	-0.492934124	-0.664402117	1.513847582	-0.196422209	0.673316963	0.082485357	0.799433748	0.172855949	0.981379418	0.480104816	-0.345545685	0.013582944	-1.38512947	-0.088422766	0.460144952	0.659774072	0.847919747	1.397776385
YDR512C	EMI1	0.22914175	0.797943202	0.21966545	1.166453608	0.343407144	0.614902294	0.155495804	0.784583197	-0.99405902	-1.054294884	-0.230818136	0.437063527	0.268894931	0.151909535	1.508682563	-0.149758207	1.224888159	0.404600803	1.575165495	0.135664197	1.001930553	0.479882542	-0.77924351	0.617815887	-0.981742835	0.240779428	0.339891783	0.184039203	0.569949482	1.057561103
YDR516C	EMI2	0.240803646	1.686282809	0.370295905	1.693849178	0.150798487	1.493300871	0.115708105	1.414141092	-2.427896759	-2.315685909	-0.508119469	0.137289321	0.586425066	0.386201846	2.027492754	-0.49795207	2.435930948	0.836996498	1.969095817	0.369481845	2.234242164	1.367794561	-2.511393602	-0.542136441	-2.366169589	0.345080758	-0.405230834	-0.328657314	1.512406168	1.583883561
YBR026C	ETR1	0.185163306	1.824331848	0.344409763	2.524084735	0.348154212	1.543364521	0.261354023	1.820054939	-1.308431244	-1.342013459	-0.40360313	0.345462898	1.100040387	1.056104389	2.614682432	-0.169276919	3.011922745	1.822437958	2.438984311	0.151484418	3.096495153	1.841950577	-1.438210231	0.202195603	-1.266776995	1.16358825	0.65073814	0.735140513	1.474016816	2.307971255
YOR317W	FAA1	-0.789596091	0.758275798	-0.65802459	1.034313262	-0.018887914	0.963369886	-0.295769776	1.043152651	-0.991545162	0.646731308	-0.003154974	-0.385859573	0.45381045	0.479545576	2.944164227	0.057500827	2.981158775	1.044237331	1.547587085	-0.059888088	1.862357002	0.964912857	-0.669580928	-0.226676829	0.676694689	0.564389283	-0.850320625	-0.683747151	0.482158004	0.783289621
YJL155C	FBP26	-0.600684875	-0.049852223	-0.169394272	0.872203631	-0.495216745	-0.43389484	-0.386017043	0.899062437	-1.050645429	-0.913922203	0.105519108	-0.22767429	0.29904155	0.428612535	2.050518978	0.040449647	1.260115353	0.941342722	1.792676515	-0.041616552	1.551660773	0.793064598	-0.830124331	0.090223694	-1.308820927	0.248905618	-0.274777022	0.497521491	-0.066613843	0.939715144
YBR269C	FMP21	-0.089177019	0.881924075	-0.04193641	1.027058968	-0.077196369	0.333173144	-0.250914738	0.471579925	-1.161442028	-1.243020643	-0.868074494	-0.01221667	0.26020155	0.363179791	1.96131528	-0.139339803	1.653423168	0.271779265	1.819884586	0.127059332	1.989555145	0.670027542	-1.050397337	0.256755764	-1.378793693	0.659987411	0.325634159	0.332958162	0.789202111	1.361441482
YDL222C	FMP45	-0.641739918	-1.055921539	-1.023831426	-0.846035981	0.262912171	-0.015244736	-0.687908679	0.32830249	-1.297459491	-1.986441618	-0.71358106	-0.689375921	-1.104629054	-1.002925106	3.888099313	-0.29514156	4.687139494	0.274932566	2.328074815	0.24489636	2.515050529	-0.359765775	-1.310880842	-0.063979219	-1.350585449	-0.883269556	-0.553804765	0.11751304	-0.315102412	0.122267502
YKR049C	FMP46	-0.232920995	2.474069176	0.176230965	3.263670364	0.091779911	1.572904014	0.026286837	2.029776928	-1.298424959	-0.899177953	0.415653811	0.307594246	1.360615647	1.290013002	3.153444594	-0.231063432	4.591468413	1.956820163	3.030977052	0.199114306	4.056234429	2.406034219	-0.783897643	0.519605834	-0.616488715	1.608558526	0.797213504	1.227557785	2.410268284	3.35564745
YKR009C	FOX2	0.457323935	1.137882284	0.135940206	1.618824749	0.186915801	0.596858482	0.39382621	0.801094577	-0.50670673	-0.899737288	-0.320436589	0.165375243	0.425414775	0.546199822	2.28326821	-0.213135796	2.110768117	0.125965785	1.752361283	0.185663423	1.613276678	0.537768597	-0.795822298	0.357296116	-0.997474923	0.212250424	0.37397688	0.490015236	1.091997645	1.61971065
YIL097W	FYV10	0.266007981	1.280770332	0.364899305	2.040503105	0.618048769	1.161016344	0.353891796	1.538312749	-1.038278748	-0.877649805	0.150837658	0.727609006	0.359934407	0.596645568	3.202065853	0.034987847	3.142134816	1.388523257	1.864246731	-0.035857496	2.398325343	1.455776586	-0.365041049	0.088158447	-1.525824503	0.498684321	0.362843443	0.558796844	1.329149725	1.760559596
YMR136W	GAT2	-0.023005649	1.356066109	-0.084350332	1.109809666	-0.320917109	0.66403917	-0.073922175	0.533272473	-1.315621713	-0.25503365	-0.277913667	0.230787555	0.480627665	0.555419409	1.830187926	-0.150928895	2.151237598	0.827278332	1.595625218	0.136624039	1.688064139	0.657087767	-1.061014042	0.119026987	-0.183711668	0.550517405	0.242605406	0.514752365	1.383045207	1.382679071
YPR184W	GDB1	0.077486347	2.623780906	0.20751124	3.352471432	0.07753469	1.903978415	-0.125102237	2.407773249	-0.64183157	-0.268783236	0.044782693	-0.243581776	0.677758827	0.744150431	3.185256749	-0.108903715	4.580405281	2.311850049	2.926347054	0.101256836	4.345528217	2.57155643	-0.674887975	-0.027468464	-0.529472314	0.675035427	-0.189952631	-0.109366922	1.989931305	2.967499086
YDR358W	GGA1	-0.353800236	0.831868846	0.030256663	1.75079007	-0.068554752	0.629004158	-0.128371371	1.019801895	-1.505638032	-1.328423859	-0.307129142	0.17872176	0.404102199	0.607690281	3.145123323	-0.256403495	2.646925957	1.193599429	2.551233692	0.217637328	2.587429137	1.214374974	-2.40851099	-0.374094036	-1.764378712	0.507228465	-0.222266642	0.455080651	0.961155658	1.803310162
YDR096W	GIS1	-0.006334848	0.2718071	-0.125107094	0.304969554	-0.045977944	0.147688689	-0.146866138	0.288203542	-0.791213743	-0.631779452	-0.704610553	-0.147773791	-0.349386754	-0.161508579	0.81451688	-0.086292049	0.714884553	0.244254018	0.508164302	0.081420658	0.692986656	0.137442123	-0.580568745	-0.124779925	-0.367747207	-0.283455357	-0.286586025	-0.183400041	-0.083476833	0.17337297
YKR058W	GLG1	0.377091545	2.200975365	0.289821785	2.592986408	0.550252951	1.484413457	0.546005552	2.39859559	-0.225667378	-0.920882568	-0.379711802	0.231926211	0.19425811	0.665913612	1.831095496	-0.261536089	3.041401576	2.28266041	2.735849452	0.221321242	3.353408006	1.993404731	-0.536916642	0.32969366	-0.989008339	0.712222973	0.52287412	0.064327194	1.459302899	2.466507415
YCL040W	GLK1	-0.802613442	2.181629162	-0.206504927	2.821021984	-0.45696627	1.564514803	-0.635025871	1.937598779	-3.378325973	-2.0592503	-0.889524982	-0.397516122	0.391112097	0.413713971	3.593329661	0.000543164	3.575533334	2.371871003	2.715747609	-0.000543369	3.033270214	2.222530588	-3.521618809	-0.511639829	-2.001870202	0.399367819	-0.136248044	0.502108062	1.874043158	2.762121268
YML004C	GLO1	-0.388781082	0.3696874	-0.072346371	0.814203228	-0.126600966	0.301933682	-0.287776784	0.856734315	-0.527687153	-0.812843557	-0.2429912	-0.124926818	0.147985998	0.185874459	2.153782675	-0.103655299	2.699616993	0.910839951	1.506109379	0.096704452	2.055499266	0.79322284	-0.734351556	-0.032807141	-1.034334293	0.151119586	-0.102331778	0.215487542	0.225609458	0.880267559
YDR272W	GLO2	-0.049001579	1.128928392	0.181593736	1.430523918	0.168072089	0.78147964	-0.085648778	0.939615889	-0.27221193	-0.19455242	-0.048414793	0.119787308	0.535693204	0.577362432	2.018780496	-0.234876128	2.315893584	1.033202413	1.9371499	0.201937475	1.74831894	0.779704976	-0.386611025	-0.012710282	-0.41610781	0.50635483	0.23023656	0.241105473	0.894432702	1.164143513
YGR256W	GND2	0.312128877	1.428510007	0.241100783	2.902098143	0.680417047	1.344491897	0.260354403	1.91772548	-0.827134108	-0.406166356	0.73520226	0.319555889	0.814437965	0.887705802	3.125983091	-0.385673593	6.963035812	2.905235801	3.294127358	0.304018525	5.952369215	1.425956984	-0.404196956	0.606623022	-0.249448676	0.873098718	1.109113565	1.764931471	1.0117227	2.797478302
YNL274C	GOR1	-0.631024766	2.408477455	-0.293304119	3.237942227	-0.226021722	2.282393393	-0.296843577	2.868835861	-3.008825147	-1.076669196	-0.215417354	-0.176544772	1.480121706	1.647961215	3.280292419	-0.236504371	4.640596453	3.090194269	3.543433507	0.203139185	4.56635303	3.003870808	-3.023937784	-0.11908001	-1.055880413	1.570768311	-0.330657193	-0.097372951	2.156596418	3.034584288
YDL022W	GPD1	-2.023429291	0.033477903	-1.687614033	0.903187701	0.087457894	0.937281296	-0.558766149	1.326626132	-2.280514993	-2.15416627	-0.580545557	-0.267555551	0.161188761	0.265500038	1.445094347	-0.051194767	2.297185709	1.296608964	0.672164383	0.04944018	1.79481862	1.458764113	-2.425871443	-0.351018327	-2.397092307	0.012002266	-2.231620017	-1.645635402	-0.448844428	0.719661205
YKR067W	GPT2	-0.046873484	0.68224483	-0.101699822	0.585890015	-0.044790797	0.137843847	-0.117249013	0.279892721	-1.147859141	-2.029153984	-1.203846454	0.035441579	-0.243233787	-0.387524136	1.157140523	0.052543756	0.223858895	0.509280958	1.56256602	-0.054529997	0.823247641	0.261048553	-1.211006417	0.213756737	-1.930066617	-0.203802806	0.029140207	0.396615856	0.555603257	0.713565018
YOL151W	GRE2	-1.423120088	-2.259530135	-1.180606556	-0.839511524	0.866052443	-0.598012626	0.141094721	-0.099399069	-0.405474476	-1.926493724	-0.369336203	0.373634729	-0.884965658	-0.912098013	3.929519143	-0.357610002	3.980035839	-0.17696485	1.406048185	0.286341302	1.517890551	-0.146746347	0.27551865	-0.004031046	-1.826458858	-1.012477061	-0.867519096	-1.387872823	-3.373056989	-1.387340851
YHR104W	GRE3	-1.021919998	0.765531794	-0.898524589	1.258268763	0.070038574	1.472024889	-0.342009478	1.482755001	-1.70543175	-2.016361708	-1.297139361	-0.157430163	0.124935196	0.239299731	2.051806507	0.036335448	3.676106556	1.748861628	1.333570194	-0.037274282	2.933458579	1.447310179	-1.696118098	0.030207836	-2.839073074	0.076841474	-0.437659011	-0.047995853	0.347945922	1.205662703
YCL035C	GRX1	-0.534458718	1.485413372	-0.211332131	2.120698703	-0.133258487	1.204408866	-0.45960739	1.642743622	-1.353459778	-0.756893979	0.400368438	-0.205312017	0.749387922	0.861671236	3.265556436	-0.05060126	3.689186123	1.942511648	2.379558397	0.048886441	3.280590443	1.734021763	-1.828784307	-0.215578302	-0.717315475	0.83145152	0.441946339	0.542622552	1.426840454	2.17664921
YDR513W	GRX2	-0.308636722	1.494916611	0.013435255	2.133634864	-0.056442152	1.191650978	-0.067056764	1.317986939	-1.062375149	-1.057945636	-0.262614016	0.124792103	0.59619471	0.576745789	1.518663457	-0.086524084	2.962429752	1.406338305	1.649653726	0.081627196	2.517413882	1.524482794	-0.965753445	0.089615165	-1.549260341	0.46375151	0.109664248	0.29219841	1.253807375	2.226808889
YJL103C	GSM1	-0.043627946	1.016344735	0.015258313	0.989921743	-0.107921963	0.483640546	-0.039051588	0.408667184	-1.563362222	-1.178884781	-0.532604944	-0.233419405	-0.083659707	0.311230425	1.514809329	-0.124887483	1.103177142	0.85350513	1.338439152	0.114932579	1.413319749	0.821818014	-2.167955432	-0.421867361	-1.03124317	0.335128037	0.111066257	0.171381142	0.688743359	1.119884341
YOR185C	GSP2	-0.73820527	1.474842438	-0.404599774	2.528898631	-0.272822695	1.068575496	-0.508487994	1.41478225	-3.124825889	-2.286079881	-2.023408196	-0.279790517	-0.232123615	-0.220477827	3.295805428	-0.308854585	3.281812719	1.676129775	3.081424096	0.254252448	3.313714765	1.551358891	-2.319511046	0.474011533	-2.193436962	-0.320308569	0.731584576	1.366987418	1.165915093	2.17699366
YLR258W	GSY2	-0.280804653	1.583744357	0.118649686	3.028127056	-0.219342858	0.966148448	-0.190908689	2.286400728	-1.625376148	-1.797410335	0.235174727	-0.096154709	0.058940547	0.418359247	2.782718647	-0.272499246	3.613955402	2.204129638	2.709713074	0.229115205	3.135126745	2.382949112	-2.131621626	-0.083117657	-1.84346736	0.413838321	-0.344246847	0.276978257	1.07091613	2.467134373
YIR038C	GTT1	-0.338723584	1.060298374	0.088184062	1.864620332	0.037694681	0.945582935	-0.151076147	1.349021158	-2.18418828	-1.03714741	-0.345128224	0.248140638	0.538599555	0.669343236	3.057103761	-0.22494601	3.524161575	1.355464249	2.977119916	0.194557308	3.022531793	1.256892396	-1.634464402	0.661502069	-0.544232118	0.361237559	1.558716815	1.810893716	0.988899834	1.52081774
YMR110C	HFD1	-0.170177706	1.675440607	0.163201682	2.244208348	-0.083660415	1.032209285	-0.405145469	1.512258844	-0.923322709	-0.018585148	0.564131505	-0.019214088	1.105681653	1.064905737	2.20603132	-0.047091284	2.674829696	1.764166761	2.069253857	0.045602632	2.519977626	1.656614443	-0.888183071	-0.008393052	-0.229781999	0.983255458	-0.088267968	0.464857214	1.409658522	2.116149816
YMR251W-A	HOR7	-0.701004544	1.387262066	-0.450105371	1.650159614	-0.087427093	1.262499333	-0.606314477	1.231382249	-1.980799997	-0.110964562	-0.247673975	-0.507556186	0.418707187	0.438511572	2.82613455	-0.055826128	2.378600021	1.244531829	2.308470391	0.053746133	1.966418314	1.171857197	-1.50290935	0.103948377	-0.093770147	0.525657389	0.236738898	0.659302203	1.106091102	1.437331339
YLL026W	HSP104	0.036287964	0.864946602	0.149913997	1.611686822	0.551944482	1.334618689	0.087964314	0.911290601	-0.459033108	-2.666749956	-1.780843849	-0.016508256	-0.749295105	-0.695149078	1.689036895	-0.189830686	3.540555026	0.508655155	0.684786751	0.167732228	2.8136977	0.88578034	-0.446567235	-0.149239621	-2.660092406	-0.960707205	0.174344696	0.133487937	0.599981198	1.316244174
