gene_id	log2FC_pat1D	log2FC_lsm1D	log2FC_dhh1D
YJL094C	-0.626566338	-0.5702157708	-0.103468081
YJL095W	-0.611976391	-0.5677628245	-0.204840439
YJL096W	0.793955653	0.6380060138	0.525239259
YJL097W	0.184234204	0.1301488635	0.096500284
YJL098W	-0.663202606	-0.560764787	0.030206228
YJL099W	-0.266655377	-0.1334305636	0.382663807
YJL100W	-0.449199479	-0.4528035535	-0.340227621
YJL101C	-1.664962921	-1.6376175226	-0.977677116
YJL102W	-0.301561031	-0.2492518268	0.225212165
YJL103C	0.247033556	0.1526183441	0.462526727
YJL104W	0.830727734	0.7785078663	0.749932971
YJL105W	0.501935849	0.5389328708	0.578609349
YJL106W	0.143532877	0.0074952727	0.05251112
YJL107C	-0.203230864	-0.0795986335	-0.189566203
YJL108C	-0.276774437	-0.1101785123	-0.22235374
YJL109C	-0.864278107	-0.8043399029	-0.282602373
YJL110C	-0.602823038	-0.5871310335	-0.567384076
YJL111W	-0.062765587	-0.0181430621	-0.413077854
YJL112W	-0.363940724	-0.3710032543	0.147990048
YJL114W	1.013263591	1.0148753584	0.06989452
YJL115W	0.780987595	0.8194372026	0.341282809
YJL116C	-0.913481752	-1.285709198	-0.248602657
YJL117W	-0.00337264	0.023629928	-0.537402033
YJL118W	-0.366244184	-0.2608303184	-0.157882526
YJL119C	-0.202471546	-0.2495062862	-1.140149935
YJL120W	1.266805411	1.3860324876	-0.374884346
YJL121C	-0.582145589	-0.5553140028	-0.6352815
YJL122W	0.538087901	0.5377364668	0.015739959
YJL123C	0.389023615	0.3720095922	0.423492877
YJL124C	0.255489756	-7.253477848	0.049536298
YJL125C	-0.130858445	-0.0707073127	-0.17468736
YJL126W	0.390732274	0.3570760234	-0.060894415
YJL127C-B	-0.543067909	-0.4794791911	-0.317433688
YJL127C	-0.220943419	-0.1562270376	-0.170583016
YJL127W-A	1.005953831	-0.0979730464	0.507044851
YJL128C	-0.561410797	-0.4811308266	0.306117177
YJL129C	-0.716693918	-0.6176362646	-0.154155976
YJL130C	-1.43090372	-1.3181863614	-1.391765548
YJL131C	0.444396147	0.4316352678	0.571883278
YJL132W	0.153600669	0.1766013938	0.721449495
YJL133C-A	1.837630295	1.6210475586	1.655439102
YJL133W	-0.478384745	-0.4499945715	-0.506487608
YJL134W	0.094854139	0.1130284368	-0.183160911
YJL135W	0.652777867	1.2027673132	-0.250694221
YJL136C	-0.194004811	-0.2303765106	-0.580937771
YJL137C	0.328910157	0.2863363861	0.556480237
YJL138C	-0.390604629	-0.4203913076	-0.534731159
YJL139C	-0.703804844	-0.7066737196	-0.760759313
YJL140W	0.616931657	0.6114456462	0.081033003
YJL141C	0.029446352	-0.0437597443	0.587644159
YJL142C	-0.038233586	-0.1487190472	0.337963245
YJL143W	0.604180095	0.5404922745	0.020160299
YJL144W	1.560169376	1.4911984752	1.838480851
YJL145W	-0.198134744	-0.0871845896	-0.597179657
YJL146W	0.377870335	0.4450461956	1.045975309
YJL147C	-0.205599974	-0.1999365883	0.030235906
YJL148W	0.37107264	0.3504318202	-0.247945163
YJL149W	-0.077614669	-0.0572186459	0.90991952
YJL150W	1.345260906	0.7178648081	0.659435359
YJL151C	0.142387053	0.0842410047	0.834925327
YJL152W	1.040478881	0.3844569997	1.069572497
YJL153C	5.40123237	5.6782454656	4.432225593
YJL154C	-0.450655	-0.4018760751	-0.206052413
YJL155C	0.17960313	0.2184880587	1.154113289
YJL156C	-0.379873836	-0.4294191481	-0.092157658
YJL156W-A	0.067856483	0.5542456222	0.793759008
YJL157C	-0.36114216	-0.4261313842	0.659549369
YJL158C	0.079562309	0.0949624398	0.281778197
YJL159W	0.410612359	0.4025656439	1.637721065
YJL160C	0.321302692	0.424316483	-0.528686666
YJL161W	1.451589789	1.3169272493	1.748786675
YJL162C	0.260230198	0.3366759556	-0.067771819
YJL163C	0.462036501	0.5088176667	0.502198145
YJL164C	0.354350573	0.3510051201	0.584916896
YJL165C	-0.600238113	-0.5382229713	-0.024888869
YJL166W	1.174596159	1.0502899509	0.906791503
YJL167W	0.291374507	0.3326946877	-0.058166515
YJL168C	-0.013015198	0.1166162869	0.351509074
YJL169W	-1.680058574	-1.351526372	-2.337170823
YJL170C	0.885509398	0.6060643083	-0.20873211
YJL171C	0.408264458	0.457149381	-0.006998404
YJL172W	0.091711552	0.1162880806	-0.067954013
YJL173C	0.393882688	0.3587143903	-0.160153641
YJL174W	0.369111891	0.3447802535	0.139622738
YJL175W	1.918399699	1.7777452556	0.228080316
YJL176C	-0.18001993	-0.0956766937	0.4515252
YJL177W	-0.348557315	-0.3560647036	-0.841338785
YJL178C	0.478653935	0.4368040397	-0.154569609
YJL179W	0.831573689	0.8258578866	0.303993405
YJL180C	0.190901832	0.1239848488	0.517299033
YJL181W	-0.044664455	-0.0109717021	0.796857115
YJL182C	2.244858102	3.4071519694	NA
YJL183W	-0.109994959	-0.1009504456	-0.616279327
YJL184W	0.777356294	0.805360003	0.717298915
YJL185C	0.730926738	0.7167163594	0.906592527
YJL186W	-0.017228559	0.0686710959	-0.033114307
YJL187C	-0.398290119	-0.2997858	-0.007692591
YJL188C	-0.281757498	-0.39521501	-0.620048338
YJL189W	-0.084387723	-0.2828746049	-0.499035864
YJL190C	-0.667808857	-0.7136731776	-0.81166843
YJL191W	0.485181643	0.4275238472	0.371052444
YJL192C	0.216344878	0.1659726949	-0.581084155
YJL193W	-0.451317185	-0.3474878407	-0.498309832
YJL194W	-0.327681127	-0.2933597222	0.261461936
YJL195C	1.798750589	2.1159109168	-0.211108426
YJL196C	-0.182164739	-0.2156361272	-0.605378293
YJL197C-A	2.083049115	3.2903100223	0.439900442
YJL197W	-0.557178222	-0.4685873375	-0.3050141
YJL198W	-0.969113692	-0.878164121	-0.201783971
YJL199C	0.665593443	0.3960470109	0.44308844
YJL200C	0.43306525	0.4670059823	-0.716142815
YJL201W	0.062377365	0.0780334924	0.57427249
YJL202C	1.150537932	1.1781808656	-2.483832009
YJL203W	0.44404709	0.407923619	0.448724702
YJL204C	-0.128211085	-0.0159670698	0.282811533
YJL205C	0.087300021	-0.0127846149	-0.168098525
YJL206C	0.181864202	0.205079206	0.322031066
YJL207C	-1.037243239	-0.9757929721	-0.107878217
YJL208C	0.173516362	0.1321614999	0.030719414
YJL209W	-0.366119	-0.3872021568	-0.332766189
YJL210W	-0.140362614	-0.1977511443	-0.247484039
YJL211C	-0.396504541	-0.1752031098	-0.932136507
YJL212C	-0.647991148	-0.7079142648	-0.907321626
YJL213W	-0.277709329	-0.1661095675	-0.985781173
YJL214W	1.014329507	1.2537834769	0.257917142
YJL215C	0.509647261	0.745840837	-0.587065519
YJL216C	0.053211282	0.1446617333	-0.937684931
YJL217W	1.014761237	0.9915570506	0.424845008
YJL218W	1.833455797	2.0964078705	0.294842594
YJL219W	1.2889528	1.4762066437	-0.255944116
YJL220W	0.730041212	1.8645936154	0.494544599
YJL221C	1.298358321	1.5140785677	0.310431792
YJL222W	0.575709148	0.2341277694	-0.495454752
YJL223C	-0.32174154	-0.3042974714	-1.852594217
YJL225C	-1.129872324	-0.4481265452	-1.565099357
YJL225W-A	1.0048836	1.2288279404	0.982959114
YJR001W	-0.12466508	-0.0834202004	-0.259103653
YJR002W	-0.253681727	-0.1555878323	-0.440947114
YJR003C	-0.125786565	-0.1334899037	-0.557407623
YJR004C	2.019827645	1.7160647691	-0.75530084
YJR005C-A	3.164016777	2.8202251471	0.994745
YJR005W	-0.130673067	-0.1214035117	0.220295916
YJR006W	0.142304677	0.2011705086	-0.196776749
YJR007W	-0.249683719	-0.2268118706	-0.370991785
YJR008W	1.315476608	1.2994785812	1.648704887
YJR009C	-0.615777296	-0.539560184	-0.462921435
YJR010C-A	0.512884713	0.3129488935	0.41042125
YJR010W	-1.614971211	-1.5709723419	-1.349922846
YJR011C	0.688433339	0.7094503211	0.713697827
YJR012C	0.743305294	0.7379124684	-0.060264996
YJR013W	0.121840394	0.147407149	-0.176761808
YJR014W	0.222837702	0.2230018007	0.3820165
YJR015W	-0.123629216	-0.1031830561	-0.303008278
YJR016C	-0.346651661	-0.3039973846	-0.398779639
YJR017C	-0.138412106	-0.1100807935	-0.331674829
YJR018W	-0.758235012	-0.6717016622	-1.167250416
YJR019C	0.295848605	0.2704267124	0.404801572
YJR020W	-0.770633209	-0.7187789847	-2.227742361
YJR021C	-0.089810831	-0.0576872377	0.419432558
YJR022W	1.182351979	1.0895053386	1.260835508
YJR023C	-0.898461867	-0.1578971007	-0.605826658
YJR024C	0.108538414	0.0626371984	-0.428999139
YJR025C	-1.150830449	-1.1490964718	-0.934108026
YJR030C	-0.432829354	-0.4160563592	0.303451265
YJR031C	-0.813676483	-0.8130000599	0.019346109
YJR032W	0.384264195	0.4575463586	-0.292289075
YJR033C	-0.308794904	-0.2652700243	0.409714712
YJR034W	1.012212876	0.8725290897	0.926960349
YJR035W	0.080290087	0.107464413	0.368990723
YJR036C	-0.108164714	-0.054124004	0.029907819
YJR037W	1.35850898	3.1340633644	2.003889369
YJR038C	0.073819896	0.9972924581	-0.620086701
YJR039W	-0.002161667	-0.0139981855	0.181031604
YJR040W	-0.400406618	-0.274585995	-0.521652995
YJR041C	-0.855223935	-0.867124605	-0.232208564
YJR042W	-0.233544734	-0.2498846196	0.197639177
YJR043C	0.426354263	0.4430564449	-0.034468805
YJR044C	0.174840189	0.1915620819	0.313061273
YJR045C	-0.48968434	-0.4605955315	-0.135477281
YJR046W	-0.103544105	-0.01178071	-0.757216123
YJR047C	1.527959928	1.8723253365	-1.071022412
YJR048W	0.290499419	0.155635641	0.240013746
YJR049C	-0.102278761	-0.0238644331	-0.245341848
YJR050W	0.356015398	0.3879396087	0.430902114
YJR051W	-0.052112821	0.0037445652	-0.372226051
YJR052W	0.087633725	0.1225150658	0.931968293
YJR053W	-0.064789791	0.0327526541	-0.066153877
YJR054W	-0.697853654	-0.4886697678	-0.141966277
YJR055W	-0.119473165	-0.0296337917	0.102555618
YJR056C	0.098843693	0.0826229488	0.918648841
YJR057W	0.741119848	0.7527715802	0.012900249
YJR058C	0.152352729	0.0729410531	-0.179672169
YJR059W	-0.041698354	-0.0301594829	0.265258411
YJR060W	-0.19998566	-0.1646832693	0.392289525
YJR061W	0.330971183	0.3684455231	-0.198899159
YJR062C	-0.005305468	-0.0470880323	-0.146028649
YJR063W	0.716805548	0.603475563	0.081950048
YJR064W	-0.183592379	-0.1420082711	-0.56792946
YJR065C	0.483083124	0.5381081139	0.179021474
YJR066W	-0.527161672	-0.4378889842	-0.2036807
YJR067C	0.788503283	0.809644253	0.368049487
YJR068W	0.395941254	0.4574785689	-0.39516075
YJR069C	0.624939553	0.6168339364	0.236794838
YJR070C	-0.084946974	-0.0766287423	-0.61524561
YJR071W	1.132643664	-0.3239682615	0.758252393
YJR072C	0.278901926	0.3329373627	0.058843967
YJR073C	1.911576477	1.9817008651	1.008890705
YJR074W	1.019111475	1.0076797112	0.440464039
YJR075W	0.046974519	0.121083585	-0.213058632
YJR076C	0.292666161	0.326047083	0.450395955
YJR077C	-0.42806748	-0.4313642237	-0.262531114
YJR078W	-0.291923587	-0.2280673042	-0.45077046
YJR080C	0.390150154	0.4409302239	0.543496305
YJR082C	0.117773839	0.0397947273	0.047074569
YJR083C	0.63811994	0.5794077951	1.21891138
YJR084W	0.277498937	0.3217532782	0.344329286
YJR085C	0.695226469	0.6526946974	0.362161726
YJR086W	0.961859406	0.9452057017	0.831669384
YJR087W	-0.672554657	-0.6886947926	-0.328739537
YJR088C	0.959120239	0.9828244826	0.76605467
YJR089W	-0.014420709	-0.0076771071	0.162891875
YJR090C	-0.281754971	-0.2395941188	-0.021942923
YJR091C	-0.135825059	-0.1682998068	-0.077072848
YJR092W	-0.321986869	-0.1899263818	0.347715755
YJR093C	0.01188585	0.1164825694	0.375795276
YJR094C	1.186729772	1.226173168	0.639960602
YJR094W-A	0.40535792	0.3538255044	-0.005319933
YJR095W	2.398323522	2.5348323131	2.710913006
YJR096W	0.914376689	0.7673901869	1.294180434
YJR097W	1.615288784	1.6705450263	1.225381346
YJR098C	0.661201629	0.6537053668	0.041629179
YJR099W	0.311709859	0.276244446	0.209658714
YJR100C	0.498357513	0.5101482749	0.207743954
YJR101W	0.136276292	0.050360646	0.342610297
YJR102C	0.0243828	0.1000131932	0.067757395
YJR103W	0.257886942	0.3399215089	-0.187591134
YJR104C	0.507565124	0.4099697999	0.337442304
YJR105W	-0.228279571	-0.195546684	-0.875906789
YJR106W	-0.461870465	-0.4540369817	-0.256852381
YJR107W	-0.521699385	-0.5636048238	-0.822431028
YJR108W	0.459351608	0.3367201409	-0.16777089
YJR109C	-0.62134033	-0.5341374513	-0.529674294
YJR110W	0.075918213	0.0358359464	0.015226415
YJR111C	-0.456029967	-0.4595222908	-0.295758706
YJR112W-A	-0.015981237	0.0093574041	-0.508965049
YJR112W	0.18282688	0.2823668407	1.084116895
YJR113C	0.238805249	0.2373987827	0.370014276
YJR114W	1.359908456	1.4744287786	0.766415072
YJR115W	0.385355732	0.1957820633	0.060593828
YJR116W	0.5338673	0.7644768189	-0.434046678
YJR117W	0.130512341	0.1241111888	-0.226191529
YJR118C	0.340193713	0.3199955537	-0.161517965
YJR119C	0.090176503	0.0748184971	0.854486558
YJR120W	0.284623928	-0.3809003562	0.150316529
YJR121W	-0.241747114	-0.2908543268	0.173998929
YJR122W	-0.605828213	-0.7151194306	-0.329546075
YJR123W	-0.588930294	-0.5731074582	-0.495694133
YJR124C	0.020648184	0.0892838105	-0.995694847
YJR125C	0.601165286	0.6529894115	0.559196317
YJR126C	-0.135428931	-0.0899393935	-0.163721365
YJR127C	-0.156697948	-0.2100509053	0.010700643
YJR128W	2.665007412	2.6967752214	1.528446334
YJR129C	-0.589188012	-0.5117806989	-0.442794062
YJR130C	0.370554699	0.5023576315	0.201430417
YJR131W	-0.050462905	0.1423344115	-0.215916478
YJR132W	-1.090723851	-1.0262755655	-0.631898674
YJR133W	0.635645136	0.7072985504	0.361861686
YJR134C	-0.030877997	-0.0463182794	0.058723283
YJR135C	0.184408756	0.2041795659	-0.004007772
YJR135W-A	0.543534399	0.4935262113	0.251974843
YJR136C	0.047345954	0.0731347873	-0.092685279
YJR137C	-2.337198078	-2.2881461852	-1.858425504
YJR138W	-0.339564631	-0.356185719	0.087524657
YJR139C	-0.477351615	-0.4881052152	-0.821090273
YJR140C	-0.549705154	-0.4333422577	-0.113852599
YJR141W	-0.072197318	-0.0362990575	-0.84211659
YJR142W	0.545560968	0.5800199838	0.470044078
YJR143C	-0.475467777	-0.4239215952	-0.738832185
YJR144W	0.235242896	0.3185879325	0.069618247
YJR145C	-0.522406344	-0.5327759411	-0.504604596
YJR146W	0.166517271	0.0736469441	-0.547267209
YJR147W	-1.367327763	-1.3319052439	-1.39106964
YJR148W	-0.824840112	-0.7927988755	0.029809033
YJR149W	0.05683335	0.0207881516	-0.271008132
YJR150C	1.579977513	1.6725296609	-0.740706817
YJR151C	-0.170937539	-0.2287076489	-0.13848796
YJR152W	1.844252709	1.8679048046	1.850452179
YJR153W	-0.695596963	-0.7893266065	-0.175221786
YJR154W	0.338003891	0.4880587133	0.176704731
YJR155W	0.366641511	0.3937505417	0.566259662
YJR156C	1.223920899	1.2704082868	-0.083664376
YJR157W	1.188533559	1.5875466073	0.170749522
YJR159W	0.992361686	1.0088551136	0.110457789
YJR160C	0.642061395	0.0219608601	-0.970349117
YJR161C	-0.02745045	0.033056128	0.013816975
YJR162C	1.793630914	1.5547347557	-0.723634183
YKL001C	-1.031553854	-1.050202126	-1.450347287
YKL002W	0.651151836	0.654515604	0.350843459
YKL003C	0.838195472	0.7292685484	0.413403903
YKL004W	-0.446999536	-0.4358697405	-0.663017985
YKL005C	0.202647428	0.2563572204	-0.010302073
YKL006C-A	0.360700287	0.3317234821	0.228514416
YKL006W	-0.52060436	-0.5451065523	-0.861522942
YKL007W	0.695991396	0.706036275	0.786730025
YKL008C	-0.179783515	-0.1037574987	-0.143363063
YKL009W	0.273736805	0.2070958538	-0.153539429
YKL010C	-0.363437885	-0.3478044761	0.77375885
YKL011C	-0.079909409	0.0435706221	-0.369681025
YKL012W	0.054040773	0.0834922903	0.517810655
YKL013C	0.889365956	0.8732273709	0.667624074
YKL014C	-1.025500049	-1.0042885118	-0.410230218
YKL015W	-0.370452046	-0.2964858572	-0.521706858
YKL016C	0.831662015	0.6351933559	0.846442518
YKL017C	-0.158060346	-0.2092165344	0.041436001
YKL018C-A	0.397117849	0.3396565495	-0.249777103
YKL018W	0.353565503	0.369018163	0.347192778
YKL019W	-0.301392374	-0.3274457203	-0.504764957
YKL020C	-0.378843919	-0.3663191966	0.337652821
YKL021C	0.223128154	0.290765297	-0.080738897
YKL022C	-0.533340407	-0.4547419604	0.206598277
YKL023C-A	-0.839223579	-0.8619987226	-0.922111983
YKL023W	0.33802636	0.3231176834	0.69321806
YKL024C	-0.81948397	-0.8174300387	-1.004960407
YKL025C	-0.150793427	-0.1247150254	0.320307734
YKL026C	0.791615104	0.6390953929	1.051401357
YKL027W	-0.510422247	-0.3746411325	-0.199079337
YKL028W	0.178230701	0.2387566502	-0.145872303
YKL029C	-0.543518873	-0.5046311503	-0.907725562
YKL030W	-0.903861404	-0.9275261574	-0.324106269
YKL031W	0.182356739	0.4048836853	0.056271607
YKL032C	-0.022662444	-0.0363766522	0.430650869
YKL033W-A	0.067386829	0.0516758469	-0.437070377
YKL033W	-0.257671746	-0.2681052595	-0.522799166
YKL034W	-0.244333957	-0.2383916813	-0.045552297
YKL035W	-0.167147718	-0.25189263	0.431168543
YKL036C	1.050154736	1.7115260162	0.457882822
YKL037W	1.04131167	0.7905703718	-0.12736772
YKL038W	0.042378909	0.1291929984	-0.03169336
YKL039W	0.11787879	0.1622654362	0.264159556
YKL040C	0.137456892	0.1055209894	0.015996897
YKL041W	0.544906636	0.5926983224	0.578040259
YKL042W	0.367088766	0.3720842896	1.006026504
YKL043W	-0.311318689	-0.3249600738	-0.948815646
YKL044W	-0.195867827	-0.5099729723	-0.858366234
YKL045W	0.229393626	0.3031220578	0.553540392
YKL046C	-0.225213558	-0.1592547588	-0.303631604
YKL047W	0.17176961	0.1907255082	0.078253617
YKL048C	-0.416786747	-0.3623742073	0.876011691
YKL049C	0.693316975	0.7239835553	0.86806088
YKL050C	0.136153663	0.1254971255	-0.147139528
YKL051W	-0.460309008	-0.6191336503	-0.271754708
YKL052C	-0.381393348	-0.3102128575	0.178939529
YKL053C-A	0.408401536	0.3225614435	0.218093044
YKL053W	-0.253315329	-0.1117348431	-0.64222132
YKL054C	-0.357257287	-0.3414408253	0.739751966
YKL055C	-0.281234134	-0.2153213944	-0.495957853
YKL056C	-1.220564834	-1.2257742108	-1.074797173
YKL057C	-0.666474487	-0.6302908473	-0.232467849
YKL058W	0.300484892	0.1659702966	-0.466939128
YKL059C	0.072799808	0.1436328956	0.286166092
YKL060C	-0.438781784	-0.4485807796	-0.495461646
YKL061W	0.351204153	0.3012396798	0.102345236
YKL062W	0.165743182	0.0857726058	0.49498759
YKL063C	0.433691546	0.4077744296	0.423436966
YKL064W	-0.304998112	-0.3106197611	0.128155363
YKL065C	0.876018559	0.8882727652	0.946680009
YKL065W-A	1.497003867	1.4242739718	1.924351396
YKL066W	1.123598342	0.9685017442	0.790642307
YKL067W	0.912132338	0.8445160591	0.773574297
YKL068W-A	-0.313787357	-0.6062111702	1.005264536
YKL068W	-0.631607422	-0.5483190882	-0.162904369
YKL069W	0.011050329	0.0357369372	0.373854875
YKL070W	0.153508278	-0.1086269246	-0.579321318
YKL071W	0.485041121	0.2661889501	0.46172409
YKL072W	0.013232271	0.1168066539	0.101238159
YKL073W	-0.368314915	-0.2551662225	-0.277936168
YKL074C	-0.218060603	-0.1768963577	0.502404335
YKL075C	-0.007221583	0.0802921327	0.742740202
YKL076C	0.051143678	0.0685467565	0.494466904
YKL077W	0.054010854	0.0628511586	-0.305527555
YKL078W	-0.25338911	-0.1859333995	-0.133535807
YKL079W	-0.419454314	-0.3446210953	0.253506021
YKL080W	-0.343562426	-0.3156760024	-0.524148544
YKL081W	-0.032576235	0.0407860033	-0.730109474
YKL082C	0.378518121	0.3824786081	0.129316135
YKL083W	-0.019945801	0.3568899099	0.232643108
YKL084W	-0.31326753	-0.3218047337	-0.901989292
YKL085W	0.224712472	0.1533551297	0.693184495
YKL086W	1.948692006	1.7662166243	2.55569892
YKL087C	0.497177998	0.4208485735	1.014449728
YKL088W	0.188493827	0.2479245577	0.859206888
YKL089W	0.132247134	0.1694530727	0.979931472
YKL090W	0.161989369	0.190138117	-0.669979241
YKL091C	1.107312578	0.9920411721	1.273638052
YKL092C	-0.498621099	-0.4328991758	0.174764308
YKL093W	1.622346031	1.4157112751	1.948218598
YKL094W	0.17927698	0.167040644	0.055322772
YKL095W	-0.073862367	-0.1166261681	0.099747905
YKL096C-B	1.099337914	0.6817330877	0.4074033
YKL096W-A	-0.2510354	-0.5015488424	0.098301925
YKL096W	0.783285261	0.7684320307	1.685558721
YKL097C	-0.048119845	-0.2071543335	-0.733561666
YKL098W	-0.264256775	-0.1805408294	-0.342827438
YKL099C	0.527006105	0.5472577403	0.351020347
YKL100C	-0.343804558	-0.3205787874	-0.02915764
YKL100W-A	1.012450344	-0.584189777	1.032125667
YKL101W	-0.478389259	-0.3922067629	0.06237931
YKL102C	0.641109854	0.0941288302	-0.28569917
YKL103C	0.10844419	0.0268699102	0.918513238
YKL104C	-0.147861978	-0.0580495104	0.504634057
YKL105C	-0.342879659	-0.3246995783	0.140905214
YKL106C-A	0.180327073	-1.0233054656	0.723682554
YKL106W	-0.010238423	-0.0053757532	-0.487353492
YKL107W	1.630885178	1.4625112339	1.836539046
YKL108W	-0.081200398	-0.0300545199	0.407717438
YKL109W	-0.041699909	-0.0771289122	1.152712019
YKL110C	0.264027937	0.3312630606	-0.159793004
YKL111C	1.448629222	1.048687315	0.394658388
YKL112W	0.02387052	0.0107716352	0.729133326
YKL113C	0.850494919	0.8402212036	0.528293976
YKL114C	0.043241982	0.112194846	-0.019825677
YKL115C	0.045673993	-0.0703507604	-0.247587913
YKL116C	-0.213497266	-0.1939833852	-0.214436069
YKL117W	0.49463545	0.4975523761	0.278123756
YKL118W	1.518027822	1.0378666017	-1.884178529
YKL119C	0.349259502	0.3727397224	-0.264593338
YKL120W	-0.009404912	-0.0090412089	-0.352727314
YKL121W	-0.249701892	-0.0930882031	0.505702387
YKL122C	1.197596988	1.1312110952	0.763549214
YKL123W	0.295925057	-0.0193936965	0.820948821
YKL124W	0.329361433	0.2874437303	0.940143622
YKL125W	0.046721333	0.0332645415	0.377421799
YKL126W	-0.141192461	-0.031291385	0.357493787
YKL127W	-0.11021419	0.0231536847	-0.53195441
YKL128C	-0.040307039	0.0149156349	-0.358448718
YKL129C	-0.110604737	-0.0615888493	0.832396065
YKL130C	0.418768805	0.3963771226	0.517679461
YKL131W	0.8628015	0.8304198338	0.642938025
YKL132C	-0.550660651	-0.5477131045	-0.707655672
YKL133C	0.694964085	0.7279811483	0.840852687
YKL134C	0.005290258	0.1068707593	0.229449925
YKL135C	-0.186629714	-0.1384128248	-0.040452971
YKL136W	0.91063862	0.6234720688	0.484159769
YKL137W	0.912506343	0.7222913119	0.722044268
YKL138C-A	0.631690242	0.6528664165	-0.014225985
YKL138C	0.990074301	0.8262252168	0.534716761
YKL139W	-0.128300659	-0.0738291379	0.741855834
YKL140W	-0.056183102	-0.0268315799	0.050263505
YKL141W	0.858748173	0.761033103	0.613251306
YKL142W	0.995173462	0.9105897276	0.990460725
YKL143W	0.109018248	0.1712857649	0.278275912
YKL144C	0.545971065	0.421121046	-0.331617463
YKL145W	0.19876694	0.234464067	0.175267925
YKL146W	-0.355194359	-0.3438437071	0.07275716
YKL147C	0.447877704	0.2619517693	-1.626644282
YKL148C	-0.047909768	-0.1180731398	0.715173959
YKL149C	-0.453330081	-0.2952517995	-0.422977973
YKL150W	1.082398344	0.9625468848	0.714927559
YKL151C	1.375137083	1.2511781023	1.377463828
YKL152C	-0.465726711	-0.4554749328	-0.44345101
YKL153W	-0.237878516	-0.5588987238	-0.195078603
YKL154W	0.380469778	0.3897664604	0.066197737
YKL155C	0.07806196	0.0776025333	0.145204588
YKL156C-A	0.347533337	-0.2048476738	0.077033804
YKL156W	0.717354479	0.5975410448	0.465232833
YKL157W	-0.68951347	-0.6054576584	0.046579286
YKL159C	0.869743417	0.8974537803	0.775214219
YKL160W	0.141898174	0.1129439639	0.289174752
YKL161C	-0.370870936	-0.1360312926	0.710540661
YKL162C-A	0.791108476	0.7625639627	0.379216775
YKL162C	0.615059784	0.6433608367	0.821011262
YKL163W	1.842958645	1.7862526849	3.209302731
YKL164C	0.404307129	0.4081203292	1.995090416
YKL165C-A	0.191777838	-0.0353628482	-0.742191257
YKL165C	-0.386082493	-0.3670234343	-0.013252466
YKL166C	0.087703034	0.1405849844	-0.476494013
YKL167C	0.985113012	0.8021457019	1.095291875
YKL168C	0.035555357	0.0807082993	0.184473192
YKL169C	0.295754129	0.4696314429	-0.825593767
YKL170W	0.58285765	0.5453389845	0.555521216
YKL171W	-0.21549003	-0.1521471975	0.64559553
YKL172W	0.571957053	0.6187893212	0.269573754
YKL173W	-0.888722664	-0.7901623516	0.115647602
YKL174C	-0.414700202	-0.3496647553	-0.302024507
YKL175W	-0.110212741	-0.140166603	-0.377584304
YKL176C	-0.538940221	-0.5393130813	-0.833331023
YKL177W	2.420292918	2.3725853724	0.261181157
YKL178C	1.740187763	1.6191885474	0.033753423
YKL179C	-0.079539928	0.036285481	0.108844728
YKL180W	-0.432261562	-0.4320108071	-0.481216002
YKL181W	-0.762483123	-0.6371204639	-0.976960313
YKL182W	-0.649335291	-0.604006355	-0.016500505
YKL183C-A	0.179529509	0.019691454	-2.125453416
YKL183W	-0.378005519	-0.3086816598	-0.225137724
YKL184W	-0.490001395	-0.3732609351	-0.440543546
YKL185W	-0.740259345	-0.7749942985	0.861123766
YKL186C	0.810757491	0.8536537789	0.665415449
YKL187C	0.786592137	0.692280511	0.400460909
YKL188C	-0.050682921	-0.0166756559	-0.373829151
YKL189W	0.216643857	0.2740856615	0.243437666
YKL190W	0.412824059	0.3782778677	-0.260161081
YKL191W	-0.647778889	-0.5949117143	-1.265306542
YKL192C	0.449408558	0.2992247007	0.194290033
YKL193C	0.817668064	0.8475716366	0.754407632
YKL194C	0.386256913	0.3858555685	-0.02189638
YKL195W	0.561760515	0.5586062771	0.849220701
YKL196C	0.480300931	0.4885667985	-0.100320636
YKL197C	-0.284424021	-0.1953990322	-0.160321834
YKL198C	-0.827207653	-0.5968740473	-0.321760291
YKL201C	0.233842963	0.157559598	0.857923618
YKL202W	0.603242884	0.5215829241	0.713262619
YKL203C	-0.576081325	-0.5135281024	-0.100882058
YKL204W	-0.079017839	-0.0772758813	0.457969485
YKL205W	-0.885149214	-0.8177290462	-0.565645885
YKL206C	0.32776453	0.3117835574	0.309850746
YKL207W	0.276661696	0.2363165182	-0.097492781
YKL208W	0.926984776	0.9198462751	0.609015783
YKL209C	-0.762135345	-0.7443512529	-0.435700847
YKL210W	-0.464550227	-0.3405279307	-0.288335878
YKL211C	0.193302403	0.2683407123	-0.517778125
YKL212W	-0.273348475	-0.1585623755	-0.261025716
YKL213C	-0.471740364	-0.3898470211	-0.344223962
YKL214C	0.16831124	0.1629171891	-0.414270224
YKL215C	-0.613596036	-0.4987370785	0.139240342
YKL216W	0.350435344	0.3590594855	-0.089490703
YKL217W	0.635935853	0.5305708124	1.870194728
YKL218C	0.062650868	0.1597518531	0.201374935
YKL219W	0.806419454	0.8327668658	0.15828922
YKL220C	-0.405487402	-0.3153783697	-0.931380523
YKL221W	1.084541553	1.0670032886	-0.024568612
