name,hl_wt_rep1,k_wt_rep1,R2_wt_rep1,hl_wt_rep2,k_wt_rep2,R2_wt_rep2,hl_wt_rep3,k_wt_rep3,R2_wt_rep3,hl_UPF3_rep1,k_UPF3_rep1,R2_UPF3_rep1,hl_UPF3_rep2,k_UPF3_rep2,R2_UPF3_rep2,hl_UPF3_rep3,k_UPF3_rep3,R2_UPF3_rep3
YCR022C,NA,NA,NA,NA,NA,NA,14.68892529,0.050323963,0.802218472,NA,NA,NA,NA,NA,NA,7.210141099,0.099146071,0.815069638
YCR023C,16.80277223,0.044387497,0.899320736,7.345981473,0.097492871,0.992744635,8.216514728,0.087495786,0.992478885,6.572687995,0.108469741,0.882563662,10.00246069,0.0723087,0.915194753,12.71410651,0.057528996,0.951365957
YCR024C,15.55609617,0.047693456,0.784651477,4.62509279,0.153002197,0.986712915,3.549600865,0.198410225,0.898693364,2.529569899,0.277028835,0.800957734,11.19775202,0.064911599,0.872623465,9.19324503,0.078408478,0.966930368
YCR024C-A,19.09539824,0.039434717,0.959923472,19.07793644,0.039467941,0.970930589,17.5239576,0.042689803,0.97394123,23.10267302,0.033013934,0.905250023,19.76269935,0.038084541,0.971146988,19.33313777,0.038863837,0.969514227
YCR024C-B,19.02967758,0.039560079,0.962855077,19.11851777,0.039390821,0.970771921,17.5369912,0.042660406,0.9733972,22.77033166,0.033451837,0.909631419,19.71299798,0.03817297,0.970518041,19.33245875,0.038865096,0.969348224
YCR025C,NA,NA,NA,15.79712166,0.047013611,0.616632162,5.72712694,0.124164322,0.89690403,NA,NA,NA,NA,NA,NA,4.058662619,0.173793197,0.791170886
YCR026C,13.66926689,0.053843982,0.892118612,5.858591758,0.121448477,0.931764358,5.2319955,0.135617916,0.966712145,7.698203496,0.093051156,0.95374368,9.020562387,0.079851828,0.958224539,6.842095913,0.104317299,0.98979898
YCR027C,6.514052241,0.109543529,0.948629058,5.594323799,0.127037413,0.964370988,7.077603046,0.101070843,0.987679138,13.2478874,0.055332371,0.907634973,8.081593709,0.088779659,0.966488351,9.38521347,0.076866273,0.988742208
YCR028C,5.740289549,0.1238868,0.956537474,7.260416417,0.098604885,0.984970653,9.138615349,0.078983705,0.986021201,17.08358423,0.043584907,0.864604828,12.7672932,0.057301882,0.98436191,12.90474241,0.056723627,0.994485927
YCR028C-A,27.29316609,0.028531907,0.910040788,23.26491122,0.032929217,0.962706494,22.98831483,0.033287696,0.970163736,26.33554901,0.029330864,0.931940824,27.47246304,0.028241651,0.92008072,24.14151457,0.031722869,0.96055057
YCR030C,7.476451219,0.095846264,0.841115305,9.280272761,0.077825932,0.996514618,9.267174868,0.077931497,0.98922664,15.02799239,0.049134772,0.951492644,7.932484926,0.090391872,0.958430391,10.92604583,0.066450927,0.980528803
YCR031C,31.4474229,0.025177005,0.956164868,29.44233063,0.026678081,0.968435108,32.02230647,0.024781304,0.950148371,34.47234868,0.023118372,0.935753404,32.38059144,0.024417288,0.932684625,31.48808704,0.025024031,0.954659178
YCR032W,13.32593223,0.055150454,0.944940418,8.106488004,0.08864078,0.997492707,9.937730431,0.072884585,0.958747155,5.368909433,0.13211494,0.770051062,7.163339918,0.099774162,0.971720333,9.712235057,0.074379486,0.994104514
YCR033W,6.973699454,0.102530016,0.929253715,9.998416281,0.07246124,0.911241666,7.459032195,0.09606277,0.973625873,8.288195651,0.086641683,0.844672263,6.61186826,0.10784482,0.910751996,6.418188275,0.111008361,0.975997737
YCR034W,17.63688845,0.042436533,0.947725585,11.24297206,0.06478714,0.980148394,14.28313015,0.051664624,0.977507321,13.6755634,0.053696125,0.988698451,15.87909097,0.0466626,0.975773608,14.94999942,0.049375396,0.979398228
YCR035C,6.914715601,0.10337787,0.961454118,5.42966965,0.130794724,0.99766523,6.72786055,0.106161932,0.988486432,6.316425086,0.112748294,0.986591013,6.151737553,0.115686059,0.953097691,8.653969495,0.0831069,0.977156916
YCR036W,12.02880501,0.060759487,0.907032153,9.665846116,0.074846511,0.989885232,10.30194501,0.07041868,0.978340362,14.75998796,0.049972263,0.992215236,14.41386274,0.05109996,0.944122412,13.1688535,0.055646382,0.98777116
YCR037C,3.101176678,0.226646569,0.935127577,7.255101502,0.098674824,0.982004162,8.261210277,0.087039373,0.915822448,16.75189634,0.044388271,0.776497194,6.194186059,0.114913901,0.981552065,7.159691381,0.099823472,0.968220799
YCR038C,NA,NA,NA,3.610936568,0.195093271,0.979723425,2.563415525,0.273535396,0.923183522,10.24430945,0.070672713,0.901669613,5.605086395,0.126674994,0.886984162,14.73939642,0.05003787,0.928746072
YCR042C,14.3042864,0.051592849,0.731239994,7.895951979,0.090920674,0.984427203,9.868027717,0.073377257,0.944469702,15.25750405,0.048440953,0.898787539,7.643324126,0.093697647,0.901061666,9.909487932,0.072958864,0.975673375
YCR043C,11.24169731,0.064794131,0.992212621,10.04454503,0.072142868,0.993206281,11.54025712,0.063198952,0.987594733,12.95779526,0.056503713,0.969964005,13.4596741,0.0545091,0.968639763,15.31679985,0.048265081,0.894554112
YCR044C,11.50326125,0.063392123,0.949947587,12.72440795,0.057609369,0.959667352,9.313921791,0.077556093,0.976410179,12.13392281,0.060135774,0.942942846,10.71750157,0.067685359,0.980537118,9.582865753,0.075342965,0.976173909
YCR046C,12.61513577,0.05808122,0.962913848,12.1962398,0.059968402,0.970179741,9.783410856,0.073984779,0.996045292,5.323185235,0.133223895,0.83225135,10.64490095,0.068126453,0.965792367,11.81796509,0.061663025,0.983567661
YCR047C,5.468894087,0.129879117,0.9816204,6.351481322,0.112267121,0.964472865,7.191702835,0.099517053,0.993123566,4.938981944,0.143353151,0.974846152,5.722649669,0.124134503,0.991109263,7.333555708,0.097528238,0.986704712
YCR048W,15.27069832,0.04852621,0.946702553,9.41182311,0.076781974,0.991186191,9.218822525,0.078323798,0.997964486,9.385467307,0.076864275,0.652912988,9.992506071,0.072377735,0.980637719,8.692438303,0.082752432,0.993085825
YCR051W,19.67950475,0.038357323,0.921195121,12.15146066,0.060177836,0.995214838,15.37343466,0.048222877,0.988170621,23.48046689,0.032531196,0.793190758,15.65442797,0.047289061,0.981042689,16.41739399,0.045231327,0.98051373
YCR052W,13.37801249,0.054947961,0.974654273,10.82790734,0.067150422,0.987858643,14.31391108,0.051560266,0.968444524,24.41856469,0.031397108,0.766436622,9.221363336,0.078178572,0.937602936,12.36162117,0.059083548,0.947695014
YCR053W,20.12163492,0.037583399,0.94382698,14.45434316,0.051089793,0.993584882,17.73070882,0.042228576,0.974034968,16.28871728,0.045564856,0.972654698,18.33770716,0.040810044,0.989016831,16.6739129,0.044581791,0.990329386
YCR054C,6.625371339,0.107755668,0.969690366,5.447112564,0.13038593,0.999052904,4.79238435,0.147770683,0.956629914,3.36427313,0.209042814,0.921658037,4.233525569,0.166739154,0.917328041,6.572278965,0.108476305,0.943241684
YCR057C,6.352502399,0.11224958,0.98690353,7.480661086,0.095794089,0.948429964,7.0497132,0.101458292,0.993570809,18.08282438,0.041342833,0.829945292,5.062075308,0.139940483,0.985758939,8.101205195,0.088572029,0.996393705
YCR059C,16.42680764,0.045331641,0.942940438,15.55945914,0.047683825,0.997972534,15.69145435,0.047309089,0.99357657,17.33249906,0.043002219,0.917722028,19.44947324,0.038649386,0.959048882,17.10468172,0.043534862,0.988737996
YCR060W,30.08730098,0.026173408,0.80331931,26.97256075,0.028833777,0.796961819,18.24932138,0.041117623,0.942269325,19.14416999,0.039217732,0.966278214,25.45757805,0.030238572,0.932391258,15.96830232,0.046418728,0.993290233
YCR061W,NA,NA,NA,16.9343271,0.044067029,0.923039649,15.39960356,0.048146259,0.945627706,23.29024827,0.032772296,0.729046471,12.2972968,0.059376851,0.901096615,20.64843845,0.036580022,0.895061553
YCR063W,2.636540024,0.26603585,0.979572195,3.462236061,0.203337715,0.936548901,4.780698001,0.148124241,0.949790667,NA,NA,NA,11.29105066,0.064400111,0.977527056,15.23180365,0.048517607,0.957898732
YCR065W,6.056187771,0.117588266,0.880975728,4.982593032,0.142249289,0.963368716,5.184019395,0.13684399,0.956642958,10.11030386,0.071569525,0.957063582,5.897978285,0.120533878,0.916761838,8.028917544,0.08934237,0.978897888
YCR066W,5.149635761,0.137736748,0.776486772,4.85125897,0.146015398,0.886214253,3.881310242,0.181721417,0.915562893,5.049452431,0.140282786,0.886029013,12.11240505,0.060237256,0.908990792,9.369016063,0.076993956,0.968190829
YCR067C,4.941111913,0.143417162,0.957408286,6.31205219,0.112948827,0.980325762,8.12718928,0.088422985,0.955743767,22.99532802,0.033153991,0.795033395,7.160388254,0.09981405,0.953890134,7.178446885,0.099570525,0.9672027
YCR069W,18.56684491,0.040468067,0.757317517,9.470807717,0.076323301,0.988747171,10.738956,0.067680661,0.990918949,17.05742184,0.043647139,0.97421758,14.00388625,0.052507807,0.980933962,12.88560171,0.056803414,0.981239649
YCR071C,8.148915084,0.0881956,0.950018849,6.437046609,0.110816475,0.987447818,8.451108575,0.085154035,0.978919439,8.013483639,0.089508644,0.956058458,5.996910308,0.118595084,0.892035569,5.847873052,0.121540827,0.971814591
YCR072C,6.320892281,0.112795248,0.990576075,4.432049291,0.159529828,0.984334044,6.862835799,0.104135654,0.948203076,5.026505819,0.140909448,0.946180596,3.550222145,0.198251544,0.917546729,6.146751168,0.115777463,0.999311496
YCR073C,3.736506149,0.188642311,0.861210109,14.16168997,0.052080774,0.809103279,7.917986065,0.090676387,0.950260234,8.816884017,0.081626924,0.90303004,9.319073365,0.077390444,0.981149259,11.0469178,0.065756787,0.942297533
YCR073W-A,20.62219712,0.036747247,0.855368697,14.1231601,0.052214303,0.917015345,10.57267518,0.068695789,0.972430178,NA,NA,NA,14.23646643,0.051699182,0.933705142,12.88927871,0.056788068,0.924366275
YCR075C,NA,NA,NA,13.09749057,0.056057679,0.836745403,10.34625136,0.07013055,0.969377314,12.72517225,0.057481588,0.710040342,14.68680381,0.050206271,0.833338201,11.73307231,0.062087392,0.920449242
YCR075W-A,13.99952795,0.052647725,0.942978557,18.08674823,0.041459026,0.846309993,16.90186885,0.044145634,0.885949958,14.11651728,0.052112889,0.924098018,9.071270913,0.079422287,0.995922036,12.33991068,0.059182201,0.975485095
YCR076C,31.91273352,0.024855625,0.829795584,12.18669494,0.060012915,0.958574336,13.01593438,0.056389283,0.955699304,15.07820298,0.048981179,0.927637418,14.06634255,0.052288035,0.912785046,15.96938665,0.046415781,0.949829053
YCR077C,8.763539354,0.082229976,0.979273818,7.724747316,0.092866268,0.984685702,8.202069194,0.087644362,0.974098863,17.63560818,0.042314877,0.698652013,10.41868081,0.069540299,0.94029031,8.50680622,0.084492516,0.965622736
YCR079W,2.78527074,0.251997232,0.973610097,4.452310573,0.158818119,0.930767611,8.534455933,0.084353044,0.951444,9.873564326,0.07321336,0.741370705,5.189866752,0.136568833,0.935115839,7.298149486,0.097986778,0.95605874
YCR082W,16.10209967,0.046182549,0.977959738,14.31668926,0.051550869,0.957669086,13.19679287,0.055659454,0.993919452,16.72549767,0.044453578,0.98548503,18.7851275,0.039909755,0.945649234,12.0060222,0.060744326,0.991185877
YCR083W,17.85673355,0.041952675,0.96470458,28.49612043,0.027459808,0.74666963,18.46358031,0.040676863,0.987441728,NA,NA,NA,16.8722729,0.044093062,0.829789916,14.77412338,0.049927332,0.993793781
YCR084C,NA,NA,NA,12.09245734,0.060456165,0.936034039,11.77378919,0.062007599,0.984139645,18.52164555,0.040434662,0.843867091,11.37554111,0.063944151,0.959560163,10.88371963,0.066697642,0.983630295
YCR086W,11.7884504,0.061934381,0.852064001,6.418954938,0.111119971,0.981127186,8.203123956,0.087633496,0.925573883,5.309923703,0.133549102,0.948097058,8.283917673,0.086684871,0.934596752,7.255666659,0.098542873,0.971211042
YCR087C-A,11.6662997,0.062550027,0.994577366,11.32642131,0.064332912,0.994241493,12.92800565,0.056751483,0.996843121,12.80318123,0.057149702,0.993936694,13.66671445,0.053728943,0.981763107,13.65331543,0.053778716,0.988156214
YCR088W,18.95149053,0.039710354,0.772130447,24.55039407,0.031369191,0.920874911,22.08113305,0.034526467,0.961844182,29.75956903,0.026302607,0.634441389,19.33873377,0.038853462,0.961111646,20.69342225,0.036507049,0.978318265
YCR089W,19.06365185,0.039495165,0.690770934,5.283877198,0.134317089,0.921428341,6.903531467,0.103540268,0.968975165,12.12870916,0.060160329,0.816380197,10.01050025,0.072253046,0.98117481,13.3970636,0.054749773,0.978148595
YCR090C,16.55600742,0.045002351,0.87117624,11.45555044,0.063643083,0.958604462,12.80655575,0.057259946,0.952266564,16.83564232,0.044182447,0.916465034,14.96967391,0.049314459,0.955255423,10.09046143,0.071704343,0.966879197
YCR091W,4.975040271,0.142460482,0.73154816,4.722302338,0.149917162,0.91372526,10.2366165,0.070848071,0.990249619,21.46331588,0.03530554,0.866978885,17.462519,0.042704459,0.907690185,13.97062236,0.052625658,0.978401161
YCR092C,6.488980219,0.109954667,0.984278508,6.397225233,0.111486766,0.988254083,7.48662178,0.095720316,0.952416993,20.80833015,0.036322077,0.624310798,4.226764347,0.167001057,0.958333501,7.90675155,0.090676262,0.983939508
YCR093W,10.75106652,0.067607954,0.922689838,7.597017629,0.094374923,0.990466227,7.594332308,0.094407185,0.989738469,13.06131389,0.056079752,0.971125906,7.315752412,0.097758251,0.98397747,7.59345291,0.094293246,0.997544621
YCR094W,17.51284526,0.042714901,0.864713863,11.60445494,0.062866671,0.98976269,10.93720765,0.066510693,0.977478658,19.59355462,0.038387319,0.828595833,8.990906569,0.080105282,0.985703713,13.99070197,0.052554451,0.985712792
YCR095C,5.975418599,0.119135313,0.958971744,4.361715759,0.162051717,0.918225215,6.173899402,0.115406109,0.928094658,7.882230949,0.090948978,0.990392427,6.510296174,0.109480411,0.930591939,5.074163225,0.139614283,0.934245919
YCR095W-A,NA,NA,NA,2.507904514,0.27952054,0.837433872,6.774406922,0.105454047,0.794948758,15.5411685,0.047611746,0.963043071,11.38641999,0.063885934,0.946435226,17.06940643,0.043618608,0.983282052
YCR097W,9.547618321,0.075734505,0.992660539,16.55291688,0.045010168,0.958219886,10.48110602,0.069268562,0.971713307,12.65181377,0.057797422,0.976722312,11.35451579,0.064056982,0.949930807,15.55471341,0.047572908,0.972199908
YCR098C,NA,NA,NA,1.040364156,0.669389928,0.85722099,NA,NA,NA,NA,NA,NA,20.28989356,0.037173223,0.870493967,19.67721319,0.038236916,0.92183286
YCR099C,12.26314512,0.059658333,0.776926401,4.42738878,0.159694457,0.731918863,8.766721321,0.082201268,0.84332728,16.67229005,0.044585837,0.930434228,24.82731176,0.030929771,0.609790019,12.85761513,0.056920501,0.989175053
YCR102C,NA,NA,NA,14.82575234,0.049888461,0.848032863,5.074913893,0.139718586,0.724189895,50.23819643,0.016808249,0.661962318,21.19884067,0.035708444,0.796160824,37.66987667,0.021411603,0.781311084
YCR105W,37.86594886,0.021440833,0.650361476,2.973336972,0.236256507,0.689756118,16.89423346,0.044164169,0.803877889,NA,NA,NA,31.04933598,0.025335092,0.841965371,32.84461544,0.024114864,0.609553115
YCR106W,NA,NA,NA,2.395584022,0.292479258,0.946277332,NA,NA,NA,NA,NA,NA,21.0901637,0.035876933,0.71554157,13.43988214,0.054584937,0.970505183
YCR107W,7.068824965,0.10119246,0.905061811,6.288256512,0.113364377,0.936712642,5.446031274,0.130411195,0.953941054,NA,NA,NA,14.16894206,0.051931213,0.932642679,18.76298496,0.0399533,0.933493081
YDL001W,8.232639524,0.087330555,0.871067867,4.91705968,0.144103362,0.93193447,4.286366439,0.164845278,0.972159037,5.899894979,0.120495698,0.828424183,7.575514902,0.094509393,0.983626857,6.220669764,0.114437489,0.970851962
YDL002C,7.832332489,0.091633724,0.990596003,6.890083922,0.103736231,0.979390094,6.819450702,0.104778213,0.991298434,9.971087084,0.072526742,0.985927438,7.630677822,0.093847942,0.993612359,10.10715229,0.071590903,0.967493428
YDL003W,6.528238944,0.109312291,0.938841249,5.721254078,0.124288558,0.86955988,6.535055345,0.109201543,0.978562951,7.70915044,0.092923299,0.934938275,4.350125976,0.162350599,0.988175904,4.734470545,0.149415405,0.974318263
YDL004W,15.59210363,0.047590557,0.992005653,18.79474731,0.040015378,0.951938082,17.78634769,0.042106286,0.984774308,18.04349598,0.041426382,0.986028558,20.03357036,0.037610318,0.972873503,16.18024462,0.045850138,0.986579559
YDL005C,7.153192324,0.100035941,0.984245105,7.013104782,0.101971537,0.976338454,6.36806043,0.111982999,0.988510975,10.07367404,0.071818817,0.946502169,6.989416251,0.102182003,0.985526036,5.618752579,0.126374213,0.974500819
YDL006W,6.907998117,0.103475348,0.972905095,5.809612212,0.122445947,0.995307163,6.463809347,0.110370634,0.97549329,5.893475304,0.120623673,0.937723813,8.257455689,0.086953014,0.956856776,7.003278498,0.101985704,0.976956655
YDL007W,10.57047445,0.068709438,0.994100668,12.1609525,0.060133314,0.969125168,13.27861396,0.055335809,0.97519599,11.48543024,0.063361162,0.971387118,8.723070731,0.082472407,0.999074669,11.84807427,0.061513974,0.988500072
YDL008W,11.58731219,0.062955039,0.886061711,11.68425809,0.062458709,0.991396481,13.78109241,0.053432512,0.949665106,8.757730513,0.082157929,0.923958798,10.51539617,0.068928396,0.931566361,13.57691265,0.054064407,0.943181367
YDL010W,6.193033863,0.11505923,0.972104678,7.223990809,0.099086271,0.993643707,8.152380654,0.088159441,0.996868526,8.348487738,0.086037709,0.9843518,8.50916857,0.084469895,0.997806191,12.58281929,0.058097829,0.952865383
YDL012C,18.30605461,0.040999911,0.893121417,14.17500861,0.052034785,0.991153141,15.72261693,0.047221536,0.98364111,11.60478981,0.062740438,0.969279522,14.38536547,0.051195224,0.939546384,13.19595029,0.055538299,0.97980807
YDL013W,NA,NA,NA,5.759818284,0.123477392,0.985767463,5.414789339,0.131145542,0.946334016,30.93012599,0.025421133,0.602502461,8.578278548,0.083813631,0.961981966,7.636890758,0.093774042,0.985847486
YDL014W,11.59308181,0.062925269,0.964844426,14.25656557,0.051755049,0.982471553,15.37533113,0.048217316,0.979941033,12.1312109,0.060148544,0.951035167,14.21461108,0.051774041,0.989210043,15.87637536,0.046670066,0.966028733
YDL015C,12.52547999,0.058474515,0.994427181,14.45501529,0.051087563,0.98627546,14.54928008,0.050776882,0.987521557,20.44887972,0.036907619,0.969094323,14.43716945,0.051022328,0.991055795,16.67314257,0.044583712,0.984447243
YDL017W,3.419274765,0.205853145,0.886624473,5.001941593,0.141711168,0.977990429,6.070251178,0.117323105,0.840527465,2.000536986,0.349491597,0.900514781,8.078411911,0.08881344,0.805559419,5.073233882,0.139639306,0.929582805
YDL018C,14.89933615,0.049657561,0.862611762,7.081911234,0.101011266,0.963777794,9.750642887,0.074222874,0.99664848,8.264230712,0.086884198,0.943762719,11.68296455,0.062340768,0.92170586,10.21571427,0.070862108,0.987993919
YDL019C,14.37960454,0.051339037,0.844413202,11.52628106,0.063271781,0.996041222,9.814681066,0.073759048,0.98871314,12.81938381,0.057081276,0.721001915,13.85990818,0.053021984,0.931382294,14.30345436,0.051471159,0.925628578
YDL020C,3.271824462,0.214988956,0.948555543,4.532826169,0.156052764,0.955561821,4.505401601,0.156983577,0.951523951,8.565447557,0.083934672,0.855199378,4.513271886,0.156590787,0.931194021,6.165158272,0.11544078,0.996526798
YDL021W,16.87463625,0.044211817,0.890984063,17.86232474,0.041940524,0.943448052,12.15389158,0.060166427,0.924069602,11.66829188,0.062415374,0.994445181,7.912013304,0.090617962,0.930420845,14.48230928,0.050872681,0.982278823
YDL022W,6.85254384,0.104287348,0.986453874,7.247142982,0.098779741,0.980911643,8.831495493,0.081621365,0.987097863,15.39636792,0.048031209,0.824601328,10.4835328,0.069128744,0.987614349,7.671977264,0.093358953,0.993699977
YDL024C,2.543818003,0.275618551,0.675045106,12.13384853,0.060260632,0.876542725,7.61714359,0.094133851,0.990757676,NA,NA,NA,4.819526623,0.146831628,0.915299474,8.668166723,0.082975714,0.849072835
YDL025C,1.594316299,0.437896939,0.812734482,3.753203415,0.187817028,0.975243297,7.403868011,0.096755146,0.985296025,5.991919074,0.118691365,0.964678199,9.055406789,0.079556152,0.940772108,7.248880788,0.098632303,0.877404507
YDL027C,11.72885337,0.062233151,0.948847939,11.34087951,0.064254893,0.980913652,9.142609097,0.078950573,0.977491148,9.382735852,0.076885775,0.966278664,21.1229445,0.035825928,0.679637973,8.03447685,0.089282635,0.997110159
YDL028C,8.709367636,0.082721939,0.881065709,5.71315688,0.124460267,0.975046499,6.335582596,0.11254098,0.964813174,3.88842303,0.181270235,0.910663285,4.417625954,0.159915939,0.889199605,6.728273262,0.106031104,0.984261795
YDL029W,19.00469925,0.039607953,0.953217766,13.46489132,0.054613655,0.986587076,13.93284763,0.052884683,0.990653876,15.18206994,0.048666678,0.96995884,11.17163448,0.065056313,0.997870493,15.56055355,0.047556183,0.962069131
YDL030W,3.136181092,0.224151856,0.977652222,5.215561562,0.136035361,0.873204006,5.74863089,0.123711589,0.967419708,12.34956418,0.059138292,0.907306152,8.417058006,0.085361326,0.981779728,7.505840778,0.09535874,0.976629882
YDL031W,11.12869851,0.065420201,0.972768018,8.047704034,0.089265348,0.996340688,8.946723477,0.080610518,0.989382004,22.28202006,0.034118949,0.718537648,14.50896287,0.050784757,0.903180429,6.495664305,0.10972024,0.988121246
YDL033C,2.383904112,0.293896894,0.875840264,7.717826294,0.092946735,0.898662577,6.817844371,0.104802161,0.917291974,8.60401536,0.083571929,0.88642894,9.051778238,0.079586836,0.919354866,7.759306582,0.092342107,0.838427259
YDL035C,6.85602103,0.104236047,0.951309764,4.850788316,0.146029262,0.979071898,6.864394686,0.104112718,0.988852498,9.355099967,0.077104008,0.953939782,5.606859192,0.126635894,0.976978228,7.373504788,0.097016151,0.991988785
YDL036C,11.25343769,0.064729804,0.915975315,9.790934823,0.073930334,0.948771302,5.657432221,0.125655293,0.949704773,4.951620131,0.142994951,0.788699248,6.79941307,0.104953242,0.933374395,7.8869796,0.090896031,0.979026042
YDL039C,NA,NA,NA,3.972875925,0.177605422,0.900879736,3.86162566,0.182631756,0.908084493,NA,NA,NA,16.02977995,0.04625225,0.837698279,4.591080397,0.153987955,0.780617271
YDL040C,14.30065677,0.051605148,0.898398336,15.02253334,0.049276042,0.96920011,15.47977773,0.047913136,0.984728099,26.02417201,0.029645779,0.760431019,12.26507222,0.059524943,0.974047785,16.39687948,0.04528415,0.968073527
YDL042C,7.072513801,0.101141316,0.814155746,5.669881824,0.125386271,0.965658006,6.581081508,0.108459748,0.989194203,NA,NA,NA,8.250401569,0.087024785,0.965102662,9.569685765,0.075442585,0.897153112
YDL043C,3.166092314,0.222063834,0.907176444,5.26673464,0.134744069,0.991005668,8.730672379,0.082527731,0.955964465,11.30180562,0.064341692,0.940002872,4.319326891,0.163486774,0.925911227,7.260427085,0.098480236,0.960033944
YDL044C,8.331635974,0.08633015,0.912187743,3.638447692,0.193641836,0.930555911,3.934674556,0.179299333,0.961037744,6.606155998,0.107935468,0.83249969,8.445425685,0.085084716,0.936882892,9.30276035,0.077520873,0.896182141
YDL045C,7.522569933,0.095277881,0.963364713,7.868142671,0.091230944,0.980366443,8.224608559,0.087412767,0.991039861,11.29376486,0.064385358,0.935507248,6.738690428,0.105871848,0.982376251,11.92675067,0.061128052,0.898238136
YDL045W-A,4.946820016,0.143255292,0.990569478,8.614984409,0.083593864,0.963110623,7.789455219,0.092120865,0.995818332,9.575198286,0.075400885,0.992935059,9.682902164,0.074595686,0.940035013,8.89125252,0.080969362,0.995524707
YDL046W,12.54129162,0.058404745,0.983121582,12.18532588,0.060019305,0.989137196,13.62907856,0.053993507,0.979441025,13.74584962,0.053436959,0.975840599,13.47100412,0.054465786,0.966927037,12.97882782,0.056417026,0.989640787
YDL047W,7.904924711,0.090821031,0.945009212,6.302272528,0.113119232,0.982428318,6.842533912,0.104435323,0.994873998,9.584269707,0.075332369,0.972673396,9.114959937,0.07905604,0.99403148,7.49236877,0.095524791,0.99720614
YDL048C,6.95982101,0.102728216,0.903922835,6.380932936,0.111763417,0.972224749,7.16736757,0.099844296,0.990663627,12.48663735,0.05852215,0.861894825,9.027740162,0.079790734,0.985091783,7.403505068,0.096635226,0.989467009
YDL049C,7.408701289,0.09669407,0.870205653,8.740732459,0.082436355,0.85938857,7.457021221,0.096087831,0.958568694,22.64055882,0.03362632,0.622315233,5.171083651,0.137053959,0.920997232,12.49899113,0.058467284,0.957211519
YDL051W,11.38385137,0.064024179,0.984697256,10.33882856,0.070178649,0.993651386,11.82315386,0.061761794,0.996546308,13.01757407,0.056258066,0.991553703,11.36884871,0.06398002,0.994013356,11.43382545,0.063633543,0.998011102
YDL052C,8.104347489,0.088663364,0.967658438,8.486373331,0.084813211,0.971145946,7.967452898,0.090132879,0.997811886,16.08191634,0.046112065,0.804250654,7.958862689,0.090102269,0.992417566,7.888827944,0.09087544,0.997209747
YDL053C,8.946480883,0.080612619,0.958074623,11.1151894,0.0654959,0.976324113,9.599905816,0.075339083,0.990010429,13.19797722,0.055530232,0.985319885,16.73432829,0.044431709,0.951588893,12.23716075,0.059653845,0.988857766
YDL054C,15.19243806,0.048760029,0.898522916,9.238070111,0.078167143,0.968421247,9.695291181,0.074628721,0.997753925,8.11655717,0.088410196,0.990404056,9.379238896,0.076913318,0.951209533,7.40837044,0.096573739,0.914888215
YDL055C,12.09376511,0.060449967,0.9778644,10.76082192,0.067549506,0.982467428,11.10124889,0.06557421,0.989565391,13.32102261,0.055045116,0.970957391,10.33943207,0.070050227,0.995864227,12.27211774,0.059492498,0.980358734
YDL056W,6.633532019,0.107626963,0.844748757,5.886534288,0.120886863,0.991406495,5.900338836,0.120611369,0.991808823,3.824491753,0.184250065,0.871443972,9.42019649,0.076592002,0.883027128,6.916283524,0.103230636,0.965029274
YDL057W,11.76155792,0.062068823,0.798926493,7.238723518,0.098890986,0.85888317,7.020458734,0.101868006,0.982499972,7.329920989,0.097575107,0.922977953,NA,NA,NA,9.520228347,0.075818865,0.883338224
YDL058W,8.111550141,0.088587419,0.905429082,9.863812698,0.073407273,0.974554484,9.543215136,0.075768002,0.997418277,21.95816895,0.034577745,0.603260844,10.92820451,0.066438396,0.935940725,9.21735778,0.078211237,0.995551604
YDL059C,7.938681583,0.090448175,0.963866964,4.878686783,0.145212133,0.87927987,6.763298026,0.105622108,0.994969905,9.712919526,0.074374457,0.990449821,9.338939475,0.077232222,0.951735042,7.421244278,0.096411434,0.959143029
YDL060W,6.735090182,0.106051341,0.958501668,10.91052524,0.066665682,0.938313912,8.845777381,0.081494646,0.97906158,14.64946076,0.050326576,0.889319523,6.902989631,0.10342364,0.974191582,10.45799413,0.069290205,0.979327666
YDL061C,24.48169283,0.031448421,0.946913552,24.19744019,0.031781019,0.961776395,23.48849532,0.032645615,0.973405932,23.70078711,0.032256779,0.967201931,21.61760543,0.035075047,0.981277949,23.71886299,0.032234491,0.969621271
YDL063C,9.622011999,0.075173198,0.87931255,6.721678267,0.106256691,0.956312215,6.084300082,0.117059441,0.963134603,6.29695553,0.11308759,0.923539761,3.638518323,0.193513628,0.918886718,7.662529308,0.093470353,0.950080564
YDL064W,12.18101108,0.060039455,0.988271938,11.98603166,0.060965123,0.972224483,12.66757834,0.057853751,0.969924414,21.01551579,0.035993673,0.772903752,12.53259915,0.05831857,0.97933615,12.8397259,0.056995612,0.956468355
YDL065C,7.372610499,0.097152063,0.939677476,7.447871909,0.096202017,0.988784221,10.07780448,0.071915125,0.997454003,6.526378057,0.109218056,0.983643028,9.793112532,0.073790082,0.994161808,7.541290562,0.094924636,0.996350958
YDL066W,27.46548333,0.028372571,0.888084082,25.31840981,0.030512743,0.962510939,24.96188932,0.030903761,0.98662939,28.78203008,0.027093671,0.892070294,18.33031817,0.040825281,0.988075354,24.8181843,0.030940038,0.983541343
