gene_id	log2FC_Not1_large_YM	log2FC_Not1_small_YM	log2FC_Pab1_large_YM	log2FC_Pab1_small_YM	log2FC_Xrn1_large_YM	log2FC_Xrn1_small_YM	log2FC_eIF4E_large_YM	log2FC_eIF4E_small_YM	log2FC_eIF4G_large_YM	log2FC_eIF4G_small_YM
YAR020C	0	-1.28051009145958e-07	-3.11617942271896e-08	-3.99397948326451e-07	0.889647705650456	2.35013624528003	3.13605743834412	-0.13307606487515	-1.58693869917631	0.457175193337084
YAR023C	0.109315006904746	0.0974909140793566	0.51814106760369	0.232590616457329	2.4606357671512	2.34421984309388	-0.30394249299996	-0.450550270913986	0.646752513300927	1.05009337040196
YAR027W	0.577802704900516	0.654164833168685	-1.18108790322858	-0.652861599296307	0.328364241201935	0.374894947777011	-0.286270435525635	0.150847548174138	-0.992133976781482	1.16007212510386
YAR028W	0.00974547930934918	-0.629713660478671	-0.92393670760458	-0.920430972659506	0.652858632507575	0.409402859857458	-0.186995028293043	0.411887594493065	0.96579795310408	2.04112567397426
YAR029W	-0.503394511950964	-0.603567662553312	0.877640127102469	0.44904876522602	1.69436583553622	2.28789559256573	-0.346291447476471	1.12937756907791	2.01333953528884	3.65269790960861
YAR030C	-1.78607804887927	-1.45440057359499	-1.56234013555928	0.755243728432962	-0.340965446017889	1.40001801331906	-0.516642722949311	1.20213070935475	-1.26844276144299	0.253376529126851
YAR031W	0.389684315039021	1.7832802094061	0	-1.44654320890379	-0.315421895632268	-0.0121875701854671	-0.932666046179893	0.199145710863173	0.641553122487619	1.26121463324735
YAR033W	1.01441024580491	1.30011229444464	0.582383372886647	-0.221262104331172	0.462913546238954	0.248081618044117	0.702199405630347	-0.172409310147958	0.720600789879439	1.34781892766062
YAR035C-A	0	0	0	0	0	0	0	0	0	0
YAR035W	-1.98078074649918	-0.721205666259555	0.906301160744848	0.893293623318605	0.0383936337948375	0.294255891783763	-0.846544993419355	0.0643152643921067	-1.72559364560069	-1.10349458498907
YAR042W	0.13956273234996	0.503141621600059	0.895828020289654	0.542774291463139	0.235680835710902	0.192957180431821	-0.415892833858359	-1.0015540502964	-0.839408746195292	-0.787749922360107
YAR047C	0	0	0	0	0	0	0	0	0	0
YAR050W	-0.510260912375287	-0.405202544129459	1.12570745200245	0.436761981313475	0.801700960738376	0.536097722676668	0.053480751979495	1.18818703659358	0.276767699065332	1.68544820942558
YAR053W	0	0	0	-3.27128501149667e-09	-2.30512720395856e-08	1.8291565336782e-13	0	-3.99580739317114	-1.44548521036475e-06	2.41050355898429
YAR060C	-1.55087501573224	1.21084914003128	-0.367919325026697	0.494846321978668	1.46783423711597	1.87633853681579	0.763043752698946	0.18184027212438	0.0740411012378193	1.00381605625418
YAR061W	-2.13792217244833	-3.15105706067042	0	0	0	1.17282610416292	-1.0553442205763	0	0	1.14765642037871
YAR062W	-0.0607712204650071	-0.217393634050057	0	-0.803737139430187	0	0.0458958453271378	0.329381054633239	-0.594139799554381	0	0.130947993572927
YAR064W	0	-1.20613948415477	2.22226360352834	0	-1.89228998514678	1.67960665701582	0	-1.58934588030232	0	1.14709190300107
YAR066W	-0.680203382417599	-1.05362488237838	-6.75945627555759e-05	0.00900735713031345	0.0624284877999267	-0.628073564996493	-0.0653402145936367	-0.080637850271961	-0.0582708413983446	0.0700864022197883
YAR068W	-1.74319144400847	0.297211021760205	0.171089209530535	0.388249798720028	-0.00838019583209743	-0.484626367422122	-0.251384300495043	-0.751237405963631	-0.726619752746394	-0.305778538684989
YAR069C	0.0453342404667011	0	0	1.29956763056806	0.29672175313354	1.0284071935159	-0.675889354480281	0.967685207057072	-1.74425454473004	0.914292078608842
YAR070C	0	0	0	0	0	0	0	0	0	0
YAR071W	-0.318012422838865	1.03577722294551	-0.0196729452542279	-0.913663178020056	0.461921979642946	1.53686052401364	-0.831295872480248	1.23638802955072	-0.407523254561911	0.367983119294213
YAR073W	-0.554615258310921	-1.44678505544056	-0.53297930002738	1.00027795407077	-0.467489804164378	-0.911681287748066	-0.619720437133117	-1.33381793804074	-0.736281721778816	-1.38298979874006
YAR075W	-0.21791642517487	-3.20364987277037	1.3182225291885	-0.19294064355347	-0.306082092968952	-0.884887381123935	-0.698300251236989	-1.50328431731677	-0.999898055807148	-0.478702201705812
YBL001C	-0.813413293133005	-0.902853328106835	-0.182936040552732	-0.0566638546776969	-0.253125037596267	-0.340551775244148	-0.644085684975377	-0.614582359023263	-1.64129277577643	-0.99198774656644
YBL002W	0.643194172270589	1.82736761551446	-1.30809578460344	0.190230196674366	0.589295352754013	0.991239923850152	-0.728454813890452	0.691366249987764	1.12418249943206	2.43178160101158
YBL003C	-0.999557391607191	1.36364106816359	-2.10791165785298	-0.028527570888606	0.183924831759842	0.96260821819379	-0.483671881961	0.916491430626648	-1.12275545393468	2.39976497731064
YBL004W	0.151373130171118	-0.456327616554708	1.88193691346781	1.0322642573041	-0.336267710749183	-0.31548080423224	-0.224235360341487	0.251837376069842	0.566728881879348	-0.219596337868554
